date,code,inst,corp,indiv,foreign
20220404,000020,10001000,84326200,-190229350,95902150
20220405,000020,-878850,0,27595700,-26716850
20220406,000020,18284250,0,-63131050,44846800
20220407,000020,180311100,79650,-245587250,65196500
20220408,000020,608450,0,52192550,-52801000
20220411,000020,-1463050,0,30229900,-28766850
20220412,000020,25520050,0,-28442900,2922850
20220413,000020,-11651950,0,-158073450,169725400
20220414,000020,104361050,26200,-156910500,52523250
20220415,000020,160475400,0,-8393450,-152081950
20220418,000020,115686150,26350,-53084550,-62627950
20220419,000020,-2133150,0,26059600,-23926450
20220420,000020,1249350,22518900,-69756650,45988400
20220421,000020,17679450,-22175100,73008300,-68512650
20220422,000020,10122900,50,-12086400,1963450
20220425,000020,-4336050,100175050,377900,-96216900
20220426,000020,496050,0,-115803250,115307200
20220427,000020,-4644700,0,-140947250,145591950
20220428,000020,19717650,0,-362695300,342977650
20220429,000020,25170400,0,-267445950,242275550
20220502,000020,2948700,-12600,-138209550,135273450
20220503,000020,-957250,64515000,-121188400,57630650
20220504,000020,-1787800,-12450,271733100,-269932850
20220506,000020,-3569650,0,38265950,-34696300
20220509,000020,7113850,152524500,-491270500,331632150
20220510,000020,-8713900,0,-436775700,445489600
20220511,000020,15596550,41340600,-133708950,76771800
20220512,000020,-6341850,-1747500,225698800,-217609450
20220513,000020,22302650,20475000,-136622900,93845250
20220516,000020,30555900,-20825000,-162010600,152279700
20220517,000020,5946700,-82847800,202308300,-125407200
20220518,000020,18108250,3750,125223600,-143335600
20220519,000020,7388600,0,-128484750,121096150
20220520,000020,3365000,0,-86616700,83251700
20220523,000020,21675300,-77084600,-493438300,548847600
20220524,000020,-2811050,1221300,18891050,-17301300
20220525,000020,-2757950,-26763200,-61831900,91353050
20220526,000020,14927750,0,-149931350,135003600
20220527,000020,7497500,50752050,-473604200,415354650
20220530,000020,-5658950,60500000,-362647100,307806050
20220531,000020,6094650,1195000,320789350,-328079000
20220602,000020,9045700,-291027600,328901750,-46919850
20220603,000020,-4519650,59750000,-222967100,167736750
20220607,000020,42095900,5098700,244973250,-292167850
20220608,000020,105000,0,352704250,-352809250
20220609,000020,-163083250,3375000,107856900,51851350
20220610,000020,-360495950,-456911650,906022950,-88615350
20220613,000020,-198233700,271561200,-294726100,221398600
20220614,000020,-183526150,-28259850,-818245550,1030031550
20220615,000020,-1507410,4974000,242850150,-246316740
20220616,000020,-550990,-30751380,283787610,-252485240
20220617,000020,-2762140,-41766350,-856181420,900709910
20220620,000020,9355960,19200800,160988990,-189545750
20220621,000020,-3198320,102508510,-247034520,147724330
20220622,000020,397758750,-9451880,-566293800,177986930
20220623,000020,347841000,6907000,-182500420,-172247580
20220624,000020,74648040,-18684640,-771331690,715368290
20220627,000020,-855650,86956480,-231055510,144954680
20220628,000020,78193200,-8634210,-83099200,13540210
20220629,000020,86965160,-1968000,-187455180,102458020
20220630,000020,98292490,-94917890,58218610,-61593210
20220701,000020,19196770,0,76878630,-96075400
20220704,000020,86040890,0,-47935820,-38105070
20220705,000020,-8484640,-11339790,-545401570,565226000
20220706,000020,137865750,-93093400,165431580,-210203930
20220707,000020,-13872800,-21267100,-160086900,195226800
20220708,000020,2031250,0,-99459050,97427800
20220711,000020,-2048400,-22880000,-104967600,129896000
20220712,000020,-1151100,-8850000,359808600,-349807500
20220713,000020,49266800,18996000,175203550,-243466350
20220714,000020,-448750,-10750,-147481500,147941000
20220715,000020,-134450050,2846100,-165181100,296785050
20220718,000020,2266000,-7888950,94913350,-89290400
20220719,000020,210900,-4370000,-548671700,552830800
20220720,000020,35522450,-2250000,-438041350,404768900
20220721,000020,-19719900,11075000,292217500,-283572600
20220722,000020,-470350,21800000,-363026300,341696650
20220725,000020,-214900,43127650,-99859400,56946650
20220726,000020,600650,0,62146950,-62747600
20220727,000020,4830750,-214127850,17070150,192226950
20220728,000020,87218350,21400000,48787750,-157406100
20220729,000020,2644300,-58025000,55894350,-513650
20220801,000020,645250,-22790100,-23150800,45295650
20220802,000020,-20867800,-91368200,-73000350,185236350
20220803,000020,339178450,10650,-436919300,97730200
20220804,000020,-52122050,0,137800200,-85678150
20220805,000020,-2654400,0,-288988800,291643200
20220808,000020,-12435800,900,115515650,-103080750
20220809,000020,-55154950,0,115400150,-60245200
20220810,000020,-29613300,31500000,13491750,-15378450
20220811,000020,-41094200,12709350,-129840900,158225750
20220812,000020,-175161600,-822718800,641716600,356163800
20220816,000020,8189800,4260000,-115817400,103367600
20220817,000020,267206500,10700,39973200,-307190400
20220818,000020,150423350,0,160344800,-310768150
20220819,000020,-147554350,1009750,273644350,-127099750
20220822,000020,92080700,4020000,113272150,-209372850
20220823,000020,142096830,96408000,71276520,-309781350
20220824,000020,40095510,64930000,42048500,-147074010
20220825,000020,113676050,3487350,-208411750,91248350
20220826,000020,50071300,1050,-12022100,-38050250
20220829,000020,-52006250,101275240,24287490,-73556480
20220830,000020,-746670,3952000,6512060,-9717390
20220831,000020,-3211280,13146330,-7414220,-2520830
20220901,000020,-139452100,10784000,361703890,-233035790
20220902,000020,131631920,1952000,183917330,-317501250
20220905,000020,-3187080,2409190,208867930,-208090040
20220906,000020,1179660,0,23265950,-24445610
20220907,000020,-37965320,50214710,305427230,-317676620
20220908,000020,-79651760,28260,78833170,790330
20220913,000020,149993470,9450000,-147704850,-11738620
20220914,000020,813620,18890000,22834470,-42538090
20220915,000020,515770,11443790,239049810,-251009370
20220916,000020,654910,65761550,33372550,-99789010
20220919,000020,9079760,3650000,205077530,-217807290
20220920,000020,181970,3652000,328476340,-332310310
20220921,000020,107184950,9160,-69622170,-37571940
20220922,000020,-5917960,9607160,126033060,-129722260
20220923,000020,27596390,1753850,64239870,-93590110
20220926,000020,46871950,21784590,88218990,-156875530
20220927,000020,1247260,0,-155174570,153927310
20220928,000020,127059390,820000,-188424130,60544740
20220929,000020,4753550,0,-230105540,225351990
20220930,000020,1119380,1141730,-30853150,28592040
20221004,000020,33617880,124845390,-537524860,379061590
20221005,000020,14739830,166964800,-24732760,-156971870
20221006,000020,3126130,98351780,-68617010,-32860900
20221007,000020,-1960020,26882100,34376220,-59298300
20221011,000020,-1246570,361037910,-299138000,-60653340
20221012,000020,1058030,30358740,-1624920,-29791850
20221013,000020,287510,104268280,165486430,-270042220
20221014,000020,98404570,0,-224495240,126090670
20221017,000020,110228540,34818260,-228926470,83879670
20221018,000020,35770,0,-50538880,50503110
20221019,000020,2857670,53551610,48635840,-105045120
20221020,000020,3360150,6826300,22723830,-32910280
20221021,000020,2745950,30835000,48453460,-82034410
20221024,000020,3443600,0,5463960,-8907560
20221025,000020,75938800,4564070,-121965930,41463060
20221026,000020,-1597250,18500000,-43154620,26251870
20221027,000020,5549450,1874970,-600410,-6824010
20221028,000020,-11510280,9100000,-1381430,3791710
20221031,000020,2656510,0,44753130,-47409640
20221101,000020,-3142160,-310735230,352014720,-38137330
20221102,000020,-245660,-64684260,-279905020,344834940
20221103,000020,-131970,-27030000,66564580,-39402610
20221104,000020,-199120,100466800,29195450,-129463130
20221107,000020,-1015650,-33249310,-87049300,121314260
20221108,000020,1282960,0,-3298990,2016030
20221109,000020,-12429610,-110149130,176921390,-54342650
20221110,000020,-861390,-43737450,-49092750,93691590
20221111,000020,4222990,0,103618450,-107841440
20221114,000020,-574890,0,-215572890,216147780
20221115,000020,-3879220,47392320,-263374100,219861000
20221116,000020,-173141990,9400000,251357670,-87615680
20221117,000020,-108647800,0,20155890,88491910
20221118,000020,-84210280,-59815660,81808900,62217040
20221121,000020,-74343910,152577860,438127840,-516361790
20221122,000020,-56224060,89446290,2414920,-35637150
20221123,000020,-49327820,27148980,42750900,-20572060
20221124,000020,4082820,25060000,-100962280,71819460
20221125,000020,-11193090,0,-74445750,85638840
20221128,000020,-165280,1759000,215874980,-217468700
20221129,000020,-5666330,13909950,-27072410,18828790
20221130,000020,-6619000,97395030,-177010870,86234840
20221201,000020,113606280,-4261260,-283002910,173657890
20221202,000020,85163510,16614860,-96968740,-4809630
20221205,000020,-91400,-1407550,6544920,-5045970
20221206,000020,36307790,156677540,-220173600,27188270
20221207,000020,5818490,96750390,4489840,-107058720
20221208,000020,-5124380,107873190,-108750380,6001570
20221209,000020,-74453860,896860,-50097450,123654450
20221212,000020,1044020,-9157080,-150297570,158410630
20221213,000020,-203845460,21641450,463940160,-281736150
20221214,000020,9540370,-164669170,510130780,-355001980
20221215,000020,71363750,-5100000,-522312490,456048740
20221216,000020,8471140,0,232006050,-240477190
20221219,000020,-9944160,0,447142130,-437197970
20221220,000020,-4165820,0,90042390,-85876570
20221221,000020,68082090,-117348780,-397770950,447037640
20221222,000020,45459310,0,209172460,-254631770
20221223,000020,766630,19464380,211166260,-231397270
20221226,000020,1441570,0,183207230,-184648800
20221227,000020,12070620,0,115524500,-127595120
20221228,000020,46875650,39484500,-120593190,34233040
20221229,000020,-234813750,0,157534640,77279110
20220103,000040,0,0,-10205922,10205922
20220104,000040,-67412,449500,-73154328,72772240
20220105,000040,-2766463,275100,22002457,-19511094
20220106,000040,7234,920000,59944885,-60872119
20220107,000040,8154,911,8210284,-8219349
20220110,000040,134678,0,-21221884,21087206
20220111,000040,10344,261948,15061143,-15333435
20220112,000040,68651,0,-13641662,13573011
20220113,000040,6083,-694400,18384576,-17696259
20220114,000040,-841,0,17345065,-17344224
20220117,000040,8420,-30335351,57933903,-27606972
20220118,000040,-108461,-29426611,49091167,-19556095
20220119,000040,286687,-82500,7274021,-7478208
20220120,000040,2463,0,-45099530,45097067
20220121,000040,0,0,13802261,-13802261
20220124,000040,75430,0,45722002,-45797432
20220125,000040,-3423814,0,9854687,-6430873
20220126,000040,317810,0,-16080915,15763105
20220127,000040,459227,-976300,20530908,-20013835
20220128,000040,-7520,0,-14139773,14147293
20220203,000040,1019808,0,-59414848,58395040
20220204,000040,1185222,0,-7241663,6056441
20220207,000040,-580255,0,1235456,-655201
20220208,000040,-1241983,0,37679091,-36437108
20220209,000040,-428494,0,-17449804,17878298
20220210,000040,-3268,0,-1399327,1402595
20220211,000040,-5684,0,12545302,-12539618
20220214,000040,-3905,997608,33290120,-34283823
20220215,000040,1554,0,-2219477,2217923
20220216,000040,-50816,0,-6091658,6142474
20220217,000040,3945,0,-20080546,20076601
20220218,000040,2367,0,-25170384,25168017
20220221,000040,3945,0,6896397,-6900342
20220222,000040,8547,0,27627527,-27636074
20220223,000040,4668,0,-14031667,14026999
20220224,000040,54823,-768,24906251,-24960306
20220225,000040,-52990,0,7428179,-7375189
20220228,000040,-2352,780000,-65828011,65050363
20220302,000040,-1612,0,-57108906,57110518
20220303,000040,-4836,0,9508180,-9503344
20220304,000040,-857589,1424650,6917277,-7484338
20220307,000040,-1005100,0,11677663,-10672563
20220308,000040,-6016,0,27980615,-27974599
20220310,000040,43207,0,13050768,-13093975
20220311,000040,-9180,0,-1291269,1300449
20220314,000040,-18750,0,18878217,-18859467
20220315,000040,-20664,9330000,105566729,-114876065
20220316,000040,16286072,41650,-285728553,269400831
20220317,000040,-6386277,378414,90482811,-84474948
20220318,000040,-2999134,0,32261321,-29262187
20220321,000040,11994741,1265184,181461863,-194721788
20220322,000040,-21037161,0,45178572,-24141411
20220323,000040,-70050,2992544,-96309359,93386865
20220324,000040,1802614,0,38798398,-40601012
20220325,000040,-9790,997790,58831079,-59819079
20220328,000040,-6314,1966800,-38582070,36621584
20220329,000040,23522,0,44341973,-44365495
20220330,000040,-23787,133000,-13442772,13333559
20220331,000040,-16002,0,-47150493,47166495
20220401,000040,-9724,0,11138145,-11128421
20220404,000040,-8900,0,-83037881,83046781
20220405,000040,-11544,0,-30793263,30804807
20220406,000040,-14236,0,1707420,-1693184
20220407,000040,-9680,901272,87467239,-88358831
20220408,000040,-6912,0,11367306,-11360394
20220411,000040,-5262,0,570804,-565542
20220412,000040,-3416,0,39992651,-39989235
20220413,000040,271530,0,-14450273,14178743
20220414,000040,153403,0,-6188359,6034956
20220415,000040,53928,0,-6028816,5974888
20220418,000040,-12915,112005,-114900548,114801458
20220419,000040,-8610,0,350891,-342281
20220420,000040,-5166,0,-44531434,44536600
20220421,000040,-3440,0,-1531106,1534546
20220422,000040,-7713,-159885,-16744411,16912009
20220425,000040,-4998,0,47133277,-47128279
20220426,000040,-3344,0,-8798124,8801468
20220427,000040,-4902,0,-28028187,28033089
20220428,000040,1002456,0,12222864,-13225320
20220429,000040,-1646,0,-31567862,31569508
20220502,000040,57233,841,-77637285,77579211
20220503,000040,-3436,0,-10627883,10631319
20220504,000040,-7677,-855,28789861,-28781329
20220506,000040,-4215,0,6736291,-6732076
20220509,000040,2460,991980,50512916,-51507356
20220510,000040,-9744,0,-7201965,7211709
20220511,000040,-7425,2181007,-34944075,32770493
20220512,000040,-4704,0,26498731,-26494027
20220513,000040,-2376,0,-349165,351541
20220516,000040,-1582,0,-11975179,11976761
20220517,000040,-1576,0,10293346,-10291770
20220518,000040,-1566,0,30235423,-30233857
20220519,000040,0,0,10034835,-10034835
20220520,000040,-780,0,7731910,-7731130
20220523,000040,0,0,10344963,-10344963
20220524,000040,0,0,38926107,-38926107
20220525,000040,-1548,0,7915935,-7914387
20220526,000040,-774,0,-4958140,4958914
20220527,000040,-1556,0,4803736,-4802180
20220530,000040,29952,0,-17093826,17063874
20220531,000040,-769,349440,10297365,-10646036
20220602,000040,4656,0,-17154279,17149623
20220603,000040,589092,809,-92775722,92185821
20220607,000040,-560759,0,23593737,-23032978
20220608,000040,3865,0,19539958,-19543823
20220609,000040,7580,0,35307468,-35315048
20220610,000040,3900,0,-12744886,12740986
20220613,000040,6048,0,4851290,-4857338
20220614,000040,12121,729,11350585,-11363435
20220615,000040,21570,0,52541090,-52562660
20220616,000040,-4284,0,-18073338,18077622
20220617,000040,-5696,0,-22459842,22465538
20220620,000040,-10215,-1384,40154828,-40143229
20220621,000040,-14322,0,-23270651,23284973
20220622,000040,643,0,17456814,-17457457
20220623,000040,24388,0,-2621287,2596899
20220624,000040,-617,0,-80689848,80690465
20220627,000040,0,0,-52075900,52075900
20220628,000040,0,0,766275,-766275
20220629,000040,1258,0,-7843569,7842311
20220630,000040,45187,0,3914411,-3959598
20220701,000040,5517,792360,18569198,-19367075
20220704,000040,53222,0,10557129,-10610351
20220705,000040,112581,0,-22428925,22316344
20220706,000040,20394,0,8088177,-8108571
20220707,000040,70512,0,-24910937,24840425
20220708,000040,16464,0,-13723331,13706867
20220711,000040,56689,964326,96827674,-97848689
20220712,000040,7337,-671,43770772,-43777438
20220713,000040,21540460,25888108,41174539,-88603107
20220714,000040,26618719,210815570,-170760328,-66673961
20220715,000040,-34463912,-37853497,98606521,-26289112
20220718,000040,-15171662,7190,-170683247,185847719
20220719,000040,-29839,104867303,-153043263,48205799
20220720,000040,-6804,15119244,81294394,-96406834
20220721,000040,-6777,-75154509,118892971,-43731685
20220722,000040,-37150,-28048489,102555290,-74469651
20220725,000040,-28760,0,-13586528,13615288
20220726,000040,-18668,0,-7296823,7315491
20220727,000040,167991,-136183,1519444,-1551252
20220728,000040,16514,0,-28973415,28956901
20220729,000040,11648,0,-25842611,25830963
20220801,000040,10875,0,31414157,-31425032
20220802,000040,-696,0,-547538,548234
20220803,000040,-5624,0,-12194027,12199651
20220804,000040,-3505,-144177253,115480849,28699909
20220805,000040,-17040,0,-27363970,27381010
20220808,000040,-11934,349,4468675,-4457090
20220809,000040,-13699,0,-43715650,43729349
20220810,000040,-7080,0,30466661,-30459581
20220811,000040,-10635,0,10603694,-10593059
20220812,000040,-15686,0,-3968964,3984650
20220816,000040,-12852,0,-8502349,8515201
20220817,000040,-8448,0,5035719,-5027271
20220818,000040,649722,705,4260163,-4910590
20220819,000040,-639328,0,-545696,1185024
20220822,000040,229653,0,27629728,-27859381
20220823,000040,4170,0,-1472391,1468221
20220824,000040,2832,0,11260932,-11263764
20220825,000040,-701,0,-8549402,8550103
20220826,000040,0,0,13665806,-13665806
20220829,000040,-5416,0,376129,-370713
20220830,000040,-3465,689,-21781975,21784751
20220831,000040,-2764,-111607,16008713,-15894342
20220901,000040,6700,0,42753663,-42760363
20220902,000040,661,0,-1194596,1193935
20220905,000040,650,0,5451606,-5452256
20220906,000040,0,0,-2736748,2736748
20220907,000040,93750,0,-47268190,47174440
20220908,000040,8021,0,424174,-432195
20220913,000040,-36250,0,-32491358,32527608
20220914,000040,3090,0,3630003,-3633093
20220915,000040,42232,0,28082318,-28124550
20220916,000040,5400,0,29227170,-29232570
20220919,000040,5139,0,17214253,-17219392
20220920,000040,3438,-31413868,-19119898,50530328
20220921,000040,44872,573,-8672353,8626908
20220922,000040,33060,0,24515868,-24548928
20220923,000040,62241,2695,40475511,-40540447
20220926,000040,51690,4064,-13550431,13494677
20220927,000040,13520,505,-11579587,11565562
20220928,000040,-259907,28191,3316359,-3084643
20220929,000040,28786369,6501152,-9409678,-25877843
20220930,000040,-30911547,-199569,101919178,-70808062
20221004,000040,74377847,17449080,-276819885,184992958
20221005,000040,-9885850,-24664094,322446883,-287896939
20221006,000040,-65109699,0,47054751,18054948
20221007,000040,-342552,0,28232915,-27890363
20221011,000040,39293,0,-74628188,74588895
20221012,000040,44630,0,-24347251,24302621
20221013,000040,49770,16650,-65582687,65516267
20221014,000040,3875,8108375,125418040,-133530290
20221017,000040,5373,-8252531,32279726,-24032568
20221018,000040,0,0,-75480677,75480677
20221019,000040,1797,0,93235164,-93236961
20221020,000040,120763,0,-47213,-73550
20221021,000040,125874,0,5225656,-5351530
20221024,000040,111305,0,-1153060,1041755
20221025,000040,24948,0,7908365,-7933313
20221026,000040,11697,0,3038894,-3050591
20221027,000040,9024,0,-16705348,16696324
20221028,000040,6792,0,-5223655,5216863
20221031,000040,1677,0,6131058,-6132735
20221101,000040,-5049,0,-10943424,10948473
20221102,000040,-5031,0,-21961568,21966599
20221103,000040,7896,0,-13958404,13950508
20221104,000040,-1128,0,-4272307,4273435
20221107,000040,1689,-343591,20226905,-19885003
20221108,000040,24450,-223517,-72076976,72276043
20221109,000040,2920,0,-47538911,47535991
20221110,000040,3510,0,-32368132,32364622
20221111,000040,1243857,0,49240466,-50484323
20221114,000040,-14825,0,-69585241,69600066
20221115,000040,-9408,0,-16199556,16208964
20221116,000040,-81102,-4084000,16423116,-12258014
20221117,000040,147472,-32924838,32011420,765946
20221118,000040,-4442179,0,-5778901,10221080
20221121,000040,43446,0,38418433,-38461879
20221122,000040,33000,0,-1875863,1842863
20221123,000040,44160,310136,-11201464,10847168
20221124,000040,189290,349452,-18842721,18303979
20221125,000040,30680,-30109,136865010,-136865581
20221128,000040,66584,600165,-14450108,13783359
20221129,000040,20196,599668,-77814817,77194953
20221130,000040,16576,256399,-4141879,3868904
20221201,000040,8232,600348,19646228,-20254808
20221202,000040,10584,601852,-6383316,5770880
20221205,000040,7540,150220,7297234,-7454994
20221206,000040,-192864,950599,-21602566,20844831
20221207,000040,-28968,499580,11333561,-11804173
20221208,000040,-19380,499711,10487735,-10968066
20221209,000040,-7358,484570,3491979,-3969191
20221212,000040,10811,0,-7221000,7210189
20221213,000040,50398,0,-11884107,11833709
20221214,000040,54624,0,-7725665,7671041
20221215,000040,108679,0,-10131981,10023302
20221216,000040,25080,0,7461683,-7486763
20221219,000040,22520,0,12095116,-12117636
20221220,000040,-1150240,0,7639347,-6489107
20221221,000040,12673,0,-3881068,3868395
20221222,000040,264480,13334463,-17163821,3564878
20221223,000040,61600,22072614,-26901865,4767651
20221226,000040,79079,21156963,-7576762,-13659280
20221227,000040,10080,0,-4576082,4566002
20221228,000040,32596,25985824,-45504379,19485959
20221229,000040,25760,0,14202425,-14228185
20220103,000060,188543500,568230400,-1363683250,606909350
20220104,000060,-4919270750,-729542000,-2252176500,7900989250
20220105,000060,-1709731850,-1042068250,-1292844750,4044644850
20220106,000060,2095099600,-2057081100,-602121300,564102800
20220107,000060,1261899700,-1259547350,-3970900300,3968547950
20220110,000060,-3603275650,-1446041250,-2190820100,7240137000
20220111,000060,1237737900,-1098058500,-4098977050,3959297650
20220112,000060,-3211953450,-20234550,-3318380550,6550568550
20220113,000060,-1044762550,-1215575950,634382950,1625955550
20220114,000060,-3408229650,-807439700,-197019200,4412688550
20220117,000060,-1943312050,-28762350,-7230496650,9202571050
20220118,000060,-8039930900,-692527750,-8750829550,17483288200
20220119,000060,-12480825150,679609050,-2467850850,14269066950
20220120,000060,-2921370350,-2986145050,-3256578650,9164094050
20220121,000060,-933773100,-2585734900,-6798339100,10317847100
20220124,000060,4681522450,-1063879000,-2688248800,-929394650
20220125,000060,-58564950,-898222000,-8617673650,9574460600
20220126,000060,-1551524950,-384081900,1739451400,196155450
20220127,000060,307242800,-40393100,-3420903450,3154053750
20220128,000060,-1037886900,9157750,-1720911150,2749640300
20220203,000060,1791513700,502263050,-3882778050,1589001300
20220204,000060,3813185850,-281305450,-419671950,-3112208450
20220207,000060,1345305500,-836954100,-2281029800,1772678400
20220208,000060,-5459997250,-645209700,183606250,5921600700
20220209,000060,-3796364150,-14902600,-549680400,4360947150
20220210,000060,-10307000550,530136300,6317960450,3458903800
20220211,000060,989718000,-276673950,-1652034750,938990700
20220214,000060,1764654400,374311800,-2655772450,516806250
20220215,000060,3080998000,-294487900,-734592300,-2051917800
20220216,000060,-2268490800,12331500,-434497400,2690656700
20220217,000060,-3351758500,289316750,1178575750,1883866000
20220218,000060,-3325227650,126133300,93357900,3105736450
20220221,000060,-1948763600,286834550,879795750,782133300
20220222,000060,1709692450,-960841350,5727264550,-6476115650
20220223,000060,1159454400,70499000,598037000,-1827990400
20220224,000060,7186852850,165238200,-257210600,-7094880450
20220225,000060,781030050,452205950,-1010088800,-223147200
20220228,000060,2168586950,160303650,3597134000,-5926024600
20220302,000060,2667784850,762758300,5355193100,-8785736250
20220303,000060,-1670109650,316324400,2885484850,-1531699600
20220304,000060,-1096963650,-36066750,848411650,284618750
20220307,000060,-1507432000,-60865300,-1598253350,3166550650
20220308,000060,-1123819900,6684950,538965700,578169250
20220310,000060,-1374598800,96600850,951023050,326974900
20220311,000060,3857647000,-97187250,-1450819650,-2309640100
20220314,000060,3383620800,-113885850,-1435336750,-1834398200
20220315,000060,6308598000,-309869300,-89425950,-5909302750
20220316,000060,1583677400,16811100,-275659250,-1324829250
20220317,000060,2139988900,-47551450,-3742327700,1649890250
20220318,000060,4860896350,-365849300,-1058894900,-3436152150
20220321,000060,1474268800,-278826050,-438909600,-756533150
20220322,000060,-36444350,-187197700,1449784550,-1226142500
20220323,000060,3114285550,-57759800,-3548751100,492225350
20220324,000060,2707481650,-214470200,1360437250,-3853448700
20220325,000060,2827761200,-525524250,-2667437950,365201000
20220328,000060,425835550,-21147250,-1029464900,624776600
20220329,000060,-321792700,64907850,806515950,-549631100
20220330,000060,1306421050,12942800,-727761750,-591602100
20220331,000060,105577400,-768793150,-2590046250,3253262000
20220401,000060,3532533650,-78336250,-1753645050,-1700552350
20220404,000060,-1968642150,-54901350,2637874950,-614331450
20220405,000060,-820926600,-43448000,-1166415950,2030790550
20220406,000060,2681391950,-300516050,-3501267400,1120391500
20220407,000060,3099281500,-622217600,-1682115300,-794948600
20220408,000060,1229179250,6737950,85808650,-1321725850
20220411,000060,1373144500,-10841250,-1534230300,171927050
20220412,000060,1725738500,-8126700,-426660150,-1290951650
20220413,000060,1059734300,9060900,1630819400,-2699614600
20220414,000060,899336350,82167350,-894319150,-87184550
20220415,000060,-1034238200,142617800,306003450,585616950
20220418,000060,1607051100,-45947550,-3258311800,1697208250
20220419,000060,1853350000,24745150,-867172000,-1010923150
20220420,000060,3055166500,203617300,726645900,-3985429700
20220421,000060,1785659400,70868500,-2158032500,301504600
20220422,000060,1665662050,112302250,-1677697450,-100266850
20220425,000060,2728991200,3100000,-3952347750,1220256550
20220426,000060,3620795550,-337254450,-2506221050,-777320050
20220427,000060,2349801150,748777450,-1864335950,-1234242650
20220428,000060,2735333400,-138975950,-1147279150,-1449078300
20220429,000060,1042273450,-72953650,-216622650,-752697150
20220502,000060,1024005650,19396650,-1886372500,842970200
20220503,000060,1929901300,-152318950,-960469300,-817113050
20220504,000060,491852550,-68670200,-492443100,69260750
20220506,000060,1426915300,-104348000,-1562479350,239912050
20220509,000060,879694950,-135908650,867565000,-1611351300
20220510,000060,-3143526050,-126763550,-1974252150,5244541750
20220511,000060,-3449653150,-64864350,2161020050,1353497450
20220512,000060,-3961977100,-65854750,492748900,3535082950
20220513,000060,2896548200,106338100,-518381500,-2484504800
20220516,000060,-40700350,51394500,-1312636750,1301942600
20220517,000060,1535240200,-69205350,-752136550,-713898300
20220518,000060,-1702051500,-100318500,-1476962600,3279332600
20220519,000060,639448300,12312650,-110107650,-541653300
20220520,000060,-1258574950,-90521650,486547700,862548900
20220523,000060,199138450,-103514350,-1361851850,1266227750
20220524,000060,1311662750,-78880750,-921201650,-311580350
20220525,000060,2067182150,-487798650,-3068632000,1489248500
