date,us_sp500,us_nasdaq,us_dow,us_sox,us_vix_chg,us_vix_level,fx_krw,kr_vol20,kr_breadth5,kr_ret5,flow_foreign,flow_inst,flow_indiv,result_c2c,result_o2c,result_breadth,us_tnx_level,us_tnx_chg
20220125,0.2772,0.6261,0.2893,1.3148,3.6395,29.9,-0.078,1.277,31.72,-4.7596,-43.6317,51.538,-4.8303,-3.3483,-3.5312,8.5,0.174,-0.6869
20220126,-1.2172,-2.2796,-0.1943,-3.7098,4.214,31.16,0.3491,1.4366,29.87,-6.5074,-46.5508,-5.3656,48.0836,0.2704,0.5338,48.8,0.178,2.7666
20220127,-0.1497,0.0209,-0.378,1.6757,2.5674,31.96,0.0368,1.4361,34.74,-5.236,-57.043,17.3849,25.5722,-3.562,-3.787,9.04,0.185,3.6455
20220128,-0.5384,-1.3982,-0.0214,-4.7843,-4.5995,30.49,0.3787,1.5476,20.31,-10.5706,-50.1323,46.8105,3.0572,3.1946,2.9648,88.9,0.181,-2.2186
20220203,0.9423,0.4987,0.6329,2.4584,0.592,22.09,-0.2174,1.746,33.12,-6.4073,-51.6218,34.4141,13.9641,2.7983,1.1573,83.81,0.177,-1.8889
20220204,-2.4391,-3.7366,-1.4543,-4.5764,10.2309,24.35,-0.2112,1.8685,47.81,-0.647,50.049,-10.8197,-39.1313,1.4638,1.7756,77.19,0.183,3.4541
20220207,0.5157,1.5793,-0.061,0.5978,-4.6407,23.22,0.0308,1.8972,61.55,4.165,19.9859,30.4819,-49.5323,0.2526,-0.2073,46.13,0.193,5.6377
20220208,-0.3702,-0.5841,0.004,-0.0214,-1.5504,22.86,-0.2699,1.8977,61.01,4.1472,-10.0407,-40.3733,49.5861,-0.5358,-0.7816,29.69,0.192,-0.7254
20220209,0.8401,1.2756,1.0591,2.3984,-6.2117,21.44,-0.02,1.8781,65.14,7.1734,-50.7811,4.9088,44.3101,1.6392,0.9472,79.33,0.195,1.9833
20220210,1.4517,2.0848,0.8608,3.3546,-6.903,19.96,-0.0409,1.886,63.23,5.6181,23.5567,24.57,-51.8733,-0.7182,-1.2015,28.2,0.193,-1.2794
20220211,-1.8116,-2.103,-1.4719,-3.2192,19.7896,23.91,-0.1948,1.8802,52.11,2.1016,42.0705,-50.6878,7.2418,-1.7532,-0.9108,15.33,0.203,5.2877
20220214,-1.8969,-2.7809,-1.4288,-4.8316,14.4291,27.36,0.4455,1.8916,39.74,-1.1153,31.7396,-51.0004,17.26,-3.1017,-1.4822,9.4,0.196,-3.742
20220215,-0.3841,-0.0017,-0.4948,0.1471,3.5453,28.33,-0.0092,1.9275,32.39,-4.4696,30.7762,16.9055,-52.3183,-1.5653,-1.3375,16.4,0.2,2.0972
20220216,1.5767,2.5295,1.2228,5.467,-9.2834,25.7,-0.1568,1.9379,29.73,-5.4992,-52.1472,12.8517,35.0011,3.852,2.1713,93.26,0.205,2.4549
20220217,0.0881,-0.1108,-0.156,0.0349,-5.4864,24.29,-0.0443,2.1669,32.52,-3.2864,18.001,30.6432,-51.3558,0.159,-0.2407,42.67,0.205,0.0978
20220218,-2.1173,-2.8842,-1.7812,-3.743,15.7266,28.11,-0.0067,2.1505,35.41,-2.4092,28.5814,20.947,-50.4716,1.1648,2.4199,70.6,0.197,-3.6639
20220221,-0.7166,-1.2295,-0.6786,-1.119,-1.2807,27.75,0.1596,2.1505,46.47,0.5088,-49.2252,26.8025,23.9723,0.3343,1.2463,46.4,0.193,-2.0284
20220222,,,,,,27.75,-0.2995,2.1436,53.87,3.9448,-29.6563,-23.6938,46.6499,-2.0142,-0.37,10.79,0.193,
20220223,-1.0143,-1.2293,-1.416,-0.8341,3.8198,28.81,-0.0326,2.1388,52.74,3.4959,-25.5015,-25.9912,48.5073,1.3359,0.8434,72.75,0.195,0.8282
20220224,-1.8412,-2.5709,-1.3836,-2.3322,7.671,31.02,-0.1674,2.16,48.64,0.9798,-51.4049,26.7721,21.8229,-2.9217,-2.2537,8.26,0.198,1.4887
20220225,1.4957,3.345,0.2779,3.7025,-2.2566,30.32,-0.0235,2.1574,41.76,-2.1009,-31.0326,-19.8407,49.1267,2.103,0.7545,84.02,0.197,-0.4047
20220228,2.2373,1.6405,2.513,1.5742,-9.004,27.59,1.1406,2.0795,44.44,-1.1627,20.8491,28.5229,-50.628,1.0079,0.8459,66.6,0.199,0.8634
20220302,-1.5474,-1.5921,-1.7634,-3.6355,10.5141,33.32,0.2789,2.0883,48.48,-0.4892,11.9996,-49.6286,38.3719,1.5109,1.403,74.93,0.171,-7.1778
20220303,1.8643,1.6225,1.7913,3.3681,-7.7431,30.74,0.3697,1.9228,61.31,3.036,-42.5781,-7.5216,49.9003,1.3499,0.5847,73.92,0.187,9.256
20220304,-0.5255,-1.5567,-0.2853,-2.2364,-0.8458,30.48,-0.1842,1.8289,61.55,3.05,9.1251,41.2698,-49.6051,-0.4566,-0.4074,31.72,0.184,-1.126
20220307,-0.7934,-1.6583,-0.5322,-2.4205,4.9213,31.98,0.236,1.7438,66.24,5.5151,-29.4611,-21.0485,49.4904,-1.9456,-1.3679,11.97,0.172,-6.5076
20220308,-2.9518,-3.624,-2.3722,-4.9093,13.9775,36.45,0.8889,1.774,51.83,1.4665,-27.6123,-22.6869,49.7008,-1.6617,-0.3019,15.3,0.175,1.5661
20220310,2.5698,3.595,2.0029,3.9694,-7.6288,32.45,0.0657,1.8083,41.57,-1.2031,-31.6502,-19.5231,48.8267,1.5003,0.2419,78.32,0.195,4.0598
20220311,-0.4292,-0.9475,-0.337,-2.1665,-6.8413,30.23,-0.8012,1.8385,42.25,-1.2138,-20.9634,49.798,-29.2386,1.1722,1.0113,61.57,0.201,3.2341
20220314,-1.2962,-2.1794,-0.6929,-2.084,1.7201,30.75,0.439,1.8203,39.78,-1.3915,-34.5914,-16.0834,49.3251,-1.3454,-1.4919,22.52,0.2,-0.3481
20220315,-0.7421,-2.0445,0.0032,-3.074,3.3171,31.77,0.6748,1.8372,37.94,-2.2803,-43.2936,-6.5976,50.1088,-0.1864,0.1402,35.44,0.214,6.7864
20220316,2.1409,2.9202,1.8185,4.3557,-6.1064,29.83,0.4172,1.7964,42.63,-0.5211,-51.0885,1.3481,47.5634,1.9779,0.9985,82.05,0.216,0.9346
20220317,2.2384,3.7682,1.5465,5.0257,-10.5934,26.67,-0.0298,1.6941,55.98,3.1185,-0.9057,50.8216,-48.2726,1.554,0.3429,72.41,0.219,1.2963
20220318,1.2348,1.3265,1.2261,0.7329,-3.7495,25.67,-1.5044,1.6613,54.8,3.1722,31.5222,20.5374,-47.9404,0.8067,0.325,60.64,0.219,0.1828
20220321,1.1662,2.0497,0.7951,2.0136,-7.0121,23.87,-1.036,1.4686,54.61,2.8067,-32.0692,13.8673,54.0634,0.1224,-0.3724,41.73,0.215,-2.0073
20220322,-0.0435,-0.3986,-0.581,-0.264,-1.4244,23.53,0.0033,1.4688,58.45,4.2746,-31.7979,-18.6423,49.5598,0.9156,0.8288,63.36,0.232,7.7747
20220323,1.1304,1.9537,0.7365,0.6605,-2.5074,22.94,0.7775,1.4622,64.04,5.3765,45.2216,5.8705,-48.908,0.7227,0.1364,52.4,0.237,2.5054
20220324,-1.2273,-1.3199,-1.2898,-2.4821,2.7463,23.57,-0.396,1.4656,58.11,4.1213,17.1108,34.9332,-47.956,0.541,0.7628,49.3,0.232,-2.1913
20220325,1.4344,1.9338,1.017,5.1305,-8.0611,21.67,0.2519,1.3684,53.49,3.1084,28.5419,-49.8217,21.6364,0.2256,-0.3004,43.55,0.234,0.8617
20220328,0.5066,-0.1588,0.4417,-0.2089,-3.9686,20.81,-0.0378,1.352,50.07,2.5273,-42.7348,-7.5351,49.7301,-0.0541,-0.2128,40.19,0.249,6.4502
20220329,0.7145,1.3099,0.2715,0.6192,-5.6704,19.63,0.561,1.1315,49.76,2.3507,-40.6632,-6.9233,52.4135,0.4444,0.0847,52.8,0.248,-0.6019
20220330,1.2257,1.8442,0.9678,2.2105,-3.7188,18.9,-0.0588,1.0696,47.65,1.8795,-19.1109,54.3865,-26.5026,0.0569,-0.3939,43.0,0.24,-3.1086
20220331,-0.6294,-1.2132,-0.1853,-3.226,2.2751,19.33,-1.1874,1.0631,45.77,1.2136,11.0123,44.0852,-44.9025,0.959,0.8919,61.21,0.236,-1.75
20220401,-1.5653,-1.5354,-1.5625,-2.2693,6.3632,20.56,0.1083,1.0398,48.15,1.6317,39.0687,11.194,-49.7373,-0.1173,0.0371,36.38,0.233,-1.3147
20220404,0.341,0.2882,0.4035,-1.8186,-4.5233,19.63,0.3354,1.0171,46.71,1.2888,-5.3036,-44.3014,50.395,1.0768,0.7504,62.92,0.238,2.1487
20220405,0.8091,1.9006,0.2976,1.732,-5.3999,18.57,0.3524,1.0179,51.26,2.4198,-25.5935,-9.9218,64.4847,0.328,0.027,49.5,0.241,1.4724
20220406,-1.2552,-2.2596,-0.8038,-4.5294,13.2472,21.03,-0.4004,0.8731,50.6,2.3035,13.0321,-48.9575,38.0104,-0.5938,-0.1393,26.27,0.256,5.9702
20220407,-0.9717,-2.2201,-0.4176,-2.32,5.088,22.1,0.3995,0.7686,47.25,1.6528,-23.763,-26.1952,50.0418,-1.8654,-1.2816,16.89,0.261,2.0736
20220408,0.4253,0.0611,0.2524,0.109,-2.4887,21.55,-0.0944,0.8911,38.39,-1.1716,-29.6825,-20.2346,50.0829,0.2684,0.0405,48.73,0.265,1.6481
20220411,-0.2651,-1.3405,0.3977,-2.4169,-1.8097,21.16,0.4156,0.8702,40.86,-0.7859,-50.6795,5.5235,43.797,-0.4817,-0.4301,34.65,0.271,2.3002
20220412,-1.6877,-2.181,-1.1896,-2.0855,15.1701,24.37,0.4564,0.8071,35.21,-2.3444,-31.9439,-18.1201,49.936,-0.7971,-0.0147,22.56,0.278,2.4696
20220413,-0.3417,-0.3011,-0.2557,-0.2494,-0.4514,24.26,0.5545,0.8372,29.82,-3.4696,-34.1482,-16.4618,49.3899,1.2595,1.0924,75.43,0.272,-1.9784
20220414,1.1175,2.0343,1.0059,2.3577,-10.0577,21.82,-0.5223,0.778,39.65,-1.6162,-2.6738,49.9571,-47.369,0.3255,-0.1833,48.97,0.269,-1.3945
20220415,-1.2144,-2.1439,-0.328,-2.9205,4.033,22.7,-0.446,0.7204,46.07,0.5747,-50.1192,17.504,32.3767,0.0511,0.3828,39.29,0.283,5.2475
20220418,,,,,,22.7,0.5707,0.7077,44.18,0.3573,-22.2993,-27.7689,49.9318,-0.2078,-0.163,37.0,0.283,
20220419,-0.0205,-0.1402,-0.1148,1.8813,-2.3348,22.17,-0.1634,0.7124,44.65,0.6312,-37.5015,-12.7066,49.7918,1.0967,0.9249,68.8,0.286,1.2023
20220420,1.6058,2.1549,1.4516,2.2054,-3.6085,21.37,0.5912,0.7231,53.9,2.525,13.5758,37.6308,-48.7933,0.2534,-0.0823,45.76,0.291,1.782
20220421,-0.0618,-1.2232,0.7149,-0.3498,-4.9134,20.32,0.344,0.7121,47.96,1.5189,-4.6488,-42.5574,52.7938,0.351,0.1001,46.87,0.284,-2.506
20220422,-1.4753,-2.0696,-1.0467,-2.6561,11.6142,22.68,-0.4445,0.7079,47.54,1.5443,-4.3642,50.9871,-44.6487,-0.5017,0.0223,28.4,0.292,2.7113
20220425,-2.774,-2.5455,-2.8206,-2.2529,24.3827,28.21,0.6807,0.7206,45.37,0.9915,-10.8423,-39.3659,49.7918,-2.1795,-0.8483,11.8,0.291,-0.3771
20220426,0.5698,1.2895,0.7041,1.758,-4.2184,27.02,0.0539,0.8746,40.33,-0.9801,-31.2289,-18.3658,50.4053,1.0282,0.5368,62.91,0.283,-2.7529
20220427,-2.8146,-3.9532,-2.3768,-4.3804,24.0563,33.52,0.4867,0.8988,39.15,-1.0486,-38.9619,47.9431,-13.095,-1.1468,0.9786,21.7,0.277,-1.9108
20220428,0.2098,-0.0145,0.1858,-0.4885,-5.7279,31.6,0.9206,0.9337,34.34,-2.4488,-31.0481,-19.4038,49.5482,-0.0466,-0.5512,41.05,0.282,1.6595
20220429,2.4747,3.0635,1.8451,5.577,-5.0949,29.99,0.4418,0.9049,33.17,-2.8463,-50.4767,31.0975,18.4258,1.1189,0.7134,69.55,0.286,1.5969
20220502,-3.6285,-4.1711,-2.7691,-4.47,11.3705,33.4,0.4746,0.9427,41.4,-1.2257,-0.2062,50.2719,-49.5219,0.1846,1.066,42.18,0.289,0.8383
20220503,0.5675,1.6326,0.2556,3.5106,-3.1737,32.34,-0.7671,0.9096,47.48,1.1384,-9.9031,-40.4428,49.6541,0.353,0.089,48.44,0.3,3.7755
20220504,0.4837,0.2213,0.2035,0.7494,-9.5547,29.25,0.3342,0.9102,44.58,0.4632,54.314,-42.7,-2.986,-0.7339,-1.1116,27.28,0.296,-1.2016
20220506,-3.565,-4.9917,-3.1211,-5.0022,22.738,31.2,-0.7581,0.9147,45.7,0.8761,-16.1144,-35.4397,48.4458,-1.0175,0.0948,22.41,0.307,5.108
20220509,-0.5674,-1.4047,-0.2988,-0.7809,-3.2372,30.19,1.3743,0.8484,41.97,-0.0949,-26.7774,-23.6444,49.5782,-2.4414,-2.0564,9.91,0.312,1.8591
20220510,-3.2037,-4.2933,-1.9869,-5.1293,15.1043,34.75,0.1127,0.9923,30.04,-3.6552,-20.351,-31.2624,48.3867,-0.5994,1.2067,29.83,0.308,-1.4089
20220511,0.2458,0.9844,-0.2635,2.5107,-5.0647,32.99,0.3724,0.9944,27.57,-4.4393,-40.5753,-11.2276,48.1971,0.2705,0.5205,45.38,0.299,-2.7931
20220512,-1.6463,-3.1815,-1.0156,-3.0409,-1.3034,32.56,0.1326,0.9887,26.96,-4.5217,-50.296,-0.5206,49.1834,-3.0565,-2.0945,10.56,0.292,-2.4056
20220513,-0.1296,0.0591,-0.3261,0.543,-2.4263,31.77,0.1253,1.1238,23.62,-6.8443,-22.9019,-28.6353,48.4628,1.7906,1.3326,80.07,0.282,-3.5604
20220516,2.387,3.8171,1.4698,5.0637,-9.1281,28.87,0.9858,1.2096,35.15,-4.0362,9.446,41.0081,-49.5459,0.7934,-0.0676,57.94,0.293,4.1889
20220517,-0.3946,-1.2047,0.0831,-1.6937,-4.8493,27.47,-1.0211,1.2301,44.76,-0.8015,-11.9517,-50.9848,37.0635,0.7372,0.6688,60.33,0.288,-1.9761
20220518,2.017,2.7586,1.3381,5.015,-4.9873,26.1,0.1785,1.2483,50.86,0.5352,-2.3101,58.1469,-39.543,0.2275,-0.3929,40.8,0.297,3.163
20220519,-4.0395,-4.7258,-3.5662,-5.1701,18.6207,30.96,-1.0306,1.2176,49.94,0.4921,39.5652,-51.5319,8.9029,-1.1783,1.1031,17.94,0.289,-2.7628
20220520,-0.5834,-0.2597,-0.7524,-0.6063,-5.2003,29.35,0.7042,1.229,51.42,2.3703,-5.0915,-46.8752,48.0333,1.3948,1.1182,70.45,0.286,-1.0741
20220523,0.0146,-0.2975,0.0281,-0.2657,0.2726,29.43,-0.9431,1.2769,49.49,1.9745,12.1759,37.8276,-49.9965,0.1798,-0.288,45.65,0.279,-2.3818
20220524,1.8555,1.591,1.9779,0.5474,-3.228,28.48,0.7645,1.2788,47.03,1.3609,-27.43,50.5132,-22.0567,-1.7176,-1.7635,12.52,0.286,2.5834
20220525,-0.8121,-2.3478,0.1518,-2.4627,3.4059,29.45,-1.1302,1.2469,37.47,-1.094,-22.435,-27.5061,50.0589,0.4924,0.1481,52.12,0.276,-3.4627
20220526,0.9451,1.5117,0.6003,1.9766,-3.6672,28.37,0.1724,1.226,39.74,-0.8291,-5.8704,51.992,-42.1375,0.1513,-0.119,42.36,0.275,-0.3985
20220527,1.9883,2.6753,1.6093,3.8738,-3.0666,27.5,0.4449,1.2094,44.62,0.5006,2.6629,-44.2858,53.0514,0.6855,-0.29,58.7,0.276,0.2546
20220530,2.4742,3.3259,1.7642,4.0319,-6.4727,25.72,-0.6087,1.2232,42.27,-0.2087,11.6357,43.4862,-44.878,1.4079,0.6019,78.42,0.274,-0.4717
20220531,,,,,,25.72,-0.5799,1.2393,48.83,1.0195,23.4347,28.1159,-48.4494,0.6523,0.319,57.64,0.274,
20220602,-0.7483,-0.7195,-0.5362,-1.6026,-1.9091,25.69,0.4506,1.2489,57.85,3.3894,50.373,-27.8693,-21.7577,-0.0367,-0.0486,38.43,0.293,3.0591
20220603,1.8431,2.6882,1.3258,3.5733,-3.7758,24.72,0.4196,1.245,55.11,2.8603,-7.2148,-43.7911,48.9942,0.4664,-0.0958,49.87,0.291,-0.6141
20220607,0.3137,0.4049,0.0489,0.0049,1.1295,25.07,0.7809,1.2419,56.61,3.1754,-26.0266,53.2075,-20.7659,-1.3685,-1.3467,16.14,0.304,2.7393
20220608,0.9523,0.944,0.8031,0.987,-4.1883,24.02,0.3159,1.258,48.1,1.1214,-10.963,-39.5691,49.4678,-0.1532,-0.2802,37.57,0.297,-2.1725
20220609,-1.0794,-0.7307,-0.8115,-2.3883,-0.2498,23.96,0.008,1.1339,39.93,-0.4397,-50.4813,-7.3369,42.1818,-0.4166,-0.2337,30.16,0.303,1.9179
20220610,-2.3799,-2.7472,-1.9389,-2.6932,8.8898,26.09,0.1722,1.1293,34.43,-1.5087,-51.0471,29.1592,19.7937,-0.6701,-0.0335,25.66,0.304,0.4952
20220613,-2.911,-3.5239,-2.7268,-3.6017,6.3626,27.75,0.5793,1.1394,31.88,-2.1421,-37.8294,-12.6157,49.5549,-4.698,-2.8069,5.03,0.316,3.6794
20220614,-3.8768,-4.6807,-2.7906,-5.6137,22.5946,34.02,1.1281,1.3896,22.91,-7.3065,-30.5318,-20.8804,48.5879,-1.1365,1.27,22.49,0.337,6.654
20220615,-0.3774,0.1769,-0.4978,0.6319,-3.9095,32.69,1.0577,1.3399,24.18,-7.0745,-45.4944,46.0664,-8.4392,-3.0903,-2.5494,10.32,0.348,3.4759
20220616,1.4593,2.5009,1.0002,1.7718,-9.3912,29.62,-0.1796,1.4569,18.73,-10.0116,-51.3933,12.8179,35.7888,0.2245,-1.0444,46.3,0.339,-2.5266
20220617,-3.2512,-4.0819,-2.4177,-6.2351,11.2424,32.95,-0.8779,1.441,21.96,-9.3705,38.4053,10.0683,-51.5264,-0.2591,2.3533,37.83,0.331,-2.592
20220620,0.2201,1.4301,-0.1279,0.455,-5.5235,31.13,0.7839,1.4338,24.39,-8.9595,-46.2437,-5.9523,47.804,-4.2403,-4.5611,7.73,0.324,-2.0562
20220621,,,,,,31.13,0.1801,1.6502,24.93,-8.5017,-50.4533,32.3898,17.157,1.3722,1.2971,72.24,0.324,
20220622,2.4477,2.5092,2.1462,2.7469,-3.0196,30.19,0.1457,1.6488,34.88,-5.993,-20.6202,50.2285,-29.1513,-4.316,-4.8643,6.27,0.331,2.0994
20220623,-0.1302,-0.1465,-0.1543,-1.1195,-4.1073,28.95,-0.0604,1.8233,34.08,-7.2186,-35.1536,-15.0051,49.8413,-4.793,-4.6156,7.46,0.316,-4.5661
20220624,0.9532,1.6205,0.6372,-0.6478,0.3454,29.05,0.4707,2.0115,26.31,-12.2361,-12.6114,49.6243,-37.7643,4.4618,4.7726,93.98,0.307,-2.7883
20220627,3.0563,3.3424,2.6838,4.4465,-6.2651,27.23,0.1641,2.3198,37.54,-7.5151,13.5706,36.2181,-50.2113,3.4078,2.186,90.43,0.312,1.8579
20220628,-0.2973,-0.7157,-0.1982,-0.1836,-1.0283,26.95,-0.8863,2.4882,54.08,0.1329,47.6715,-50.3162,-2.0123,0.7509,0.7004,61.08,0.319,2.208
20220629,-2.0143,-2.9763,-1.5626,-2.6317,5.2319,28.36,-0.1622,2.4899,51.85,-0.4883,-34.1634,-16.5878,49.2488,-0.0172,1.4307,39.64,0.321,0.3757
20220630,-0.0712,-0.0326,0.266,-2.1987,-0.7052,28.16,0.4533,2.4509,58.52,3.8104,-19.0724,-31.7561,49.1716,-2.006,-2.0567,17.28,0.309,-3.5246
20220701,-0.8759,-1.3343,-0.8182,-1.0731,1.9531,28.71,0.7508,2.4464,60.48,6.5974,-22.7959,-27.4145,49.7895,-1.809,-1.8588,19.42,0.297,-3.9121
20220704,1.0554,0.8986,1.0457,-3.8255,-7.001,26.7,-1.077,2.4483,45.57,0.3265,-41.6087,-7.226,51.1652,-1.413,-1.7804,22.63,0.289,-2.7927
20220705,,,,,,26.7,0.7906,2.4295,32.01,-4.4943,-23.7922,49.7109,-26.4969,3.2398,2.8201,89.97,0.289,
20220706,0.1584,1.7469,-0.4162,0.7802,3.1461,27.54,-0.1703,2.5972,37.79,-2.0055,26.3648,24.1791,-49.4561,-1.0001,-1.0457,28.15,0.281,-2.7691
20220707,0.3573,0.3498,0.2256,0.6648,-2.9412,26.73,1.0018,2.5936,35.49,-2.9883,-3.7775,-46.7927,49.4299,1.9026,1.1612,82.33,0.291,3.7024
20220708,1.4965,2.284,1.1176,4.4818,-2.4317,26.08,-0.2911,2.66,48.5,0.9202,8.2442,40.8299,-50.9258,1.132,0.2374,68.45,0.301,3.2612
20220711,-0.083,0.1201,-0.1478,0.4655,-5.5215,24.64,-0.5518,2.69,58.31,3.8612,47.6449,-26.9856,-25.3694,0.1727,-0.1976,41.37,0.31,3.0918
20220712,-1.1527,-2.2579,-0.5243,-2.4572,6.2094,26.17,-0.2975,2.5247,62.05,5.4469,-18.8779,-31.888,49.2342,-2.1231,-1.6222,14.94,0.299,-3.5472
20220713,-0.9244,-0.9485,-0.6175,0.1754,4.2797,27.29,1.3194,2.5487,47.05,0.0841,-15.799,-34.121,50.08,0.6865,0.758,61.25,0.296,-1.1033
20220714,-0.4457,-0.1522,-0.6731,0.7502,-1.7222,26.82,-0.3837,2.4829,53.67,1.7707,-11.1697,50.3685,-38.4618,0.5064,0.7827,52.37,0.29,-1.8256
20220715,-0.2999,0.0321,-0.4635,1.9229,-1.566,26.4,-0.075,2.4862,47.68,0.3745,34.7179,-50.7201,14.562,-0.536,-0.7995,30.7,0.296,1.9284
20220718,1.9201,1.7885,2.1485,2.5448,-8.2197,24.23,0.8683,2.4872,40.13,-1.2935,26.4095,-51.8769,21.7136,2.3092,1.4125,86.71,0.293,-1.0135
20220719,-0.8364,-0.8066,-0.6892,-0.5271,4.416,25.3,0.1474,2.366,49.2,0.843,50.1309,-14.2102,-35.659,0.9099,1.0743,63.4,0.296,1.0239
20220720,2.7628,3.1083,2.428,4.6116,-3.1621,24.5,0.0599,2.3556,58.89,3.876,10.5037,-51.7632,37.7331,0.8919,-0.3634,63.97,0.302,1.9932
20220721,0.5896,1.5752,0.1502,2.4908,-2.5306,23.88,-1.0168,2.1334,59.43,4.0814,-45.32,-28.1099,26.5701,0.7102,0.3312,63.47,0.304,0.5631
20220722,0.9861,1.3613,0.5084,1.5263,-3.2244,23.11,0.5645,1.7801,61.65,4.2853,50.7271,-9.8112,-39.4617,-0.477,-0.7231,29.28,0.291,-4.1502
20220725,-0.9332,-1.8699,-0.4295,-2.5507,-0.3462,23.03,-0.4585,1.5571,61.37,4.3443,-2.0375,-48.7354,49.2272,-0.0971,0.0259,41.85,0.278,-4.3643
20220726,0.1315,-0.4347,0.2845,-0.6114,1.4329,23.36,0.189,1.393,52.39,1.9379,7.298,44.1344,-48.5677,0.1813,0.2496,45.86,0.282,1.3295
20220727,-1.1543,-1.868,-0.7143,-1.6308,5.6935,24.69,0.0825,1.387,48.89,1.2092,-45.2534,45.8116,8.935,0.7003,0.6693,55.32,0.279,-1.1702
20220728,2.6156,4.0635,1.3729,4.7514,-5.8728,23.24,0.0382,1.3912,47.16,1.0177,-20.1829,-24.226,55.591,0.2283,-0.6397,48.06,0.273,-1.9017
20220729,1.2133,1.0818,1.0313,1.1508,-3.9157,22.33,-0.3776,1.2966,44.07,0.5357,51.2551,-10.0263,-38.7186,0.8426,0.2946,65.73,0.268,-1.9386
20220801,1.4208,1.8754,0.9699,0.7689,-4.4783,21.33,-0.827,1.2059,51.36,1.8554,34.9118,15.5927,-49.4955,0.5282,0.2068,52.72,0.264,-1.4547
20220802,-0.2823,-0.1752,-0.1423,0.3768,7.0792,22.84,0.5505,1.1287,53.54,2.4807,50.2348,-43.9157,-5.8495,-0.4386,-0.5556,28.37,0.261,-1.3626
20220803,-0.6662,-0.1635,-1.2264,-0.1199,4.7723,23.93,0.3432,0.9601,50.04,1.8608,16.7677,-50.1773,33.0551,0.9681,1.0292,66.58,0.274,5.1804
20220804,1.5638,2.5865,1.2851,2.6459,-8.2741,21.95,0.603,0.9164,52.29,2.1286,50.022,-6.9799,-42.9981,0.6725,0.1395,57.03,0.275,0.2554
