date,code,market_cap,volume,trade_value,shares
20220727,000020,300263302500,76328,818710400,27931470
20220728,000020,300263302500,90935,975175600,27931470
20220729,000020,294677008500,125744,1332729350,27931470
20220801,000020,290487288000,87506,912390100,27931470
20220802,000020,286297567500,115870,1191530900,27931470
20220803,000020,296073582000,116818,1232810600,27931470
20220804,000020,297470155500,110758,1181532550,27931470
20220805,000020,301659876000,101359,1089969750,27931470
20220808,000020,301659876000,60318,651010100,27931470
20220809,000020,298866729000,58553,627440050,27931470
20220810,000020,293280435000,93681,984857050,27931470
20220811,000020,298866729000,59747,634964050,27931470
20220812,000020,296073582000,161170,1702081550,27931470
20220816,000020,297470155500,86445,923075650,27931470
20220817,000020,296073582000,104115,1107880800,27931470
20220818,000020,289090714500,131201,1358845400,27931470
20220819,000020,284900994000,101479,1041580300,27931470
20220822,000020,282107847000,117420,1184829200,27931470
20220823,000020,279035385300,114976,1147969490,27931470
20220824,000020,280711273500,78273,781798730,27931470
20220825,000020,284900994000,56498,573859150,27931470
20220826,000020,283504420500,42810,436003700,27931470
20220829,000020,275124979500,117999,1164832690,27931470
20220830,000020,277918126500,39035,386822430,27931470
20220831,000020,280711273500,57194,570646210,27931470
20220901,000020,272052517800,91632,901589640,27931470
20220902,000020,269538685500,86638,842141210,27931470
20220905,000020,265348965000,69897,668694480,27931470
20220906,000020,265628279700,31758,302124320,27931470
20220907,000020,259204041600,93307,870361280,27931470
20220908,000020,259483356300,50448,470184060,27931470
20220913,000020,268421426700,80534,770646180,27931470
20220914,000020,264790335600,35028,329662620,27931470
20220915,000020,261717873900,73547,692101140,27931470
20220916,000020,258366097500,73122,678538790,27931470
20220919,000020,251103915300,122249,1108022400,27931470
20220920,000020,253617747600,209536,1922423110,27931470
20220921,000020,253897062300,72951,666277230,27931470
20220922,000020,250265971200,87654,783709570,27931470
20220923,000020,245238306600,69787,616048000,27931470
20220926,000020,231831201000,128348,1078569710,27931470
20220927,000020,230434627500,90677,744752990,27931470
20220928,000020,228200109900,132599,1088033330,27931470
20220929,000020,234624348000,75794,635627360,27931470
20220930,000020,230713942200,77293,644437110,27931470
20221004,000020,244958991900,119552,1029070180,27931470
20221005,000020,241607215500,63619,557142440,27931470
20221006,000020,245238306600,39005,342406200,27931470
20221007,000020,244679677200,27788,242243100,27931470
20221011,000020,240210642000,105504,901680590,27931470
20221012,000020,243562418400,60733,526427510,27931470
20221013,000020,234624348000,77677,659859850,27931470
20221014,000020,241607215500,62211,535333210,27931470
20221017,000020,248869397700,67863,596149750,27931470
20221018,000020,252221174100,66005,594924530,27931470
20221019,000020,249986656500,38894,350042290,27931470
20221020,000020,248590083000,28700,256780530,27931470
20221021,000020,246076250700,26012,230143940,27931470
20221024,000020,247472824200,44573,395497520,27931470
20221025,000020,256690209300,156743,1420622750,27931470
20221026,000020,255293635800,79521,732834350,27931470
20221027,000020,254735006400,40294,369229290,27931470
20221028,000020,254455691700,34421,314142500,27931470
20221031,000020,252221174100,43488,394131930,27931470
20221101,000020,251383230000,80296,720824240,27931470
20221102,000020,253617747600,60165,546178620,27931470
20221103,000020,251383230000,36673,330830160,27931470
20221104,000020,252221174100,55958,501825550,27931470
20221107,000020,253338432900,37763,342305420,27931470
20221108,000020,254176377000,41204,375131360,27931470
20221109,000020,254455691700,92077,842355810,27931470
20221110,000020,252779803500,61919,558979380,27931470
20221111,000020,256131579900,73753,675544170,27931470
20221114,000020,258924726900,92076,853577960,27931470
20221115,000020,266745538500,120799,1137413260,27931470
20221116,000020,262276503300,89719,847323430,27931470
20221117,000020,256969524000,119743,1107266210,27931470
20221118,000020,256410894600,68597,632870090,27931470
20221121,000020,249148712400,122918,1106230040,27931470
20221122,000020,248310768300,49216,439368590,27931470
20221123,000020,249148712400,37405,334526630,27931470
20221124,000020,250545285900,62649,561639470,27931470
20221125,000020,250824600600,60793,547624830,27931470
20221128,000020,244958991900,69192,610559210,27931470
20221129,000020,246914194800,32113,283744800,27931470
20221130,000020,251941859400,54288,487029170,27931470
20221201,000020,257528153400,88505,813668360,27931470
20221202,000020,259204041600,67391,621736930,27931470
20221205,000020,258924726900,75497,705529110,27931470
20221206,000020,259762671000,49135,455467140,27931470
20221207,000020,259204041600,35501,328097190,27931470
20221208,000020,256969524000,64070,592253700,27931470
20221209,000020,258366097500,40825,377720460,27931470
20221212,000020,265907594400,130949,1236600760,27931470
20221213,000020,278756070600,1274823,12746261460,27931470
20221214,000020,275683608900,426526,4262435500,27931470
20221215,000020,284900994000,317155,3208056450,27931470
20221216,000020,278476755900,163907,1641987070,27931470
20221219,000020,269818000200,199275,1943988460,27931470
20221220,000020,262555818000,137048,1298466310,27931470
20221221,000020,274845664800,153658,1489230050,27931470
20221222,000020,273169776600,109860,1077412510,27931470
20221223,000020,267583482600,106510,1025280990,27931470
20221226,000020,269818000200,208321,2039246270,27931470
20221227,000020,268421426700,133273,1283261410,27931470
20221228,000020,265907594400,104398,993352360,27931470
20221229,000020,258645412200,161137,1504699320,27931470
20220103,000040,84216334368,204954,178986635,96137368
20220104,000040,86427493832,646873,576133687,96137368
20220105,000040,88157966456,481573,434877613,96137368
20220106,000040,87004318040,461552,421901370,96137368
20220107,000040,87100455408,222124,201995047,96137368
20220110,000040,83447235424,632699,552880817,96137368
20220111,000040,82870411216,293643,252340686,96137368
20220112,000040,83543372792,165875,143344962,96137368
20220113,000040,83543372792,122007,106151112,96137368
20220114,000040,83543372792,122930,106642226,96137368
20220117,000040,80947663856,202586,172220296,96137368
20220118,000040,80178564912,176901,148798795,96137368
20220119,000040,78832641760,190205,156315442,96137368
20220120,000040,78928779128,204089,166781293,96137368
20220121,000040,78832641760,178632,146337917,96137368
20220124,000040,77006031768,234614,189270794,96137368
20220125,000040,72103026000,396099,303293894,96137368
20220126,000040,73352811784,299168,227592611,96137368
20220127,000040,70757102848,386234,288212780,96137368
20220128,000040,73448949152,280776,208677899,96137368
20220203,000040,75948520720,208842,164123608,96137368
20220204,000040,77871268080,230165,185517496,96137368
20220207,000040,78063542816,107719,86962165,96137368
20220208,000040,77678993344,157724,127538439,96137368
20220209,000040,78544229656,101104,82399542,96137368
20220210,000040,78544229656,184738,151240356,96137368
20220211,000040,78063542816,98561,79488451,96137368
20220214,000040,75083284408,128233,100663685,96137368
20220215,000040,74698734936,115242,89770706,96137368
20220216,000040,76333070192,148824,117644489,96137368
20220217,000040,75852383352,205677,162753541,96137368
20220218,000040,75852383352,141461,110831162,96137368
20220221,000040,75852383352,115682,90998049,96137368
20220222,000040,74698734936,125313,97714467,96137368
20220223,000040,74794872304,160027,124551422,96137368
20220224,000040,72199163368,225592,171738765,96137368
20220225,000040,72775987576,93385,70977460,96137368
20220228,000040,75371696512,275373,213878270,96137368
20220302,000040,77486718608,399689,319691766,96137368
20220303,000040,77486718608,197000,158527236,96137368
20220304,000040,76525344928,109700,87452939,96137368
20220307,000040,75179421776,117263,91622340,96137368
20220308,000040,72295300736,255592,192699822,96137368
20220310,000040,73641223888,100557,76640100,96137368
20220311,000040,73545086520,95191,72734518,96137368
20220314,000040,72103026000,134086,100660495,96137368
20220315,000040,82774273848,13552920,12335335357,96137368
20220316,000040,81524488064,2225630,1865647616,96137368
20220317,000040,80370839648,901833,755323454,96137368
20220318,000040,79890152808,470146,391915151,96137368
20220321,000040,87004318040,17483130,16761359493,96137368
20220322,000040,86908180672,2058030,1885162558,96137368
20220323,000040,84024059632,1230961,1079154262,96137368
20220324,000040,86523631200,1797100,1586367004,96137368
20220325,000040,85562257520,767469,682703893,96137368
20220328,000040,86715905936,710517,637034052,96137368
20220329,000040,85273845416,472182,419609723,96137368
20220330,000040,84697021208,230386,203707513,96137368
20220331,000040,85466120152,417614,372592993,96137368
20220401,000040,84985433312,314973,278573093,96137368
20220404,000040,85562257520,378379,336642033,96137368
20220405,000040,85369982784,269739,239797443,96137368
20220406,000040,85562257520,301128,267259132,96137368
20220407,000040,84600883840,324539,286735633,96137368
20220408,000040,83062685952,303818,264719882,96137368
20220411,000040,84312471736,294716,256324596,96137368
20220412,000040,82101312272,242087,207978923,96137368
20220413,000040,82870411216,239075,206361537,96137368
20220414,000040,82389724376,120343,103286702,96137368
20220415,000040,82293587008,234712,201139418,96137368
20220418,000040,82774273848,342879,294204787,96137368
20220419,000040,82774273848,161349,139040870,96137368
20220420,000040,82774273848,219059,188172289,96137368
20220421,000040,82678136480,170505,146699199,96137368
20220422,000040,82389724376,249448,213571533,96137368
20220425,000040,80082427544,248604,207848448,96137368
20220426,000040,80370839648,109715,91798130,96137368
20220427,000040,78544229656,216314,176464957,96137368
20220428,000040,78736504392,151076,123382820,96137368
20220429,000040,79121053864,196081,161154891,96137368
20220502,000040,82197449640,383363,325116825,96137368
20220503,000040,82581999112,176592,151035721,96137368
20220504,000040,82005174904,203694,174406346,96137368
20220506,000040,81043801224,107883,91027332,96137368
20220509,000040,78832857420,246632,202799184,96137631
20220510,000040,78063756372,205117,162818959,96137631
20220511,000040,79313545575,216420,179582858,96137631
20220512,000040,75371902704,253545,201653862,96137631
20220513,000040,76141003752,80193,63625678,96137631
20220516,000040,76044866121,132729,105339843,96137631
20220517,000040,75756453228,143751,113431442,96137631
20220518,000040,75275765073,109346,85620559,96137631
20220519,000040,74987352180,128965,99937964,96137631
20220520,000040,74987352180,153506,120050215,96137631
20220523,000040,74891214549,144368,112132685,96137631
20220524,000040,73929838239,236123,182495993,96137631
20220525,000040,74410526394,96861,75002660,96137631
20220526,000040,74410526394,111764,86689244,96137631
20220527,000040,74795076918,143755,111876861,96137631
20220530,000040,73833700608,495488,378750366,96137631
20220531,000040,73929838239,204549,157203577,96137631
20220602,000040,74602801656,174057,134610423,96137631
20220603,000040,75371902704,600976,481019071,96137631
20220607,000040,74987352180,387397,304460601,96137631
20220608,000040,74314388763,196862,152064313,96137631
20220609,000040,72872324298,217375,165796668,96137631
20220610,000040,74987352180,228616,176145638,96137631
20220613,000040,72680049036,250466,190955151,96137631
20220614,000040,68546130903,434395,315015384,96137631
20220615,000040,69122956689,302144,217275490,96137631
20220616,000040,68642268534,239034,171764366,96137631
20220617,000040,68449993272,430112,300495733,96137631
20220620,000040,65469726711,202238,138842487,96137631
20220621,000040,65565864342,224656,153054595,96137631
20220622,000040,61816496733,215556,143687530,96137631
20220623,000040,57682578600,564381,345211236,96137631
20220624,000040,59316918327,294739,180377622,96137631
20220627,000040,60470569899,318824,202890682,96137631
20220628,000040,60566707530,144650,91007964,96137631
20220629,000040,60470569899,84095,52434988,96137631
20220630,000040,59509193589,103590,64569406,96137631
20220701,000040,58932367803,112064,69003069,96137631
20220704,000040,57490303338,104180,63142077,96137631
20220705,000040,59797606482,139467,86024637,96137631
20220706,000040,59413055958,127873,79276510,96137631
20220707,000040,59989881744,268881,166968053,96137631
20220708,000040,60855120423,172423,108861971,96137631
20220711,000040,65662001973,7720745,5662921744,96137631
20220712,000040,64123799877,880024,587836324,96137631
20220713,000040,71718672726,22109618,17329121280,96137631
20220714,000040,78352169265,13798622,11440882636,96137631
20220715,000040,74506664025,2557051,2014750858,96137631
20220718,000040,71334122202,2209937,1608784001,96137631
20220719,000040,73353012453,890403,660430915,96137631
20220720,000040,72680049036,912245,693138274,96137631
20220721,000040,72391636143,652188,490329184,96137631
20220722,000040,71430259833,590759,431128614,96137631
20220725,000040,69122956689,453501,328438886,96137631
20220726,000040,69026819058,403861,289073096,96137631
20220727,000040,68353855641,214526,152969566,96137631
20220728,000040,69027417870,674404,482327692,96138465
20220729,000040,69988802520,563846,411466006,96138465
20220801,000040,69700387125,294232,212686789,96138465
20220802,000040,68354448615,352504,252229124,96138465
20220803,000040,67585340895,394333,279016849,96138465
20220804,000040,67393063965,485809,341214638,96138465
20220805,000040,68258310150,215249,152051456,96138465
20220808,000040,67489202430,211800,148972305,96138465
20220809,000040,69315833265,585266,418799250,96138465
20220810,000040,68066033220,238975,170126020,96138465
20220811,000040,68162171685,106753,76007492,96138465
20220812,000040,68546725545,73408,52248550,96138465
20220816,000040,68642864010,345222,246389399,96138465
20220817,000040,67681479360,254032,179438359,96138465
20220818,000040,68739002475,1273860,933409607,96138465
20220819,000040,68354448615,218469,154980929,96138465
20220822,000040,68354448615,215981,152509093,96138465
20220823,000040,66816233175,265158,185513402,96138465
20220824,000040,68066033220,219795,154175647,96138465
20220825,000040,67393063965,241606,169750353,96138465
20220826,000040,67296925500,260214,182194209,96138465
20220829,000040,65085740805,191737,129570716,96138465
20220830,000040,66623956245,203759,140602281,96138465
20220831,000040,66431679315,166056,114582499,96138465
20220901,000040,64412771550,343624,231169334,96138465
20220902,000040,63547525365,158122,105166929,96138465
20220905,000040,62490002250,162764,105725374,96138465
20220906,000040,63162971505,222815,147119935,96138465
20220907,000040,60086540625,415811,263709162,96138465
20220908,000040,59317432905,200982,124824153,96138465
20220913,000040,60086540625,281303,175790675,96138465
20220914,000040,59413571370,190073,117101852,96138465
20220915,000040,58932879045,136270,84205267,96138465
20220916,000040,57683079000,221975,134145800,96138465
20220919,000040,54895063515,458039,266123738,96138465
20220920,000040,55087340445,239050,137696835,96138465
20220921,000040,54606648120,160518,90906765,96138465
20220922,000040,52972294215,311390,170052730,96138465
20220923,000040,51530217240,267577,144108661,96138465
20220926,000040,48549924825,334637,169035840,96138465
20220927,000040,49992001800,1001979,535195213,96138465
20220928,000040,58548325185,10073105,6347429278,96138465
20220929,000040,66143263920,35764539,25981046622,96138465
20220930,000040,61336340670,14565029,10727615999,96138465
20221004,000040,70277217915,14054084,10280980484,96138465
20221005,000040,68258310150,4492305,3273664806,96138465
20221006,000040,67873756290,5530643,3984399164,96138465
20221007,000040,65278017735,1631162,1123879530,96138465
20221011,000040,59317432905,1379185,862133333,96138465
20221012,000040,57683079000,1012104,608593661,96138465
20221013,000040,52972294215,1178771,661784574,96138465
20221014,000040,57586940535,8704967,5378390710,96138465
20221017,000040,57394663605,1985412,1201813583,96138465
20221018,000040,58356048255,935688,568025073,96138465
20221019,000040,57586940535,2194980,1348303698,96138465
20221020,000040,55375755840,948881,550871827,96138465
20221021,000040,54510509655,414648,238806361,96138465
20221024,000040,54318232725,308509,175201085,96138465
20221025,000040,54510509655,468248,264156682,96138465
20221026,000040,53549125005,358470,203019180,96138465
20221027,000040,54222094260,212935,120076215,96138465
20221028,000040,54414371190,154357,86869792,96138465
20221031,000040,53741401935,381899,214209677,96138465
20221101,000040,53933678865,296474,165419505,96138465
20221102,000040,53741401935,569412,319938383,96138465
20221103,000040,54222094260,227795,127882967,96138465
20221104,000040,54222094260,152819,86425828,96138465
20221107,000040,54125955795,329544,186947570,96138465
20221108,000040,54991201980,326047,184917614,96138465
20221109,000040,56144863560,636071,369948716,96138465
20221110,000040,56241002025,517386,303922800,96138465
20221111,000040,56529417420,499575,294582140,96138465
20221114,000040,57010109745,460797,272611037,96138465
20221115,000040,56529417420,340602,198715667,96138465
20221116,000040,56048725095,186045,108772345,96138465
20221117,000040,54991201980,255688,147353523,96138465
20221118,000040,55279617375,134707,77488038,96138465
20221121,000040,53549125005,327346,183686148,96138465
20221122,000040,52876155750,212255,116915654,96138465
20221123,000040,53068432680,155068,85903843,96138465
20221124,000040,54798925050,262196,148514423,96138465
20221125,000040,56721694350,5226027,3211627854,96138465
20221128,000040,55183478910,524886,303663325,96138465
20221129,000040,57106248210,673234,395022472,96138465
20221130,000040,56913971280,266889,157439276,96138465
20221201,000040,56529417420,256864,151178662,96138465
20221202,000040,56529417420,165861,97045468,96138465
20221205,000040,55760309700,195455,113362782,96138465
20221206,000040,55183478910,285111,163566779,96138465
20221207,000040,54606648120,124578,70656020,96138465
20221208,000040,54798925050,204203,116061739,96138465
20221209,000040,54414371190,231851,130716188,96138465
20221212,000040,54702786585,118342,67085383,96138465
20221213,000040,54510509655,191817,109139697,96138465
20221214,000040,54702786585,197443,111777707,96138465
20221215,000040,54702786585,156188,88980221,96138465
20221216,000040,54798925050,92375,52280117,96138465
20221219,000040,54125955795,220126,124126406,96138465
20221220,000040,52683878820,272811,151062049,96138465
20221221,000040,52972294215,71080,39170475,96138465
20221222,000040,52972294215,151595,83760479,96138465
20221223,000040,52876155750,227260,125606381,96138465
20221226,000040,53164571145,196548,108172514,96138465
20221227,000040,53837540400,115673,64581373,96138465
20221228,000040,54029817330,210906,117645596,96138465
20221229,000040,53837540400,140872,78752594,96138465
20220103,000060,4161562500000,302553,10413548750,120625000
20220104,000060,4481218750000,589641,21562177100,120625000
20220105,000060,4625968750000,436320,16704909050,120625000
20220106,000060,4487250000000,405953,15215062250,120625000
20220107,000060,4825000000000,467865,18181803650,120625000
20220110,000060,5132593750000,1158952,49163007350,120625000
20220111,000060,5283375000000,496309,21357101750,120625000
20220112,000060,5578906250000,653938,29520307850,120625000
20220113,000060,5783968750000,534997,25496076800,120625000
20220114,000060,5560812500000,1076588,48692613950,120625000
20220117,000060,5687468750000,811731,37677315100,120625000
20220118,000060,5928718750000,805807,39389514300,120625000
20220119,000060,6103625000000,929443,47140584300,120625000
20220120,000060,6163937500000,751463,37374252450,120625000
20220121,000060,6369000000000,724312,38106696300,120625000
20220124,000060,6151875000000,640429,32921283700,120625000
20220125,000060,6236312500000,686453,34453752850,120625000
20220126,000060,6091562500000,514799,26114938750,120625000
20220127,000060,6019187500000,380223,18875072900,120625000
20220128,000060,5530656250000,877829,40691757750,120625000
20220203,000060,5964906250000,653622,32201274500,120625000
20220204,000060,5964906250000,411584,20423007650,120625000
20220207,000060,5964906250000,479655,23698059450,120625000
20220208,000060,5880468750000,503946,24706448700,120625000
20220209,000060,5874437500000,450274,21718829250,120625000
20220210,000060,5500500000000,810584,36833967600,120625000
20220211,000060,5343687500000,438879,19472690200,120625000
20220214,000060,5283375000000,384468,16689507250,120625000
20220215,000060,5005937500000,548505,23172455050,120625000
20220216,000060,5054187500000,362881,15255018550,120625000
20220217,000060,5042125000000,342861,14498898150,120625000
20220218,000060,5042125000000,293163,12282159100,120625000
20220221,000060,5042125000000,234457,9893259750,120625000
20220222,000060,5132593750000,954230,41576981750,120625000
20220223,000060,5180843750000,527349,22830978500,120625000
20220224,000060,5042125000000,512503,21364858500,120625000
20220225,000060,5186875000000,493407,21221836850,120625000
20220228,000060,4957687500000,4040922,166650843750,120625000
20220302,000060,4668187500000,908705,34902788450,120625000
20220303,000060,4607875000000,520569,19752017500,120625000
20220304,000060,4481218750000,388867,14469685700,120625000
20220307,000060,4463125000000,405588,14826157500,120625000
20220308,000060,4348531250000,484284,17256259700,120625000
20220310,000060,4390750000000,462499,16615560400,120625000
20220311,000060,4499312500000,416502,15409073300,120625000
20220314,000060,4704375000000,367707,14044521900,120625000
20220315,000060,4728500000000,440953,17510537150,120625000
20220316,000060,4625968750000,361499,13872203000,120625000
20220317,000060,4800875000000,346647,13903248600,120625000
20220318,000060,4957687500000,524879,21695345450,120625000
20220321,000060,5048156250000,244612,10270921300,120625000
20220322,000060,5042125000000,251640,10493837250,120625000
20220323,000060,5301468750000,273607,11740731400,120625000
20220324,000060,5253218750000,333880,14609501100,120625000
20220325,000060,5313531250000,217948,9664769850,120625000
20220328,000060,5488437500000,236530,10795387850,120625000
20220329,000060,5464312500000,198465,9128592850,120625000
20220330,000060,5506531250000,174311,7916727850,120625000
20220331,000060,5723656250000,298202,14046227500,120625000
20220401,000060,5747781250000,212135,10132487200,120625000
20220404,000060,5663343750000,218194,10343496500,120625000
20220405,000060,5633187500000,245060,11347570200,120625000
20220406,000060,5747781250000,289334,13830495600,120625000
20220407,000060,5814125000000,294034,14119344000,120625000
20220408,000060,5741750000000,122956,5908203850,120625000
20220411,000060,5826187500000,95733,4608071700,120625000
20220412,000060,5862375000000,226876,11012616950,120625000
20220413,000060,5741750000000,137923,6638485250,120625000
20220414,000060,5753812500000,133324,6415208300,120625000
20220415,000060,5603031250000,204427,9550033600,120625000
20220418,000060,5693500000000,164320,7717222900,120625000
20220419,000060,5711593750000,88057,4171859850,120625000
20220420,000060,5452250000000,291269,13287202150,120625000
20220421,000060,5536687500000,144161,6621017200,120625000
20220422,000060,5452250000000,175164,8086514450,120625000
20220425,000060,5361781250000,227554,10093855200,120625000
20220426,000060,5416062500000,203288,9006018350,120625000
20220427,000060,5391937500000,192392,8510333150,120625000
20220428,000060,5422093750000,108237,4868771100,120625000
20220429,000060,5349718750000,196356,8697691650,120625000
20220502,000060,5349718750000,159151,7043175650,120625000
20220503,000060,5301468750000,91370,4074640900,120625000
20220504,000060,5337656250000,114041,5024395550,120625000
20220506,000060,5367812500000,164160,7295187650,120625000
20220509,000060,5126562500000,91505,3921892050,120625000
20220510,000060,4957687500000,376444,15461706900,120625000
20220511,000060,4439000000000,662574,24960377600,120625000
20220512,000060,4469156250000,445654,16665435950,120625000
20220513,000060,4426937500000,547550,19798823350,120625000
20220516,000060,4505343750000,237055,8796282750,120625000
20220517,000060,4613906250000,263953,10033251050,120625000
20220518,000060,4794843750000,305594,12038871350,120625000
20220519,000060,4704375000000,243638,9541539750,120625000
20220520,000060,4716437500000,211429,8325601450,120625000
20220523,000060,4794843750000,171256,6763891250,120625000
20220524,000060,4788812500000,168388,6675566450,120625000
20220525,000060,4921500000000,260388,10522003550,120625000
