date,us_sp500,us_nasdaq,us_dow,us_sox,us_vix_chg,us_vix_level,fx_krw,kr_vol20,kr_breadth5,kr_ret5,flow_foreign,flow_inst,flow_indiv,result_c2c,result_o2c,result_breadth,us_tnx_level,us_tnx_chg
20240119,0.8805,1.3465,0.5419,3.3556,-4.4625,14.13,0.4679,0.8972,29.24,-3.8215,-47.6074,42.3074,-10.0853,0.7677,0.2176,59.65,0.414,0.9255
20240122,1.2314,1.6958,1.0547,4.0207,-5.874,13.3,-0.4754,0.9102,36.77,-1.7564,51.4081,-5.1072,-43.4847,0.0878,-0.5949,41.93,0.415,0.0483
20240123,0.2194,0.3221,0.3645,0.2503,-0.8271,13.19,-0.3327,0.8889,38.39,-1.389,45.0923,9.9582,-44.9495,0.4102,0.3094,51.51,0.409,-1.2542
20240124,0.2921,0.4274,-0.2536,0.6533,-4.8522,12.55,0.4148,0.8889,43.62,-0.2736,16.5919,32.9088,-50.4993,-0.4771,-0.6974,30.49,0.414,1.1725
20240125,0.0812,0.3629,-0.2613,1.5417,4.7012,13.14,-0.1464,0.8951,47.8,1.6327,-9.7171,-31.4632,58.8197,-0.7133,-0.7682,31.66,0.418,0.8691
20240126,0.526,0.1846,0.6421,-0.2469,2.3592,13.45,-0.5154,0.8976,43.05,0.0752,0.0853,59.707,-40.2076,0.7758,1.0568,60.71,0.413,-1.101
20240129,-0.0652,-0.3555,0.1585,-2.9104,-1.4126,13.26,0.4617,0.9103,43.26,0.0834,50.1715,-0.5356,-49.293,-0.83,-1.2479,35.82,0.416,0.6776
20240130,0.7557,1.1173,0.5878,1.0633,2.5641,13.6,0.0546,0.8853,42.04,-0.8345,54.8367,-8.9513,-36.212,0.0002,-0.3996,42.87,0.409,-1.6586
20240131,-0.0601,-0.7559,0.3492,-1.556,-2.1324,13.31,-0.2656,0.8288,40.31,-1.2444,15.4893,37.2766,-47.2342,-1.4405,-1.1413,24.42,0.406,-0.7822
20240201,-1.6106,-2.2301,-0.8241,-1.3674,7.8137,14.35,-0.4943,0.8762,39.1,-2.2079,3.8813,-49.1425,46.9762,0.0705,0.5158,49.15,0.397,-2.2666
20240202,1.2494,1.3033,0.9686,0.4591,-3.2753,13.88,0.5495,0.8688,42.59,-1.424,47.798,3.8221,-48.3798,1.5947,1.0866,76.64,0.386,-2.6216
20240205,1.0684,1.7401,0.3494,1.3141,-0.2161,13.85,-0.3718,0.9453,45.78,-0.6051,37.1681,13.698,-49.1339,-0.3319,-0.6263,36.62,0.403,4.4007
20240206,-0.3186,-0.2001,-0.7096,1.1845,-1.2996,13.67,0.6607,0.9372,45.94,-0.1069,4.431,-50.317,45.252,-0.3553,-0.2137,32.88,0.416,3.2482
20240207,0.231,0.0726,0.368,-1.1356,-4.4623,13.06,-0.3244,0.8994,43.94,-0.4624,48.6962,-49.8683,1.4355,0.3994,0.1537,54.19,0.409,-1.7771
20240208,0.8241,0.9459,0.405,1.6241,-1.7611,12.83,-0.495,0.9056,49.9,1.3776,26.7898,24.7815,-48.4286,0.5878,0.2713,54.03,0.411,0.489
20240213,-0.0949,-0.3009,0.325,-0.159,7.734,13.93,-0.1059,0.902,50.87,1.8948,32.5819,17.4902,-49.9279,1.6432,1.0698,73.44,0.417,-0.3582
20240214,-1.3674,-1.7999,-1.3522,-2.0145,13.7832,15.85,-0.1173,0.9439,50.23,1.9432,39.444,11.25,-49.306,0.6873,1.576,55.94,0.432,3.4516
20240215,0.958,1.3002,0.3959,2.1761,-9.2744,14.38,0.9251,0.9539,54.09,2.9624,2.3882,-50.3022,47.3096,0.3736,-0.3374,44.25,0.427,-1.1353
20240216,0.5821,0.2965,0.9079,-0.1601,-2.573,14.01,-1.1031,0.9412,56.37,3.6913,-33.6261,-21.0432,45.3307,0.4278,-0.031,55.72,0.424,-0.6328
20240219,-0.4803,-0.8206,-0.3743,-0.6674,1.6417,14.24,0.1252,0.7531,56.67,3.7196,27.9092,23.1031,-48.9877,0.6455,0.5545,55.28,0.43,1.2972
20240220,,,,,,14.24,0.2953,0.7461,56.92,3.7774,33.6911,17.8284,-48.4805,0.0997,-0.0262,36.08,0.43,
20240221,-0.6005,-0.9183,-0.1662,-1.5639,8.2865,15.42,0.1322,0.7356,49.45,2.2339,24.3439,-51.6128,24.0433,-0.3347,-0.2371,31.27,0.428,-0.4657
20240222,0.1264,-0.3193,0.1256,-0.2358,-0.5188,15.34,0.0308,0.744,44.52,1.2119,-53.3244,21.3559,25.3198,0.2388,-0.2491,41.48,0.432,1.1696
20240223,2.1123,2.9572,1.1832,4.9706,-5.2151,14.54,-0.066,0.7421,43.97,1.0771,40.3797,16.2236,-43.3967,-0.3846,-0.8124,30.44,0.433,0.0463
20240226,0.0348,-0.2793,0.1598,-1.1214,-5.4333,13.75,-0.4276,0.7384,38.91,0.2647,13.6847,-46.2959,40.0194,-0.412,-0.4448,30.65,0.426,-1.5484
20240227,-0.3787,-0.1286,-0.1592,1.0496,-0.0727,13.74,0.2132,0.7234,33.99,-0.7928,32.0837,-45.8754,22.0409,-1.3536,-1.3914,17.26,0.43,0.9155
20240228,0.1706,0.3696,-0.2478,-0.184,-2.2562,13.43,0.1293,0.7812,30.22,-2.246,1.7325,-32.3743,65.8932,0.5353,0.4631,55.82,0.432,0.3722
20240229,-0.1658,-0.546,-0.06,-1.1233,3.0529,13.84,0.0053,0.7593,35.13,-1.376,46.2932,1.9811,-51.7257,-0.5234,-0.4601,31.43,0.427,-0.9502
20240304,0.8008,1.1373,0.2333,4.2874,-2.1642,13.11,0.1365,0.7724,33.12,-2.1382,19.6844,-50.0589,30.2567,0.5316,0.0617,46.58,0.418,-1.6933
20240305,-0.1193,-0.4143,-0.2496,1.0628,2.8986,13.49,-0.322,0.6898,36.35,-1.222,51.8551,3.1504,-44.9945,-0.5868,-0.4756,28.17,0.422,0.933
20240306,-1.0193,-1.6531,-1.0378,-2.0502,7.1905,14.46,-0.1473,0.7108,35.85,-1.3969,0.841,-52.4295,46.7295,0.1082,0.3979,39.99,0.414,-1.9436
20240307,0.5141,0.5769,0.1966,2.4202,0.2766,14.5,0.3379,0.6317,40.4,0.0648,-27.8031,-23.9901,48.2067,-0.5075,-0.7882,30.1,0.41,-0.7977
20240308,1.0304,1.5085,0.337,3.3594,-0.4138,14.44,-0.4755,0.6389,35.25,-0.978,-39.9488,-11.5199,48.5313,0.6329,0.1769,54.38,0.409,-0.2924
20240311,-0.6529,-1.1569,-0.177,-4.0274,2.0776,14.74,-0.4453,0.6406,39.84,0.1783,19.2056,30.1036,-50.6908,0.2363,0.3434,46.24,0.409,-0.0733
20240312,-0.1122,-0.4093,0.1213,-1.3631,3.2564,15.22,-0.3936,0.6383,39.78,-0.1169,-24.9188,-27.0446,48.0366,0.3865,0.1822,45.25,0.41,0.3668
20240313,1.1202,1.538,0.6083,2.0921,-9.067,13.84,-0.4134,0.6326,43.19,0.8564,-21.053,47.5049,-31.4422,0.3511,-0.0971,48.66,0.416,1.2427
20240314,-0.1925,-0.5402,0.097,-2.4749,-0.6503,13.75,0.0465,0.532,44.93,1.0994,48.2488,-36.9307,-14.8205,0.1375,0.003,44.65,0.419,0.8905
20240315,-0.2871,-0.3044,-0.3526,-1.7519,4.7273,14.4,0.1907,0.5126,47.84,1.7444,28.7666,13.8625,-57.3708,-0.4688,-0.3421,33.56,0.43,2.5286
20240318,-0.6483,-0.9633,-0.4907,-0.5423,0.0694,14.41,0.6295,0.5172,43.67,0.6426,-45.3671,-5.9532,48.6798,0.9064,0.6567,53.86,0.43,0.1396
20240319,0.6318,0.8156,0.1954,-0.0023,-0.5552,14.33,0.5613,0.5472,45.2,1.3127,10.7236,39.1342,-50.1422,-0.6656,-0.7122,28.77,0.434,0.8364
20240320,0.5649,0.3933,0.8258,-0.9414,-3.559,13.82,0.5078,0.5459,41.9,0.2606,-13.1162,-36.4489,50.4349,0.337,0.0232,45.39,0.43,-0.9908
20240321,0.8904,1.2533,1.0262,1.5993,-5.644,13.04,0.0696,0.5517,41.24,0.2465,31.7995,19.4395,-48.761,0.9969,0.4064,63.01,0.427,-0.5585
20240322,0.3237,0.1981,0.6814,2.2911,-0.9202,12.92,-0.5168,0.5912,44.92,1.1058,33.8496,16.2974,-49.853,0.2881,0.137,49.28,0.427,-0.0468
20240325,-0.1402,0.1645,-0.7679,0.2119,1.0836,13.06,0.3436,0.5922,48.06,1.8628,49.2531,-18.5577,-32.1892,0.0854,-0.1815,40.1,0.422,-1.2409
20240326,-0.3055,-0.27,-0.411,-0.3417,0.9954,13.19,0.6683,0.5847,45.31,1.0418,28.3656,-49.1217,22.5127,0.1561,0.0627,46.05,0.425,0.8298
20240327,-0.28,-0.4197,-0.0796,-0.8098,0.3791,13.24,-0.3327,0.5752,48.77,1.8635,31.5816,20.9326,-47.4858,-0.1967,-0.2398,39.05,0.423,-0.4467
20240328,0.8631,0.5137,1.2162,0.9908,-3.4743,12.78,0.2935,0.4782,47.5,1.3298,36.1857,18.9177,-44.8966,-0.1599,-0.2049,34.85,0.42,-0.8975
20240329,0.1116,-0.1223,0.1189,0.1073,1.7997,13.01,0.5018,0.4733,41.87,0.173,22.4269,-62.8305,14.7425,-0.3467,-0.5566,32.92,0.421,0.2383
20240401,,,,,,13.01,0.0,0.463,38.59,-0.4618,53.4976,-16.7613,-29.7411,1.2382,0.8496,69.14,0.421,
20240402,-0.2014,0.106,-0.6042,1.1598,4.9193,13.65,-0.3326,0.5175,44.4,0.6909,40.1047,9.8985,-49.9969,-1.3266,-1.3692,20.66,0.433,2.9244
20240403,-0.7239,-0.9537,-1.0024,-1.5147,7.033,14.61,0.7597,0.59,39.32,-0.7918,51.564,-37.0231,-11.413,-0.9276,-0.4928,24.28,0.436,0.8316
20240404,0.1091,0.2279,-0.11,0.3389,-1.9165,14.33,-0.3541,0.6318,36.37,-1.5227,-2.3467,-46.9288,50.7245,0.2395,-0.1199,43.47,0.436,-0.2291
20240405,-1.2334,-1.403,-1.355,-3.0066,14.0963,16.35,-0.4361,0.6192,38.09,-1.1233,50.6578,-6.0007,-43.3415,-0.7175,-0.0182,27.92,0.431,-1.0563
20240408,1.1099,1.2427,0.7956,1.3259,-1.9572,16.03,0.4848,0.6304,37.09,-1.4941,-14.0857,-34.1306,51.7838,-1.1597,-1.3092,24.47,0.438,1.6013
20240409,-0.0375,0.0335,-0.0289,0.1299,-5.2402,15.19,-0.0807,0.6789,28.16,-3.892,13.292,-47.6312,39.0768,-0.0481,-0.1078,40.29,0.442,1.0507
20240411,-0.9457,-0.8357,-1.0857,-1.6519,5.474,15.8,-0.4194,0.6717,32.09,-2.6135,42.0991,-51.7225,6.1784,-0.4935,0.3883,31.16,0.456,4.4434
20240412,0.7445,1.6811,-0.0063,2.422,-5.6329,14.91,1.1286,0.6708,33.46,-2.1793,45.5016,-49.94,4.5584,0.1972,-0.0121,45.05,0.458,0.3509
20240415,-1.4551,-1.6245,-1.2373,-3.288,16.0966,17.31,0.2992,0.672,33.78,-2.2216,-0.2837,-51.0729,48.6434,-0.8154,0.0842,27.88,0.45,-1.6827
20240416,-1.2021,-1.7933,-0.6533,-1.3899,11.0919,19.23,0.8605,0.6856,33.77,-2.3194,-45.0842,-5.6166,49.2992,-2.1035,-1.5317,12.84,0.463,2.8673
20240417,-0.2057,-0.1245,0.1692,0.8854,-4.3162,18.4,0.5842,0.7689,31.45,-3.2631,-30.8643,-18.6441,50.4916,0.2687,0.0866,47.75,0.466,0.6698
20240418,-0.5781,-1.1464,-0.1208,-3.2458,-1.0326,18.21,-0.0238,0.7719,32.94,-2.9464,-31.123,-19.737,49.14,2.0906,2.0837,85.42,0.459,-1.5883
20240419,-0.2208,-0.522,0.0585,-1.6552,-1.1532,18.0,-0.5622,0.9167,43.79,-0.3624,46.7092,3.3661,-49.9247,-1.3841,-1.2197,21.1,0.465,1.3522
20240422,-0.8759,-2.0478,0.5586,-4.1151,3.9444,18.71,-0.0101,0.9164,39.0,-1.9438,-28.0978,-23.7258,48.1765,0.6339,0.5379,59.66,0.461,-0.6886
20240423,0.8731,1.1078,0.6676,1.7426,-9.4602,16.94,-0.3965,0.9296,45.36,-0.4945,-50.4076,46.1344,3.458,0.0672,-0.1811,43.83,0.462,0.1734
20240424,1.1965,1.5878,0.6896,2.2109,-7.379,15.69,0.3574,0.9293,51.55,1.6762,-16.9999,14.6597,68.3404,1.4178,0.7452,73.51,0.46,-0.5408
20240425,0.0213,0.1026,-0.1111,1.0583,1.7846,15.97,-0.6063,0.9945,56.71,2.8253,29.7057,20.1691,-50.1252,-0.6657,-0.3911,29.46,0.465,1.1744
20240426,-0.4576,-0.6427,-0.9753,1.9628,-3.757,15.37,0.4736,1.0003,45.51,0.0691,-22.768,-26.1227,51.1093,0.4037,-0.0582,46.0,0.471,1.1608
20240429,1.0209,2.025,0.404,2.6056,-2.2121,15.03,-0.3827,1.0089,50.49,1.8569,40.5135,8.6836,-50.8029,1.6634,1.2207,77.5,0.467,-0.7862
20240430,0.3178,0.3464,0.3829,0.6441,-2.3952,14.67,0.3929,1.0838,54.06,2.8865,27.9737,21.7617,-50.2647,0.2628,0.0647,48.09,0.461,-1.178
20240502,-0.3435,-0.3343,0.231,-3.544,-1.6613,15.39,0.7871,1.045,54.91,3.0821,24.599,25.9889,-49.4121,0.0796,0.2799,43.98,0.459,-1.942
20240503,0.9128,1.509,0.8505,2.1667,-4.6134,14.68,-0.755,1.0081,49.01,1.7438,-16.423,-31.5338,52.0432,0.0938,-0.2734,44.17,0.457,-0.5223
20240507,1.0326,1.1941,0.4566,2.2107,0.0,13.49,-0.7027,0.988,51.95,2.5034,16.1102,30.3051,-53.5847,0.8568,0.2249,61.29,0.449,-0.2444
20240508,0.1343,-0.1021,0.0823,-0.7379,-1.9274,13.23,-0.2125,1.0045,55.01,2.9565,29.015,21.5926,-49.3924,0.543,0.5227,57.75,0.446,-0.5792
20240509,-0.0006,-0.1825,0.4427,0.1149,-1.7385,13.0,0.4112,0.9949,51.06,1.8361,53.0774,-6.4942,-40.4285,-0.2845,-0.4496,31.51,0.449,0.6498
20240510,0.5091,0.2668,0.8484,-0.639,-2.3846,12.69,0.3101,0.9573,47.74,1.2887,-33.8087,-16.8553,49.336,0.014,-0.4207,44.99,0.445,-0.9573
20240513,0.1649,-0.033,0.3176,1.0139,-1.1032,12.55,0.2541,0.9568,47.94,1.2231,13.4559,37.7026,-48.8416,-0.4939,-0.6574,30.55,0.45,1.2362
20240514,-0.0241,0.2899,-0.2058,0.3132,8.3665,13.6,0.345,0.9568,45.22,0.6354,-21.1383,-25.8889,52.9728,0.753,0.575,61.54,0.448,-0.5107
20240516,1.1716,1.4003,0.8845,2.8783,-7.228,12.45,-0.0909,0.966,45.27,0.5316,30.2277,21.182,-48.5903,0.7999,0.0805,57.15,0.436,-2.0023
20240517,-0.2082,-0.2632,-0.0968,-0.5459,-0.241,12.42,-0.6569,0.9476,45.15,0.7885,21.3683,30.7083,-47.9234,-0.879,-0.6504,27.49,0.438,0.4821
20240520,0.1165,-0.074,0.3366,-0.688,-3.4622,11.99,-0.5585,0.8252,44.35,0.1941,-31.9806,-3.3751,64.6443,-0.249,-0.4137,35.43,0.442,0.9824
20240521,0.0916,0.6526,-0.492,2.1539,1.3344,12.15,0.546,0.8342,42.43,-0.0689,-3.1494,51.4518,-45.3988,-0.1558,-0.2658,34.57,0.444,0.3846
20240522,0.2502,0.2248,0.1664,-0.3133,-2.3868,11.86,0.5002,0.7282,43.24,0.2693,-12.3335,-33.31,54.3566,-0.1394,-0.3394,38.05,0.441,-0.5184
20240523,-0.2706,-0.1846,-0.5065,1.0328,3.6256,12.29,0.2397,0.6402,38.54,-0.6232,51.9981,-4.6431,-43.3588,0.0316,0.0476,38.98,0.443,0.4531
20240524,-0.7381,-0.3899,-1.527,-0.0162,3.9056,12.77,0.1753,0.635,34.9,-1.3915,48.9338,-42.0084,-9.0578,-0.5431,-0.0256,29.4,0.447,0.9247
20240527,0.7001,1.104,0.0111,1.8521,-6.5779,11.93,0.1325,0.6553,35.29,-1.0557,-12.3467,-37.0815,50.5718,0.5171,0.1027,47.15,0.447,-0.1788
20240528,,,,,,11.93,-0.1397,0.5967,37.63,-0.2896,-7.7875,51.9177,-40.2948,0.3744,0.1966,45.91,0.447,
20240529,0.0249,0.5856,-0.5547,1.857,8.2984,12.92,-0.35,0.5697,39.9,0.2405,55.1238,23.7082,-21.168,-0.9297,-1.0624,24.19,0.454,1.679
20240530,-0.7367,-0.5834,-1.0587,-1.8532,10.5263,14.28,0.1345,0.6161,37.13,-0.5497,-36.0717,-13.7957,50.1325,-0.7161,-0.3793,26.24,0.462,1.8054
20240531,-0.5975,-1.0845,-0.8586,-0.8825,1.3305,14.47,0.5716,0.5293,34.58,-1.2975,-31.5623,-18.4121,50.0256,0.5066,0.3961,50.96,0.455,-1.5138
20240603,0.8028,-0.0123,1.5083,-0.9646,-10.7118,12.92,0.3699,0.5381,38.89,-0.2477,-49.7398,47.4484,2.8118,1.2618,0.8108,67.02,0.451,-0.8783
20240604,0.1116,0.5596,-0.298,0.569,1.4706,13.11,0.4711,0.6035,42.86,0.497,26.1108,25.0966,-48.7926,-0.7417,-0.7065,26.41,0.44,-2.4812
20240605,0.1503,0.1686,0.3636,-0.7033,0.3814,13.16,-0.8183,0.6287,38.96,-0.619,-11.8339,-37.5839,50.5822,-0.1114,-0.3202,39.37,0.434,-1.4993
20240607,-0.02,-0.086,0.2032,-0.8557,-0.3959,12.58,-0.3625,0.5995,42.0,0.1993,49.983,-16.1152,-33.9018,0.4366,0.1663,48.85,0.428,-0.1865
20240610,-0.1115,-0.2329,-0.2242,-0.2724,-2.8617,12.22,-0.255,0.5949,46.52,1.3519,40.2091,8.3481,-51.4428,0.2055,0.3615,40.55,0.443,3.4805
20240611,0.2581,0.3467,0.178,1.4215,4.2553,12.74,1.0108,0.5939,44.44,1.0508,-10.5039,-40.052,49.4442,-0.0795,-0.2776,37.79,0.447,0.8804
20240612,0.271,0.8784,-0.3103,0.0556,0.8634,12.85,-0.3691,0.5941,38.59,-0.2904,-31.7482,-16.6257,51.6261,0.5066,0.2061,53.28,0.44,-1.4545
20240613,0.8504,1.5273,-0.0909,2.898,-6.3035,12.04,0.2475,0.5932,43.97,0.9578,51.0037,0.6956,-48.3007,0.2808,-0.1577,43.37,0.43,-2.475
20240614,0.2345,0.3358,-0.1682,1.4771,-0.8306,11.94,-0.5046,0.5735,44.77,1.35,50.3597,-9.0516,-40.5887,-0.6271,-0.738,31.91,0.424,-1.3271
20240617,-0.0394,0.1207,-0.1499,-0.0734,6.0302,12.66,0.243,0.5605,41.38,0.2862,47.5179,-48.4075,4.0746,-0.3881,-0.3509,35.38,0.421,-0.5899
20240618,0.7664,0.9505,0.4896,1.6039,0.7109,12.75,0.6217,0.5339,40.35,-0.3074,-14.2505,-27.9927,57.7568,-0.0632,-0.2495,37.89,0.428,1.5666
20240619,0.2521,0.0292,0.1464,1.3541,-3.5294,12.3,-0.2329,0.5316,40.37,-0.2911,53.387,-20.1209,-26.492,-0.1682,-0.3735,38.61,0.422,-1.4489
20240620,,,,,,12.3,-0.0326,0.5317,37.43,-0.9658,22.0228,31.7972,-46.18,0.1071,-0.0563,44.77,0.422,
20240621,-0.2526,-0.7874,0.7723,-2.6905,7.9675,13.28,0.1842,0.5317,37.71,-1.1395,42.9261,10.5843,-46.4896,-0.7869,-0.6415,25.5,0.425,0.8774
20240624,-0.1562,-0.1819,0.0398,-1.274,-0.6024,13.2,0.7725,0.558,36.43,-1.2993,-30.8957,-17.5269,51.5774,-1.2288,-1.1216,21.71,0.426,0.0705
20240625,-0.3065,-1.0884,0.6664,-3.0156,0.9848,13.33,-0.2464,0.6063,33.7,-2.14,-40.2259,-7.6184,52.1557,0.4191,0.573,52.81,0.425,-0.2114
20240626,0.3934,1.2621,-0.7588,1.7898,-3.6759,12.84,-0.1642,0.6018,36.68,-1.6578,24.5377,30.8174,-44.6449,0.1321,-0.1075,41.9,0.424,-0.2354
20240627,0.1572,0.4939,0.04,-0.2806,-2.2586,12.55,0.3449,0.5948,37.34,-1.3575,49.231,-48.0774,-2.6916,-0.6611,-0.5832,27.95,0.432,1.8405
20240628,0.0907,0.3006,0.0927,-0.5728,-2.4701,12.24,0.179,0.5787,33.97,-2.1257,28.37,-49.9508,21.6792,0.3994,0.2436,55.25,0.429,-0.6487
20240701,-0.4084,-0.706,-0.1154,0.9439,1.634,12.44,-0.4615,0.569,39.93,-0.9394,13.6139,39.7196,-46.6665,0.2818,0.2548,51.45,0.434,1.2826
20240702,0.2676,0.8273,0.1295,0.0894,-1.7685,12.22,-0.4802,0.5604,45.88,0.5713,-11.4314,50.1374,-38.4312,-1.3259,-1.1925,19.7,0.448,3.1315
20240703,0.6195,0.8359,0.4144,1.2386,-1.5548,12.03,0.2268,0.5431,39.25,-1.1737,-10.9946,-37.8217,51.1837,-0.6473,-0.9229,27.18,0.444,-0.96
20240704,0.5084,0.8849,-0.0606,1.9248,0.4988,12.09,0.0,0.5385,36.31,-1.9531,40.4649,11.0528,-48.4823,0.2202,0.1022,45.09,0.436,-1.826
20240705,,,,,,12.09,0.1699,0.545,39.74,-1.0718,12.5457,37.806,-49.6483,0.0157,-0.1129,41.9,0.436,
20240708,0.5449,0.9042,0.1727,0.0812,3.2258,12.48,-0.3983,0.5299,37.07,-1.4555,26.8377,24.0601,-49.1022,1.0871,0.9727,65.51,0.427,-1.9059
20240709,0.1017,0.2778,-0.0789,1.9253,-0.8814,12.37,-0.2666,0.5923,39.88,-0.6502,49.7779,-31.759,-18.4631,0.3772,0.1612,50.43,0.427,-0.0702
20240710,0.0741,0.1388,-0.1342,-0.0002,1.1318,12.51,0.4489,0.6024,46.02,1.0528,49.9401,-22.8594,-27.2005,0.1789,0.1092,44.87,0.43,0.7262
20240711,1.0208,1.1838,1.0928,2.4169,2.7178,12.85,-0.0239,0.5899,49.56,1.8791,71.6715,-8.6669,-19.6616,-0.0767,-0.4046,42.4,0.428,-0.4651
20240712,-0.8763,-1.9522,0.0815,-3.4699,0.5447,12.92,0.0412,0.5828,49.02,1.5821,59.8384,-23.408,-16.7535,-0.0718,0.108,42.12,0.419,-2.0327
20240715,0.5517,0.6292,0.6217,1.3252,-3.5604,12.46,-0.8474,0.572,49.07,1.4946,-49.1808,4.1855,46.6337,0.4152,0.0431,49.29,0.419,-0.0954
20240716,0.2826,0.4029,0.527,0.0436,5.2969,13.12,0.2071,0.5792,45.82,0.8227,6.3062,47.8568,-45.8371,-0.5405,-0.4159,31.46,0.423,0.9549
20240717,0.6389,0.199,1.8471,0.4555,0.5335,13.19,0.6972,0.5882,42.03,-0.095,34.0452,16.1523,-49.8024,-0.405,-0.5945,36.64,0.417,-1.4661
20240718,-1.3928,-2.7684,0.5948,-6.8111,9.7801,14.48,-0.0759,0.592,40.38,-0.6788,-51.0543,18.0029,30.9429,-0.9819,-0.3865,24.14,0.415,-0.504
20240719,-0.7816,-0.6984,-1.2939,0.5123,10.0138,15.93,-0.2886,0.6194,36.73,-1.584,-37.2596,-9.3565,53.384,-0.0707,0.1974,41.27,0.419,1.0371
20240722,-0.714,-0.8073,-0.9283,-3.1134,3.7037,16.52,0.478,0.6025,36.56,-1.5829,-28.9662,-20.6658,50.368,-1.2692,-1.2902,21.96,0.424,1.1936
20240723,1.0792,1.5831,0.3175,3.9997,-9.7458,14.91,0.2577,0.6063,31.09,-3.2673,-33.0325,-14.9957,51.9717,0.0734,-0.0587,40.35,0.426,0.4954
20240724,-0.1558,-0.0568,-0.1419,-1.4592,-1.2743,14.72,-0.1231,0.5953,32.87,-2.6535,47.3073,4.2978,-48.3949,-0.0302,0.3932,40.59,0.424,-0.493
20240725,-2.3149,-3.6391,-1.2494,-5.4141,22.5544,18.04,-0.1824,0.5926,33.66,-2.2787,-46.8658,9.1768,43.9573,-1.5338,-0.4225,17.46,0.429,1.1088
20240726,-0.5143,-0.9266,0.2037,-1.9643,2.3281,18.46,-0.1387,0.6572,32.33,-2.8306,-44.6314,-5.2106,50.158,0.6409,0.5984,55.03,0.426,-0.6999
20240729,1.109,1.0253,1.6383,1.9533,-11.2134,16.39,-0.0882,0.6701,35.08,-2.119,-2.4037,49.1948,-48.4015,0.8332,0.6132,64.12,0.42,-1.3158
20240730,0.0813,0.071,-0.1217,-0.3039,1.2813,16.6,0.0478,0.6993,43.51,-0.0166,42.5112,9.2074,-48.2814,-1.1253,-0.9605,21.8,0.418,-0.5238
20240731,-0.496,-1.2825,0.5017,-3.8814,6.5663,17.69,-0.0528,0.6837,39.8,-1.2153,-22.2864,-22.36,55.3536,0.3807,0.5383,54.68,0.414,-0.8377
20240801,1.5793,2.6359,0.2441,7.0147,-7.5184,16.36,0.1549,0.6827,42.62,-0.8044,32.9412,22.7307,-44.328,1.2582,0.9319,71.51,0.411,-0.8207
20240802,-1.3694,-2.3026,-1.2115,-7.1389,13.6308,18.59,-1.1261,0.7416,53.43,1.9876,48.184,-16.283,-35.533,-3.46,-2.328,7.64,0.398,-3.2368
