date,code,inst,corp,indiv,foreign
20230627,000020,125163710,26946470,4763440,-156873620
20230628,000020,-179452560,5265000,81973080,92214480
20230629,000020,71851920,-25530610,-350571400,304250090
20230630,000020,-46104430,-133520030,175870100,3754360
20230703,000020,-6835550,-12804350,267089680,-247449780
20230704,000020,25082020,-20810000,106700170,-110972190
20230705,000020,-228872810,-57425640,230115460,56182990
20230706,000020,23751880,-21601370,18121290,-20271800
20230707,000020,57459750,0,-61548650,4088900
20230710,000020,-155355560,-39409010,-19352250,214116820
20230711,000020,-303083390,0,227620200,75463190
20230712,000020,-274455800,1046240,44786500,228623060
20230713,000020,-111116350,-10030,165740190,-54613810
20230714,000020,-36637110,-84456740,80472840,40621010
20230717,000020,25048080,-14357000,18851660,-29542740
20230718,000020,-127024470,390071910,49170280,-312217720
20230719,000020,-111073840,-65418600,-219193910,395686350
20230720,000020,-158755290,41635000,166783090,-49662800
20230721,000020,-104415300,1040000,-68980660,172355960
20230724,000020,-136214090,61470000,-110760530,185504620
20230725,000020,-122150620,-234132860,41722210,314561270
20230726,000020,-66479930,-176641570,213510900,29610600
20230727,000020,6668690,-89647430,-278522840,361501580
20230728,000020,-161057450,-73145450,233499410,703490
20230731,000020,-202181750,-123488700,73971850,251698600
20230801,000020,-161605550,40035770,143132070,-21562290
20230802,000020,-207115430,-84960000,213931930,78143500
20230803,000020,-92289200,-210970240,-247591000,550850440
20230804,000020,-3071350,21971200,361641940,-380541790
20230807,000020,-48782470,0,136276550,-87494080
20230808,000020,-14763590,-5352840,66273920,-46157490
20230809,000020,-1351270,-109055280,-920200540,1030607090
20230810,000020,8883450,1058300,-115073400,105131650
20230811,000020,-79291740,1579000,-244334110,322046850
20230814,000020,8202260,-10584320,60325740,-57943680
20230816,000020,7165270,-23937700,438143350,-421370920
20230817,000020,-62407910,-12893060,-135807500,211108470
20230818,000020,-97545840,-3806440,279172090,-177819810
20230821,000020,-66897780,44840590,-91573320,113630510
20230822,000020,-69687220,-1981900,51135580,20533540
20230823,000020,-39089780,-72272730,98637860,12724650
20230824,000020,-38513320,-73682580,-330452910,442648810
20230825,000020,-142135660,166187080,16863540,-40914960
20230828,000020,-163460,0,133279110,-133115650
20230829,000020,-61092470,-277859300,242026240,96925530
20230830,000020,269752450,22776290,-505812080,213283340
20230831,000020,31265720,17926960,55783620,-104976300
20230901,000020,220538730,11816000,-18845940,-213508790
20230904,000020,-91109340,-36540400,28140950,99508790
20230905,000020,3270280,9687400,-21073880,8116200
20230906,000020,-53346150,0,-647450,53993600
20230907,000020,397360060,6138330,-426762260,23263870
20230908,000020,-34033860,18255510,-182093690,197872040
20230911,000020,36815800,24373280,-390427990,329238910
20230912,000020,-7149940,68004380,-247369200,186514760
20230913,000020,-38188400,87091270,-283718070,234815200
20230914,000020,114432470,16283000,-345372070,214656600
20230915,000020,178875550,20589250,-90156640,-109308160
20230918,000020,4957210,1955000,-12424470,5512260
20230919,000020,188399840,20973160,-300517020,91144020
20230920,000020,-54064380,80476040,50713510,-77125170
20230921,000020,-32127260,22395190,60788080,-51056010
20230922,000020,4978050,969000,48902290,-54849340
20230925,000020,37732160,476270,14966720,-53175150
20230926,000020,125276090,19260,-55663580,-69631770
20230927,000020,111789240,17635750,-31076640,-98348350
20231004,000020,181577700,0,-74948180,-106629520
20231005,000020,147816590,0,-42248220,-105568370
20231006,000020,150385960,48939090,-346253870,146928820
20231010,000020,16315780,27349950,-50032270,6366540
20231011,000020,7103200,0,-13684160,6580960
20231012,000020,16877180,50210020,-53425060,-13662140
20231013,000020,38908160,447470,-49192960,9837330
20231016,000020,57606760,0,-5403040,-52203720
20231017,000020,-3110220,0,109088760,-105978540
20231018,000020,2554790,0,108520750,-111075540
20231019,000020,49435030,0,65007060,-114442090
20231020,000020,52916020,46425900,15640290,-114982210
20231023,000020,227700,9500,12671440,-12908640
20231024,000020,94973990,0,-85732730,-9241260
20231025,000020,96318950,-19070,-38332070,-57967810
20231026,000020,94998700,118084400,-142814830,-70268270
20231027,000020,96374340,9580,-160313440,63929520
20231030,000020,1395420,135246380,-174839100,38197300
20231031,000020,91986990,132896710,-136933280,-87950420
20231101,000020,742210,-9530,142729730,-143462410
20231102,000020,3294130,0,-24703000,21408870
20231103,000020,155360,45731620,-36908570,-8978410
20231106,000020,-3378520,176860600,-264079910,90597830
20231107,000020,-39930,14695000,166278710,-180933780
20231108,000020,-2244470,32801430,-93501450,62944490
20231109,000020,-1006700,0,153418050,-152411350
20231110,000020,-287850,23987030,56365020,-80064200
20231113,000020,1460590,9510000,36728590,-47699180
20231114,000020,-575150,0,2284280,-1709130
20231115,000020,19882870,-17122070,-23141110,20380310
20231116,000020,18263100,15346000,82852820,-116461920
20231117,000020,167630,95000,138594680,-138857310
20231120,000020,-159900,0,-21932200,22092100
20231121,000020,-32932600,9637090,-106192280,129487790
20231122,000020,742790,0,24145770,-24888560
20231123,000020,388970,80902070,-147806930,66515890
20231124,000020,-871290,39667920,-41012440,2215810
20231127,000020,3997680,0,47086120,-51083800
20231128,000020,22265630,0,-18499140,-3766490
20231129,000020,33229450,0,1014710,-34244160
20231130,000020,-17398630,0,118577380,-101178750
20231201,000020,8283320,33068240,40236810,-81588370
20231204,000020,-307870,50370450,122971510,-173034090
20231205,000020,-449410,172855000,-214429270,42023680
20231206,000020,-3428730,62150480,-49521890,-9199860
20231207,000020,-27887270,177346850,624406730,-773866310
20231208,000020,-239126500,-79039620,-56318790,374484910
20231211,000020,238010,119702710,-138431240,18490520
20231212,000020,-3631740,110,-76531120,80162750
20231213,000020,779630,-9800,-33804890,33035060
20231214,000020,29902710,19650000,-75042540,25489830
20231215,000020,-28878390,-165870200,251420220,-56671630
20231218,000020,750410,0,-129301550,128551140
20231219,000020,-1148100,69520480,-151915060,83542680
20231220,000020,3270500,0,-103519830,100249330
20231221,000020,-2660410,-197590190,238389060,-38138460
20231222,000020,-12700250,37437080,-276856990,252120160
20231226,000020,-1705910,51967780,-215065620,164803750
20231227,000020,-34535480,29790000,61440360,-56694880
20231228,000020,85652560,102559790,-944432180,756219830
20230102,000040,513876,0,4748646,-5262522
20230103,000040,818970,0,13390546,-14209516
20230104,000040,10469,0,5325739,-5336208
20230105,000040,-205261,0,4815294,-4610033
20230106,000040,-1188554,0,-11762788,12951342
20230109,000040,-107282,0,-21137203,21244485
20230110,000040,-73700,-5539000,7448702,-1836002
20230111,000040,-80446,-11512949,8390610,3202785
20230112,000040,8220,-12828032,12568615,251197
20230113,000040,-58644,-8202896,21355207,-13093667
20230116,000040,-17472,0,5183989,-5166517
20230117,000040,-49864,0,-3603680,3653544
20230118,000040,-153386,0,6079169,-5925783
20230119,000040,1617,0,8027288,-8028905
20230120,000040,-1617,0,-8119488,8121105
20230125,000040,-1074,5390,4778351,-4782667
20230126,000040,-1614,499727,-14683028,14184915
20230127,000040,-2700,0,-16623311,16626011
20230130,000040,70347,0,1816755,-1887102
20230131,000040,1062,0,-597386,596324
20230201,000040,-146003,0,-8888458,9034461
20230202,000040,-532,0,-26643062,26643594
20230203,000040,0,0,-14446285,14446285
20230206,000040,589154,0,-39148714,38559560
20230207,000040,135456,-22531345,22778136,-382247
20230208,000040,89100,-32865604,24326926,8449578
20230209,000040,59940,0,24860737,-24920677
20230210,000040,39220,-19632,20787943,-20807531
20230213,000040,25627,0,-4632467,4606840
20230214,000040,22532,0,10387402,-10409934
20230215,000040,14848,5160000,10160720,-15335568
20230216,000040,8891,0,-3314403,3305512
20230217,000040,5698,0,-16873383,16867685
20230220,000040,-10941,0,-3499461,3510402
20230221,000040,-16213,0,-258866,275079
20230222,000040,-10773,0,10262732,-10251959
20230223,000040,-7168,0,7965270,-7958102
20230224,000040,-5676,0,6316905,-6311229
20230227,000040,9557,0,4728215,-4737772
20230228,000040,17408,0,-15485555,15468147
20230302,000040,11132,0,-4473383,4462251
20230303,000040,7695,0,13841708,-13849403
20230306,000040,41472,0,741129,-782601
20230307,000040,-28168,0,-1671832,1700000
20230308,000040,-7056,11823099,-8831234,-2984809
20230309,000040,-4536,0,2492704,-2488168
20230310,000040,-23311,0,26075949,-26052638
20230313,000040,-14849,44826,9354346,-9384323
20230314,000040,4777495,0,16711901,-21489396
20230315,000040,-111051,-1989718,-3256396,5357165
20230316,000040,-33750,0,12551228,-12517478
20230317,000040,-5306968,-3782031,24923119,-15834120
20230320,000040,-64480,0,-6660673,6725153
20230321,000040,-43065,0,3892905,-3849840
20230322,000040,-29340,0,5245694,-5216354
20230323,000040,-161238,-248598,2904743,-2494907
20230324,000040,-21084,20003443,-18836370,-1145989
20230327,000040,-14732,0,-34587746,34602478
20230328,000040,-9823,180774,-14737042,14566091
20230329,000040,-357301,7915550,-17743615,10185366
20230330,000040,0,0,-6363501,6363501
20230331,000040,-64008,1691610,-11122702,9495100
20230403,000040,-50150,-24433090,-75059185,99542425
20230404,000040,-40590,-523542,-152895363,153459495
20230405,000040,-27405,1149469,-36635967,35513903
20230406,000040,-17010,-1555416,55088155,-53515729
20230407,000040,-11823,0,22932409,-22920586
20230410,000040,-5085,48817071,-84973774,36161788
20230411,000040,0,27954501,-54674161,26719660
20230412,000040,4476830,12900799,-30536565,13158936
20230413,000040,3621930,449914471,-211413383,-242123018
20230414,000040,178418677,-445013417,396799979,-130205239
20230417,000040,-27198621,-11151812,37945177,405256
20230418,000040,-41200341,6877679,283973773,-249651111
20230419,000040,-622871,-10121019,-167468001,178211891
20230420,000040,201503,-647000,52735257,-52289760
20230421,000040,-375943,-5139106,-39292191,44807240
20230424,000040,-49653,0,31092959,-31043306
20230425,000040,3785096,12734949,-58005388,41485343
20230426,000040,469161,-15860210,48077439,-32686390
20230427,000040,-710410,0,-91374215,92084625
20230428,000040,-2343777,-910700,61959040,-58704563
20230502,000040,-1670959,296287,-133283552,134658224
20230503,000040,83230,-6463284,-305607612,311987666
20230504,000040,-44507,0,-5896697,5941204
20230508,000040,-2352628,214148,132621637,-130483157
20230509,000040,20367,0,-76665930,76645563
20230510,000040,0,0,-26835708,26835708
20230511,000040,10040,-216186,79388778,-79182632
20230512,000040,-1436484,-1291943,-83242508,85970935
20230515,000040,21917,0,6182240,-6204157
20230516,000040,10976,54273,96491213,-96556462
20230517,000040,6860,0,-70863972,70857112
20230518,000040,4182,-976083,-206794567,207766468
20230519,000040,1414,-3886823,-63609465,67494874
20230522,000040,-722,-1082139,-185923460,187006321
20230523,000040,12885596,0,116889117,-129774713
20230524,000040,-5103,-720166,-141180418,141905687
20230525,000040,-3525,9204,133024221,-133029900
20230526,000040,-348875,0,79286931,-78938056
20230530,000040,-55080,0,19806705,-19751625
20230531,000040,-38860,-3195374,16416567,-13182333
20230601,000040,-25612,0,1723398,-1697786
20230602,000040,-17238,0,13348490,-13331252
20230605,000040,-12006,0,-37155235,37167241
20230607,000040,36400,0,27622710,-27659110
20230608,000040,-3960,2142483,-1123741,-1014782
20230609,000040,-3305,-10174278,17406392,-7228809
20230612,000040,-2600,8567,11756102,-11762069
20230613,000040,-3246021,0,13201917,-9955896
20230614,000040,1881,436723,-4001422,3562818
20230615,000040,1836,0,-25238101,25236265
20230616,000040,608,0,-21159834,21159226
20230619,000040,-11609,0,-24295083,24306692
20230620,000040,-7865,0,37474344,-37466479
20230621,000040,-14400,0,14247078,-14232678
20230622,000040,0,0,11355649,-11355649
20230623,000040,575,-584,-57434272,57434281
20230626,000040,-291500,181227,-51352856,51463129
20230627,000040,0,0,33948462,-33948462
20230628,000040,588,0,266853,-267441
20230629,000040,-1722,0,9547903,-9546181
20230630,000040,1184,-98340,6494655,-6397499
20230703,000040,-595,0,8971318,-8970723
20230704,000040,-873001,0,5919360,-5046359
20230705,000040,0,0,15002637,-15002637
20230706,000040,1722,0,35565771,-35567493
20230707,000040,554,0,7973905,-7974459
20230710,000040,-1009542,0,-34082688,35092230
20230711,000040,-24087790,0,29553083,-5465293
20230712,000040,-32848178,0,39521048,-6672870
20230713,000040,-2091710,0,20869803,-18778093
20230714,000040,-7953064,0,35937108,-27984044
20230717,000040,0,0,-5779638,5779638
20230718,000040,0,0,5749917,-5749917
20230719,000040,-1016,500,-18345733,18346249
20230720,000040,0,-20344733,9473017,10871716
20230721,000040,0,-159943,11279336,-11119393
20230724,000040,-500,15039991,9689766,-24729257
20230725,000040,-984,17865996,-9598903,-8266109
20230726,000040,0,6446577,642796,-7089373
20230727,000040,0,-82331,-5245157,5327488
20230728,000040,11902,174402,-4030001,3843697
20230731,000040,3485,-17106,-14701643,14715264
20230801,000040,-18308,-238568,7849039,-7592163
20230802,000040,0,0,20740385,-20740385
20230803,000040,52273,4234659,-56316841,52029909
20230804,000040,-51495,-3789873,19008376,-15167008
20230807,000040,0,0,43055259,-43055259
20230808,000040,3563,0,10404724,-10408287
20230809,000040,0,0,7549584,-7549584
20230810,000040,0,0,20308590,-20308590
20230811,000040,516,6192,-35216892,35210184
20230814,000040,111271,1581445,-22362418,20669702
20230816,000040,4238768,-524548,17046959,-20761179
20230817,000040,-61478,-1042409,31317902,-30214015
20230818,000040,2690,0,29891458,-29894148
20230821,000040,37325,-43123691,64614734,-21528368
20230822,000040,1611,0,22804729,-22806340
20230823,000040,-3489436,-449319,11222080,-7283325
20230824,000040,0,116508,16981802,-17098310
20230825,000040,0,0,13980028,-13980028
20230828,000040,0,5000,-2068957,2063957
20230829,000040,0,0,-6239010,6239010
20230830,000040,-492,496,11086190,-11086194
20230831,000040,-31655,0,12512461,-12480806
20230901,000040,-498,0,6267834,-6267336
20230904,000040,-66660,0,18185262,-18118602
20230905,000040,92705,-89650516,251746324,-162188513
20230906,000040,270156,31577850,94803489,-126651495
20230907,000040,2506667,-5434751,163423835,-160495751
20230908,000040,191795,-9464729,-10834636,20107570
20230911,000040,113755,19749512,-35470877,15607610
20230912,000040,-130630,29048911,79196808,-108115089
20230913,000040,-2652054,0,-75454625,78106679
20230914,000040,-5814,0,-166287387,166293201
20230915,000040,636781,33689308,-329536836,295210747
20230918,000040,-3596437,-35424448,222634300,-183613415
20230919,000040,6120,2753129,-185943323,183184074
20230920,000040,2954202,-791094,74955917,-77119025
20230921,000040,2912,905729,-87304559,86395918
20230922,000040,1486,0,-21857299,21855813
20230925,000040,1430,2265000,121352037,-123618467
20230926,000040,1462,-10333243,-296185367,306517148
20230927,000040,-22170203,25311174,-324079405,320938434
20231004,000040,-1650154,-82072642,367665216,-283942420
20231005,000040,132118,1500546,69997784,-71630448
20231006,000040,147456,2003941,8105226,-10256623
20231010,000040,-207043,-417989,192207822,-191582790
20231011,000040,-82227,-27780242,-151382828,179245297
20231012,000040,-1998,0,-114884990,114886988
20231013,000040,10083,-471720,32900643,-32439006
20231016,000040,-57407,-689554,-35188216,35935177
20231017,000040,-1242,913096,102165234,-103077088
20231018,000040,895346,17212269,-57080996,38973381
20231019,000040,-176932,54557,58724030,-58601655
20231020,000040,-191809,-1650289,-35844067,37686165
20231023,000040,-92209,-714196,-4322047,5128452
20231024,000040,-148045,-1244742,-38096746,39489533
20231025,000040,-27313,5351092,-9665236,4341457
20231026,000040,-70415,-50167,35223552,-35102970
20231027,000040,-185383,-1338428,-47175670,48699481
20231030,000040,-21403,608776,-55045312,54457939
20231031,000040,-47197,-989468,-785677,1822342
20231101,000040,510,0,-43405660,43405150
20231102,000040,-522,0,39575917,-39575395
20231103,000040,539,0,-24696589,24696050
20231106,000040,117284,956208,-22082136,21008644
20231107,000040,-23786,324059,8354769,-8655042
20231108,000040,6890,290970,-21384701,21086841
20231109,000040,4707,642745,40969602,-41617054
20231110,000040,1015717,330679,6069906,-7416302
20231113,000040,-9198,16863509,-13530932,-3323379
20231114,000040,29832,2611979,-52020930,49379119
20231115,000040,63248,10604475,-33064186,22396463
20231116,000040,42502,1600467,1153463,-2796432
20231117,000040,88545,532,26206782,-26295859
20231120,000040,-527,-13863306,-11792355,25656188
20231121,000040,-524,-3186979,910452,2277051
20231122,000040,-523,0,-5660604,5661127
20231123,000040,-2108,-3694420,-25037144,28733672
20231124,000040,0,0,15749498,-15749498
20231127,000040,-1026,-3647,27501955,-27497282
20231128,000040,32704,-2044206,18582175,-16570673
20231129,000040,8080,-10080000,46892093,-36820173
20231130,000040,5588,-4392713,8604403,-4217278
20231201,000040,3549,507,17088863,-17092919
20231204,000040,2570,-508733,6772556,-6266393
20231205,000040,1545,90553,25834104,-25926202
20231206,000040,1002,182913,20859789,-21043704
20231207,000040,498,75315,6799502,-6875315
20231208,000040,195475,48244,2769620,-3013339
20231211,000040,38654,194274,56213,-289141
20231212,000040,25150,205037,3855391,-4085578
20231213,000040,0,503,15654113,-15654616
20231214,000040,-47138,41500,21026129,-21020491
20231215,000040,-24078,120198,-41967941,41871821
20231218,000040,-34352,90687,6337208,-6393543
20231219,000040,-6973,51176,-2683285,2639082
20231220,000040,-5110,155685,-3191141,3040566
20231221,000040,399,474498,-12986381,12511484
20231222,000040,18156,6764,-19445,-5475
20231226,000040,10260,203248,8445616,-8659124
20231227,000040,38060,146447,-33035333,32850826
20231228,000040,2148,21859,-31617520,31593513
20230102,000060,-2670382850,-17626550,2346808300,341201100
20230103,000060,-487902150,5968900,769737900,-287804650
20230104,000060,-1164344000,2372500,1088895650,73075850
20230105,000060,-2705269600,-9755000,1525744550,1189280050
20230106,000060,-6428591000,10021200,2792313750,3626256050
20230109,000060,-1636863600,1420055250,462029850,-245221500
20230110,000060,-21804600,1145929100,-194846300,-929278200
20230111,000060,-2020417300,601608600,1683078650,-264269950
20230112,000060,-2024179950,150549050,-1994822250,3868453150
20230113,000060,-2184153100,-24377950,-3737364200,5945895250
20230116,000060,1067780200,-54955800,-262783600,-750040800
20230117,000060,-2459543600,72610400,1347405800,1039527400
20230118,000060,2794624000,392616000,-1864280600,-1322959400
20230119,000060,-944029500,-91057300,1615316300,-580229500
20230120,000060,-904796800,-137847500,109218700,933425600
20230125,000060,-1886499200,11777800,664382200,1210339200
20230126,000060,-1534218800,-559209500,249966600,1843461700
20230127,000060,-12528790700,333625400,4825292000,7369873300
20230102,000080,-471087600,370500,1138674200,-667957100
20230103,000080,73369550,48724400,1161377700,-1283471650
20230104,000080,34232750,-1581100,2023551050,-2056202700
20230105,000080,-121511800,72474250,1337491700,-1288454150
20230106,000080,575718900,12075000,353986750,-941780650
20230109,000080,731828100,37905700,-1689855900,920122100
20230110,000080,-72823350,94702300,-1268622200,1246743250
20230111,000080,-879954650,4453100,829196100,46305450
20230112,000080,-1223024650,15041150,1444885300,-236901800
20230113,000080,84916050,-196603400,-531173350,642860700
20230116,000080,-274128950,7680000,130000900,136448050
20230117,000080,-772837450,101200,1117723150,-344986900
20230118,000080,31819450,25400,8374200,-40219050
20230119,000080,-1068287050,0,122518550,945768500
20230120,000080,-1036401500,15430600,-767161000,1788131900
20230125,000080,-1112048150,0,2946361300,-1834313150
20230126,000080,-673858200,15538000,693133500,-34813300
20230127,000080,137938500,7862200,-241621950,95821250
20230130,000080,326527350,506029950,-590319550,-242237750
20230131,000080,332910250,81490000,-501127800,86727550
20230201,000080,-683685750,5372350,2198966350,-1520652950
20230202,000080,60277550,0,965354150,-1025631700
20230203,000080,-165749500,184407450,183350250,-202008200
20230206,000080,-414762300,288526300,87854200,38381800
20230207,000080,-745870100,-22615800,1656814900,-888329000
20230208,000080,-1241944200,-27348000,1110062500,159229700
20230209,000080,-965106250,2372600,327978350,634755300
20230210,000080,-368191100,-25600,909627600,-541410900
20230213,000080,-290328400,2359800,643681700,-355713100
20230214,000080,-446386000,-27580350,1090943200,-616976850
20230215,000080,-459430400,0,692447400,-233017000
20230216,000080,358858200,75600,819881500,-1178815300
20230217,000080,-393618800,-941600,553397300,-158836900
20230220,000080,256404300,5833150,1124034600,-1386272050
20230221,000080,-952501500,12675250,2680233250,-1740407000
20230222,000080,-1185499400,3335600,4462099800,-3279936000
20230223,000080,123976650,1118250,-113300700,-11794200
20230224,000080,-531918950,-992000,608671500,-75760550
20230227,000080,-2124517700,-145600,3065383200,-940719900
20230228,000080,91963850,100340000,1308618850,-1500922700
20230302,000080,-778683400,-93397150,-38484750,910565300
20230303,000080,-659146700,1440000,1306677250,-648970550
20230306,000080,-104104100,-75314350,2069097050,-1889678600
20230307,000080,-1091459200,988050,2075846350,-985375200
20230308,000080,-1748129450,-64622450,3761990900,-1949239000
20230309,000080,196770700,9612900,2274488400,-2480872000
20230310,000080,44353300,78578350,1375793250,-1498724900
20230313,000080,-156158700,46340800,887053500,-777235600
20230314,000080,-248439550,89800,962462300,-714112550
20230315,000080,-163417250,66683450,1967969950,-1871236150
20230316,000080,-348280100,22308650,276121200,49850250
20230317,000080,-265445500,-50974250,-241180850,557600600
20230320,000080,-607735200,24617300,4060451650,-3477333750
20230321,000080,-362788750,-22785650,3650613300,-3265038900
20230322,000080,-254472350,100909250,2622468900,-2468905800
20230323,000080,-409050400,-168570250,5457031050,-4879410400
20230324,000080,-217055900,130121500,2636066650,-2549132250
20230327,000080,-216406800,1155050,1376025400,-1160773650
20230328,000080,573758850,677350,90883700,-665319900
20230329,000080,-276827500,-314250,1943104400,-1665962650
20230330,000080,-739972400,-9647600,1277233700,-527613700
20230331,000080,342525350,24824600,383801450,-751151400
20230403,000080,697805550,51564550,1186233650,-1935603750
20230404,000080,-141394450,45172950,2666328300,-2570106800
20230405,000080,-56514900,-180751300,719690350,-482424150
20230406,000080,-1255440800,199594600,1771187800,-715341600
20230407,000080,-394469950,0,392475650,1994300
20230410,000080,-363678750,46211950,1729277500,-1411810700
20230411,000080,-959915050,266050,-61416350,1021065350
20230412,000080,-240894250,2762800,2139673550,-1901542100
20230413,000080,-605689150,0,1829640600,-1223951450
20230414,000080,-1526935350,-16186150,330599600,1212521900
20230417,000080,-1353703250,11395500,3550940950,-2208633200
20230418,000080,-3058287500,-5423700,1910440250,1153270950
20230419,000080,-472473450,-19832700,-502454050,994760200
20230420,000080,-762472300,51989500,104843250,605639550
20230421,000080,-567368300,59623350,1648870400,-1141125450
20230424,000080,-276129500,44700,-992446650,1268531450
20230425,000080,-833593750,-932550,336363400,498162900
