date,ticker,open,high,low,close,volume
20201201,^GSPC,3645.8701171875,3678.449951171875,3645.8701171875,3662.449951171875,5418480000
20201201,^IXIC,12313.3603515625,12405.7900390625,12263.9296875,12355.1103515625,6512420000
20201201,^DJI,29797.5,30083.310546875,29797.5,29823.919921875,429510000
20201201,^VIX,20.209999084472656,20.920000076293945,20.0,20.770000457763672,0
20201201,KRW=X,1106.75,1108.5799560546875,1105.0799560546875,1108.510009765625,0
20201201,^SOX,2692.139892578125,2724.6201171875,2679.409912109375,2709.72998046875,0
20201201,^TNX,0.8569999933242798,0.9380000233650208,0.8569999933242798,0.9340000152587891,0
20201202,^GSPC,3653.780029296875,3670.9599609375,3644.840087890625,3669.010009765625,5041250000
20201202,^IXIC,12285.75,12360.0595703125,12217.349609375,12349.3701171875,5194960000
20201202,^DJI,29695.08984375,29902.509765625,29599.2890625,29883.7890625,385280000
20201202,^VIX,21.0,21.25,20.040000915527344,21.170000076293945,0
20201202,KRW=X,1104.7099609375,1106.0899658203125,1098.8699951171875,1106.280029296875,0
20201202,^SOX,2702.889892578125,2728.030029296875,2697.27001953125,2716.35009765625,0
20201202,^TNX,0.9229999780654907,0.9660000205039978,0.9200000166893005,0.9480000138282776,0
20201203,^GSPC,3668.280029296875,3682.72998046875,3657.169921875,3666.719970703125,5065340000
20201203,^IXIC,12369.259765625,12439.01953125,12356.990234375,12377.1796875,5209980000
20201203,^DJI,29920.830078125,30110.880859375,29877.26953125,29969.51953125,405680000
20201203,^VIX,21.239999771118164,21.8799991607666,20.719999313354492,21.280000686645508,0
20201203,KRW=X,1099.3199462890625,1100.9300537109375,1089.0799560546875,1099.3800048828125,0
20201203,^SOX,2730.260009765625,2745.909912109375,2713.610107421875,2716.14990234375,0
20201203,^TNX,0.9390000104904175,0.9409999847412109,0.9100000262260437,0.9200000166893005,0
20201204,^GSPC,3670.93994140625,3699.199951171875,3670.93994140625,3699.1201171875,5099620000
20201204,^IXIC,12399.3203125,12464.23046875,12376.4404296875,12464.23046875,5086900000
20201204,^DJI,29989.560546875,30218.259765625,29989.560546875,30218.259765625,356590000
20201204,^VIX,21.049999237060547,21.149999618530273,19.969999313354492,20.790000915527344,0
20201204,KRW=X,1091.3699951171875,1092.4300537109375,1079.4200439453125,1091.3199462890625,0
20201204,^SOX,2728.570068359375,2793.739990234375,2724.60009765625,2793.030029296875,0
20201204,^TNX,0.925000011920929,0.9860000014305115,0.9010000228881836,0.968999981880188,0
20201207,^GSPC,3694.72998046875,3697.409912109375,3678.8798828125,3691.9599609375,4804500000
20201207,^IXIC,12461.0,12536.23046875,12460.5498046875,12519.9501953125,4771820000
20201207,^DJI,30233.029296875,30233.029296875,29967.220703125,30069.7890625,365810000
20201207,^VIX,22.040000915527344,22.6200008392334,21.170000076293945,21.299999237060547,0
20201207,KRW=X,1083.780029296875,1087.550048828125,1079.550048828125,1083.780029296875,0
20201207,^SOX,2796.300048828125,2809.0400390625,2780.110107421875,2806.610107421875,0
20201207,^TNX,0.9480000138282776,0.9480000138282776,0.925000011920929,0.9279999732971191,0
