date,time,code,open,high,low,close,volume
20260922,1450,101730,4615.0,4630.0,4615.0,4615.0,1923
20260922,1500,101730,4615.0,4625.0,4600.0,4625.0,7458
20260922,1510,101730,4625.0,4645.0,4610.0,4630.0,11864
20260922,1530,101730,4630.0,4640.0,4625.0,4635.0,373
20260922,0900,042510,11170.0,11180.0,10960.0,10960.0,28572
20260922,0910,042510,10970.0,11130.0,10960.0,11060.0,14561
20260922,0920,042510,11090.0,11300.0,11090.0,11290.0,20071
20260922,0930,042510,11300.0,11310.0,11250.0,11250.0,9050
20260922,0940,042510,11250.0,11340.0,11190.0,11270.0,10017
20260922,0950,042510,11270.0,11350.0,11190.0,11300.0,10753
20260922,1000,042510,11310.0,11350.0,11300.0,11340.0,4110
20260922,1010,042510,11340.0,11340.0,11260.0,11300.0,6388
20260922,1020,042510,11300.0,11310.0,11210.0,11210.0,5068
20260922,1030,042510,11220.0,11250.0,11200.0,11230.0,1690
20260922,1040,042510,11220.0,11220.0,11040.0,11140.0,11427
20260922,1050,042510,11140.0,11140.0,11090.0,11090.0,716
20260922,1100,042510,11110.0,11110.0,11070.0,11070.0,2098
20260922,1110,042510,11080.0,11120.0,11070.0,11120.0,2056
20260922,1120,042510,11110.0,11130.0,11070.0,11080.0,4863
20260922,1130,042510,11080.0,11090.0,11030.0,11050.0,13224
20260922,1140,042510,11100.0,11150.0,11060.0,11110.0,3051
20260922,1150,042510,11120.0,11180.0,11110.0,11150.0,3972
20260922,1200,042510,11150.0,11170.0,11090.0,11090.0,2564
20260922,1210,042510,11080.0,11150.0,11080.0,11140.0,1161
20260922,1220,042510,11140.0,11140.0,11080.0,11120.0,3032
20260922,1230,042510,11120.0,11120.0,11050.0,11060.0,13057
20260922,1240,042510,11060.0,11140.0,11060.0,11100.0,2899
20260922,1250,042510,11100.0,11100.0,10970.0,10970.0,26233
20260922,1300,042510,10970.0,11010.0,10880.0,10930.0,19538
20260922,1310,042510,10920.0,10920.0,10880.0,10900.0,5310
20260922,1320,042510,10900.0,10970.0,10890.0,10950.0,1708
20260922,1330,042510,10920.0,10920.0,10700.0,10790.0,35524
20260922,1340,042510,10760.0,10840.0,10720.0,10720.0,6581
20260922,1350,042510,10720.0,10750.0,10660.0,10690.0,18257
20260922,1400,042510,10680.0,10730.0,10680.0,10710.0,10230
20260922,1410,042510,10710.0,10710.0,10600.0,10600.0,11912
20260922,1420,042510,10610.0,10620.0,10590.0,10600.0,10032
20260922,1430,042510,10610.0,10620.0,10600.0,10600.0,2825
20260922,1440,042510,10610.0,10630.0,10590.0,10620.0,6618
20260922,1450,042510,10620.0,10620.0,10590.0,10620.0,10378
20260922,1500,042510,10610.0,10650.0,10600.0,10650.0,15508
20260922,1510,042510,10640.0,10700.0,10630.0,10660.0,9156
20260922,1530,042510,10680.0,10690.0,10660.0,10670.0,1810
20260922,0900,411080,6250.0,6250.0,6090.0,6090.0,31583
20260922,0910,411080,6090.0,6370.0,6050.0,6240.0,35005
20260922,0920,411080,6230.0,6320.0,6230.0,6280.0,20086
20260922,0930,411080,6290.0,6320.0,6180.0,6240.0,24830
20260922,0940,411080,6240.0,6310.0,6240.0,6300.0,8138
20260922,0950,411080,6310.0,6350.0,6300.0,6330.0,9931
20260922,1000,411080,6330.0,6330.0,6300.0,6300.0,4978
20260922,1010,411080,6300.0,6440.0,6300.0,6400.0,32800
20260922,1020,411080,6400.0,6420.0,6330.0,6370.0,16601
20260922,1030,411080,6370.0,6370.0,6150.0,6240.0,31596
20260922,1040,411080,6250.0,6260.0,6240.0,6260.0,4313
20260922,1050,411080,6260.0,6300.0,6240.0,6240.0,3463
20260922,1100,411080,6250.0,6310.0,6240.0,6290.0,4354
20260922,1110,411080,6290.0,6300.0,6250.0,6270.0,3231
20260922,1120,411080,6270.0,6320.0,6270.0,6310.0,2067
20260922,1130,411080,6310.0,6320.0,6300.0,6320.0,5411
20260922,1140,411080,6310.0,6320.0,6300.0,6310.0,1779
20260922,1150,411080,6300.0,6340.0,6290.0,6300.0,1968
20260922,1200,411080,6300.0,6300.0,6250.0,6260.0,3572
20260922,1210,411080,6270.0,6270.0,6250.0,6260.0,936
20260922,1220,411080,6260.0,6260.0,6240.0,6240.0,1890
20260922,1230,411080,6240.0,6260.0,6230.0,6240.0,914
20260922,1240,411080,6240.0,6260.0,6240.0,6260.0,1147
20260922,1250,411080,6250.0,6270.0,6230.0,6230.0,2396
20260922,1300,411080,6230.0,6290.0,6200.0,6290.0,5360
20260922,1310,411080,6290.0,6290.0,6250.0,6270.0,1202
20260922,1320,411080,6270.0,6330.0,6250.0,6310.0,7536
20260922,1330,411080,6310.0,6310.0,6230.0,6250.0,3048
20260922,1340,411080,6250.0,6290.0,6250.0,6290.0,2189
20260922,1350,411080,6300.0,6320.0,6220.0,6250.0,7115
20260922,1400,411080,6250.0,6290.0,6220.0,6290.0,2561
20260922,1410,411080,6290.0,6330.0,6250.0,6250.0,3285
20260922,1420,411080,6240.0,6270.0,6230.0,6250.0,5285
20260922,1430,411080,6250.0,6270.0,6220.0,6250.0,3257
20260922,1440,411080,6240.0,6270.0,6240.0,6270.0,4732
20260922,1450,411080,6260.0,6300.0,6240.0,6270.0,5838
20260922,1500,411080,6270.0,6290.0,6260.0,6280.0,2203
20260922,1510,411080,6270.0,6360.0,6260.0,6320.0,13841
20260922,1530,411080,6330.0,6330.0,6310.0,6330.0,883
20260922,0900,0015N0,12280.0,12500.0,12250.0,12270.0,21803
20260922,0910,0015N0,12270.0,12410.0,12060.0,12320.0,34397
20260922,0920,0015N0,12280.0,12290.0,12180.0,12190.0,14159
20260922,0930,0015N0,12200.0,12250.0,12080.0,12140.0,14216
20260922,0940,0015N0,12130.0,12160.0,12020.0,12080.0,17896
20260922,0950,0015N0,12080.0,12180.0,12060.0,12130.0,20112
20260922,1000,0015N0,12090.0,12140.0,11990.0,11990.0,16621
20260922,1010,0015N0,11980.0,11990.0,11790.0,11790.0,48878
20260922,1020,0015N0,11790.0,11790.0,11600.0,11690.0,35992
20260922,1030,0015N0,11690.0,11750.0,11660.0,11710.0,10482
20260922,1040,0015N0,11710.0,11710.0,11600.0,11620.0,15330
20260922,1050,0015N0,11620.0,11650.0,11480.0,11480.0,38548
20260922,1100,0015N0,11480.0,11560.0,11460.0,11550.0,15363
20260922,1110,0015N0,11550.0,11650.0,11420.0,11490.0,26539
20260922,1120,0015N0,11490.0,11555.0,11450.0,11460.0,18403
20260922,1130,0015N0,11460.0,11470.0,11360.0,11440.0,17776
20260922,1140,0015N0,11440.0,11480.0,11380.0,11430.0,6978
20260922,1150,0015N0,11430.0,11510.0,11360.0,11470.0,13224
20260922,1200,0015N0,11470.0,11500.0,11460.0,11480.0,7546
20260922,1210,0015N0,11490.0,11490.0,11400.0,11410.0,8864
20260922,1220,0015N0,11410.0,11440.0,11400.0,11420.0,5688
20260922,1230,0015N0,11420.0,11590.0,11410.0,11580.0,15582
20260922,1240,0015N0,11510.0,11560.0,11450.0,11500.0,8306
20260922,1250,0015N0,11500.0,11500.0,11340.0,11380.0,27304
20260922,1300,0015N0,11380.0,11470.0,11330.0,11340.0,17564
20260922,1310,0015N0,11330.0,11480.0,11320.0,11420.0,17668
20260922,1320,0015N0,11410.0,11510.0,11380.0,11470.0,17384
20260922,1330,0015N0,11460.0,11480.0,11350.0,11400.0,23312
20260922,1340,0015N0,11400.0,11470.0,11350.0,11370.0,17971
20260922,1350,0015N0,11360.0,11390.0,11270.0,11300.0,28403
20260922,1400,0015N0,11300.0,11400.0,11230.0,11350.0,27234
20260922,1410,0015N0,11370.0,11440.0,11320.0,11350.0,28144
20260922,1420,0015N0,11350.0,11380.0,11290.0,11310.0,17333
20260922,1430,0015N0,11310.0,11580.0,11290.0,11490.0,31468
20260922,1440,0015N0,11490.0,11560.0,11360.0,11450.0,24406
20260922,1450,0015N0,11440.0,11490.0,11400.0,11410.0,13562
20260922,1500,0015N0,11430.0,11440.0,11320.0,11340.0,14009
20260922,1510,0015N0,11340.0,11490.0,11340.0,11410.0,14766
20260922,1530,0015N0,11400.0,11490.0,11400.0,11490.0,2040
20260922,0900,263860,17100.0,17180.0,16810.0,16810.0,13741
20260922,0910,263860,16820.0,17250.0,16700.0,17180.0,16881
20260922,0920,263860,17180.0,17440.0,17180.0,17400.0,12092
20260922,0930,263860,17390.0,17450.0,17380.0,17430.0,6663
20260922,0940,263860,17440.0,17510.0,17380.0,17450.0,8574
20260922,0950,263860,17450.0,17680.0,17430.0,17550.0,14214
20260922,1000,263860,17550.0,17940.0,17520.0,17680.0,24661
20260922,1010,263860,17650.0,17700.0,17610.0,17700.0,3266
20260922,1020,263860,17700.0,17750.0,17640.0,17660.0,2771
20260922,1030,263860,17690.0,17720.0,17640.0,17640.0,2679
20260922,1040,263860,17640.0,17660.0,17630.0,17640.0,2386
20260922,1050,263860,17640.0,17650.0,17540.0,17540.0,4028
20260922,1100,263860,17540.0,17610.0,17530.0,17560.0,2052
20260922,1110,263860,17550.0,17640.0,17550.0,17560.0,585
20260922,1120,263860,17570.0,17620.0,17530.0,17555.0,6028
20260922,1130,263860,17570.0,17590.0,17540.0,17560.0,1043
20260922,1140,263860,17560.0,17630.0,17560.0,17590.0,1900
20260922,1150,263860,17590.0,17620.0,17590.0,17590.0,464
20260922,1200,263860,17600.0,17620.0,17550.0,17560.0,4040
20260922,1210,263860,17560.0,17830.0,17560.0,17830.0,5737
20260922,1220,263860,17830.0,18000.0,17770.0,17960.0,10218
20260922,1230,263860,17960.0,17980.0,17690.0,17750.0,16575
20260922,1240,263860,17745.0,17750.0,17690.0,17700.0,1524
20260922,1250,263860,17700.0,17700.0,17560.0,17560.0,4520
20260922,1300,263860,17560.0,17580.0,17560.0,17560.0,527
20260922,1310,263860,17560.0,17580.0,17480.0,17520.0,4245
20260922,1320,263860,17520.0,17560.0,17480.0,17560.0,1434
20260922,1330,263860,17560.0,17570.0,17510.0,17540.0,992
20260922,1340,263860,17540.0,17540.0,17470.0,17480.0,1221
20260922,1350,263860,17480.0,17520.0,17460.0,17520.0,1610
20260922,1400,263860,17520.0,17620.0,17500.0,17590.0,1676
20260922,1410,263860,17590.0,17590.0,17520.0,17520.0,2155
20260922,1420,263860,17520.0,17570.0,17460.0,17490.0,2338
20260922,1430,263860,17470.0,17510.0,17450.0,17480.0,1501
20260922,1440,263860,17470.0,17670.0,17470.0,17620.0,3289
20260922,1450,263860,17620.0,17680.0,17610.0,17630.0,3294
20260922,1500,263860,17630.0,17860.0,17580.0,17790.0,7710
20260922,1510,263860,17780.0,17780.0,17650.0,17710.0,7567
20260922,1530,263860,17700.0,17780.0,17700.0,17740.0,1374
20260922,0900,224060,5110.0,5200.0,4955.0,4960.0,64143
20260922,0910,224060,4960.0,4960.0,4795.0,4810.0,68763
20260922,0920,224060,4810.0,4850.0,4740.0,4775.0,50887
20260922,0930,224060,4770.0,4790.0,4710.0,4740.0,35424
20260922,0940,224060,4740.0,4815.0,4740.0,4795.0,25483
20260922,0950,224060,4795.0,4960.0,4795.0,4860.0,34598
20260922,1000,224060,4855.0,4925.0,4825.0,4925.0,9980
20260922,1010,224060,4895.0,4970.0,4880.0,4880.0,24181
20260922,1020,224060,4885.0,4915.0,4785.0,4800.0,15978
20260922,1030,224060,4805.0,4815.0,4730.0,4760.0,21307
20260922,1040,224060,4770.0,4810.0,4760.0,4795.0,6719
20260922,1050,224060,4795.0,4805.0,4770.0,4775.0,3629
20260922,1100,224060,4775.0,4795.0,4765.0,4770.0,2909
20260922,1110,224060,4765.0,4785.0,4725.0,4740.0,11415
20260922,1120,224060,4760.0,4800.0,4725.0,4800.0,5617
20260922,1130,224060,4750.0,4815.0,4740.0,4765.0,3122
20260922,1140,224060,4765.0,4805.0,4755.0,4765.0,2019
20260922,1150,224060,4750.0,4780.0,4750.0,4755.0,1674
20260922,1200,224060,4760.0,4785.0,4760.0,4785.0,2781
20260922,1210,224060,4780.0,4790.0,4745.0,4755.0,6317
20260922,1220,224060,4755.0,4755.0,4700.0,4740.0,20097
20260922,1230,224060,4740.0,4755.0,4730.0,4755.0,3411
20260922,1240,224060,4755.0,4760.0,4700.0,4745.0,8933
20260922,1250,224060,4745.0,4750.0,4720.0,4740.0,756
20260922,1300,224060,4740.0,4745.0,4700.0,4745.0,11129
20260922,1310,224060,4740.0,4790.0,4710.0,4790.0,5416
20260922,1320,224060,4785.0,4785.0,4710.0,4710.0,3099
20260922,1330,224060,4710.0,4740.0,4710.0,4730.0,8978
20260922,1340,224060,4735.0,4770.0,4715.0,4715.0,7176
20260922,1350,224060,4715.0,4715.0,4245.0,4245.0,83003
20260922,1400,224060,4170.0,4245.0,4060.0,4210.0,128140
20260922,1410,224060,4210.0,4495.0,4210.0,4455.0,61229
20260922,1420,224060,4455.0,4480.0,4205.0,4220.0,36186
20260922,1430,224060,4225.0,4300.0,4160.0,4290.0,30843
20260922,1440,224060,4255.0,4400.0,4255.0,4385.0,21300
20260922,1450,224060,4385.0,4385.0,4320.0,4335.0,7525
20260922,1500,224060,4345.0,4350.0,4210.0,4230.0,12092
20260922,1510,224060,4230.0,4235.0,4180.0,4200.0,15788
20260922,1530,224060,4205.0,4220.0,4200.0,4220.0,1326
20260922,0900,117670,11250.0,11520.0,11240.0,11520.0,2484
20260922,0910,117670,11510.0,11570.0,11280.0,11340.0,3160
20260922,0920,117670,11350.0,11430.0,11280.0,11380.0,2246
20260922,0930,117670,11430.0,11480.0,11400.0,11470.0,3398
20260922,0940,117670,11470.0,11550.0,11400.0,11530.0,2605
20260922,0950,117670,11560.0,11560.0,11390.0,11460.0,2164
20260922,1000,117670,11430.0,11490.0,11430.0,11460.0,1632
20260922,1010,117670,11460.0,11460.0,11380.0,11380.0,676
20260922,1020,117670,11370.0,11380.0,11320.0,11380.0,707
20260922,1030,117670,11380.0,11380.0,11290.0,11300.0,2753
20260922,1040,117670,11300.0,11510.0,11280.0,11410.0,3125
20260922,1050,117670,11410.0,11420.0,11410.0,11420.0,39
20260922,1100,117670,11380.0,11430.0,11270.0,11370.0,751
20260922,1110,117670,11370.0,11380.0,11300.0,11310.0,767
20260922,1120,117670,11290.0,11290.0,11250.0,11250.0,2703
20260922,1130,117670,11250.0,11350.0,11110.0,11350.0,2329
20260922,1140,117670,11350.0,11350.0,11310.0,11330.0,532
20260922,1150,117670,11330.0,11330.0,11270.0,11280.0,131
20260922,1200,117670,11270.0,11340.0,11230.0,11340.0,4353
20260922,1210,117670,11340.0,11620.0,11340.0,11620.0,1318
20260922,1220,117670,11620.0,11620.0,11470.0,11470.0,909
20260922,1230,117670,11470.0,11480.0,11450.0,11450.0,508
20260922,1240,117670,11430.0,11430.0,11430.0,11430.0,226
20260922,1250,117670,11430.0,11430.0,11430.0,11430.0,1
20260922,1300,117670,11400.0,11410.0,11280.0,11280.0,2673
20260922,1310,117670,11280.0,11430.0,11220.0,11360.0,6187
20260922,1320,117670,11330.0,11510.0,11300.0,11360.0,3075
20260922,1330,117670,11360.0,11440.0,11260.0,11280.0,1274
20260922,1340,117670,11390.0,11390.0,11270.0,11270.0,529
20260922,1350,117670,11270.0,11290.0,11260.0,11270.0,703
20260922,1400,117670,11260.0,11270.0,11240.0,11240.0,403
20260922,1410,117670,11270.0,11310.0,11260.0,11310.0,2067
20260922,1420,117670,11310.0,11330.0,11220.0,11320.0,433
20260922,1430,117670,11300.0,11300.0,11270.0,11280.0,9
20260922,1440,117670,11280.0,11280.0,11250.0,11250.0,27
20260922,1450,117670,11240.0,11250.0,11230.0,11240.0,455
20260922,1500,117670,11230.0,11240.0,11180.0,11230.0,2792
20260922,1510,117670,11190.0,11220.0,11190.0,11200.0,1539
20260922,1530,117670,11190.0,11200.0,11190.0,11200.0,55
20260922,0900,003350,15200.0,16110.0,15120.0,16090.0,184070
20260922,0910,003350,16100.0,16120.0,15600.0,15660.0,78810
20260922,0920,003350,15680.0,15790.0,15270.0,15420.0,53261
20260922,0930,003350,15440.0,15450.0,15270.0,15280.0,38168
20260922,0940,003350,15290.0,15400.0,15250.0,15310.0,21963
20260922,0950,003350,15310.0,15340.0,15230.0,15340.0,23634
20260922,1000,003350,15340.0,15410.0,15140.0,15150.0,24801
20260922,1010,003350,15140.0,15230.0,15090.0,15110.0,26817
20260922,1020,003350,15110.0,15220.0,15100.0,15200.0,12465
20260922,1030,003350,15190.0,15300.0,15160.0,15200.0,12859
20260922,1040,003350,15180.0,15200.0,15110.0,15110.0,11208
20260922,1050,003350,15120.0,15130.0,14960.0,15000.0,30154
20260922,1100,003350,15000.0,15080.0,14830.0,15040.0,34772
20260922,1110,003350,15000.0,15280.0,14930.0,15260.0,22392
20260922,1120,003350,15260.0,15270.0,15070.0,15130.0,8796
20260922,1130,003350,15220.0,15230.0,15070.0,15170.0,6685
20260922,1140,003350,15190.0,15230.0,15090.0,15190.0,5142
20260922,1150,003350,15200.0,15230.0,15120.0,15180.0,10291
20260922,1200,003350,15190.0,15220.0,15130.0,15180.0,6777
20260922,1210,003350,15130.0,15210.0,15090.0,15110.0,5278
20260922,1220,003350,15110.0,15190.0,15090.0,15120.0,4045
20260922,1230,003350,15120.0,15170.0,15060.0,15120.0,9519
20260922,1240,003350,15120.0,15140.0,15060.0,15110.0,6281
20260922,1250,003350,15060.0,15100.0,15010.0,15050.0,13422
20260922,1300,003350,15050.0,15130.0,14990.0,15050.0,24866
20260922,1310,003350,15050.0,15070.0,14990.0,14990.0,17677
20260922,1320,003350,15050.0,15100.0,14970.0,14970.0,16241
20260922,1330,003350,14970.0,15090.0,14970.0,15010.0,11529
20260922,1340,003350,15020.0,15090.0,14960.0,15030.0,11401
20260922,1350,003350,15020.0,15050.0,14970.0,15020.0,7121
20260922,1400,003350,15020.0,15100.0,15000.0,15050.0,11339
