date,us_sp500,us_nasdaq,us_dow,us_sox,us_vix_chg,us_vix_level,fx_krw,kr_vol20,kr_breadth5,kr_ret5,flow_foreign,flow_inst,flow_indiv,result_c2c,result_o2c,result_breadth,us_tnx_level,us_tnx_chg
20210222,-0.1855,0.0656,0.0031,2.4364,-1.9564,22.05,0.1512,1.3196,45.86,1.8178,-36.7873,-10.648,52.5647,-0.2673,-0.7527,33.47,0.135,4.5066
20210223,-0.7733,-2.4607,0.0869,-3.7677,6.3492,23.45,-0.2061,1.2938,38.94,-0.2425,-21.9262,-28.5211,49.5528,-1.0764,-0.2947,26.14,0.137,1.8587
20210224,0.1256,-0.5014,0.0497,-0.5845,-1.4499,23.11,0.6096,1.3174,34.26,-1.9569,-40.7112,36.7907,22.4981,-3.2029,-3.3812,9.43,0.136,-0.5839
20210225,1.1352,0.986,1.3461,3.2381,-7.659,21.34,-0.1224,1.4497,25.98,-5.8635,52.4085,-9.6323,37.9592,2.5147,0.9422,87.35,0.139,1.9824
20210226,-2.4479,-3.5192,-1.7516,-5.7976,35.3796,28.89,-0.1893,1.5633,37.95,-2.4377,25.6529,24.6609,-49.6862,-2.1028,0.2682,15.22,0.152,9.2873
20210302,2.3791,3.0054,1.9499,3.3084,-16.458,23.35,0.3789,1.6232,34.32,-4.1347,-35.9908,-14.3059,49.7033,0.705,-0.8881,55.09,0.145,-0.9589
20210303,-0.8081,-1.6929,-0.4566,-3.0977,3.212,24.1,-1.9174,1.5513,38.65,-3.1624,18.3732,32.3652,-49.2616,1.2736,1.4563,69.94,0.141,-2.1438
20210304,-1.3066,-2.7026,-0.3868,-3.1052,10.6639,26.67,2.0421,1.3602,47.41,-0.8124,-3.1314,51.4222,-45.4463,-0.0785,0.4365,37.17,0.147,3.8869
20210305,-1.3417,-2.1102,-1.1063,-4.8377,7.1241,28.57,0.4598,1.3014,52.96,2.312,-21.7467,-28.3719,49.8814,-0.296,0.585,32.8,0.155,5.4422
20210308,1.9496,1.5458,1.8502,3.1473,-13.6857,24.66,0.3409,1.2674,42.05,-0.4986,-17.8523,-31.9007,50.247,-1.0066,-1.6681,27.91,0.155,0.2581
20210309,-0.5359,-2.407,0.972,-5.4096,3.2847,25.47,-0.517,1.2587,44.58,0.5976,-19.9403,-28.6944,51.3653,-0.8573,-0.7414,29.87,0.16,2.7027
20210310,1.4155,3.6851,0.0953,6.1337,-5.6537,24.03,1.1299,1.2701,39.54,-0.9648,-43.3666,20.9353,35.6981,-0.7436,-1.8185,25.38,0.155,-3.1328
20210311,0.603,-0.0382,1.4585,-1.8038,-6.1174,22.56,-0.4666,1.2726,30.63,-2.982,20.9636,-50.226,28.8105,1.5465,1.2553,73.85,0.152,-1.6818
20210312,1.0395,2.5239,0.5839,4.0916,-2.8812,21.91,0.0969,1.3221,37.96,-1.357,50.1503,-16.7243,-33.1254,1.9219,1.088,80.71,0.153,0.4605
20210315,0.1015,-0.5882,0.9021,-1.069,-5.5682,20.69,-0.5607,1.39,47.54,0.8608,35.6151,13.8398,-50.5451,0.7186,0.3129,53.38,0.163,7.0727
20210316,0.6492,1.0499,0.5333,2.2583,-3.1899,20.03,0.4302,1.3861,52.64,2.586,-24.0121,-26.1467,49.8412,0.9892,0.5102,62.03,0.161,-1.7125
20210317,-0.157,0.0881,-0.3869,1.2622,-1.1982,19.79,-0.2741,1.3458,59.07,4.4325,1.6187,54.3269,-44.0544,0.4651,0.2302,46.39,0.162,0.8712
20210318,0.2879,0.3981,0.577,1.2246,-2.8297,19.23,-0.137,1.3423,63.27,5.6413,-25.1472,-24.7004,50.1524,0.6375,0.1527,55.45,0.164,1.2338
20210319,-1.4761,-3.0242,-0.4636,-4.2376,12.2205,21.58,-0.7709,1.3406,59.59,4.7324,36.1238,14.2656,-49.6106,0.2632,1.3452,43.1,0.173,5.4235
20210322,-0.0603,0.7553,-0.7131,1.181,-2.9194,20.95,0.4442,1.3254,52.07,3.0736,-17.1411,-32.4864,50.3725,0.143,-0.3493,40.92,0.173,0.1156
20210323,0.7025,1.2281,0.3164,2.1977,-9.8807,18.88,0.1217,1.3214,49.58,2.4981,-49.7504,-0.3783,49.8713,-1.2389,-1.5705,21.67,0.168,-2.7714
20210324,-0.7631,-1.1201,-0.9411,-2.708,7.5212,20.3,-0.2093,1.3507,41.5,0.27,-23.2116,-26.2524,50.5361,0.4758,0.8624,49.41,0.164,-2.7316
20210325,-0.5467,-2.0095,-0.0095,-1.3439,4.4335,21.2,0.7181,1.3294,42.11,0.2806,-26.5597,-23.1876,50.2527,0.2787,0.4275,45.59,0.161,-1.4652
20210326,0.524,0.1218,0.6151,0.2001,-6.5566,19.81,0.113,1.0913,40.14,-0.0782,-32.4547,-17.454,50.0913,0.6227,0.172,51.42,0.161,0.0
20210329,1.6631,1.241,1.39,4.9462,-4.7956,18.86,-0.0238,0.9686,41.8,0.2813,37.9505,14.0583,-47.9912,0.0505,-0.324,41.44,0.166,2.8501
20210330,-0.0868,-0.6019,0.2978,-1.6628,9.9682,20.74,-0.551,0.8159,41.91,0.1888,0.6722,-49.3455,49.9823,0.9422,0.5155,59.32,0.172,3.6747
20210331,-0.3158,-0.1092,-0.3148,-0.33,-5.4484,19.61,0.3271,0.8235,49.44,2.3699,30.064,20.6099,-49.326,0.3968,0.0633,44.21,0.173,0.2905
20210401,0.3622,1.5445,-0.2583,2.6405,-1.0709,19.4,0.0592,0.7935,48.4,2.2908,-23.6271,-26.0208,50.352,0.6446,0.2329,51.77,0.175,1.1588
20210402,1.1825,1.7607,0.5205,3.6874,-10.6701,17.33,-0.4522,0.7937,49.63,2.6568,49.9451,-10.8035,-39.2514,0.6252,0.1857,48.33,0.168,-3.8373
20210405,,,,,,17.33,0.0763,0.7846,49.01,2.6592,29.947,20.1286,-49.9244,0.6417,0.2822,53.4,0.168,
20210406,1.4438,1.6727,1.128,2.0141,3.3468,17.91,0.0647,0.7225,51.41,3.2505,20.2185,-49.5076,30.2739,0.1377,-0.3219,39.74,0.172,2.4419
20210407,-0.0974,-0.0526,-0.2892,-1.1899,1.1725,18.12,-0.4146,0.6644,47.49,2.446,41.0646,-46.9554,11.9801,0.8607,0.6601,56.0,0.166,-3.7209
20210408,0.1475,-0.0696,0.0479,0.011,-5.298,17.16,-0.588,0.6066,49.85,2.9099,47.9108,-40.53,-11.5592,0.8003,0.477,52.5,0.165,-0.1812
20210409,0.4221,1.0262,0.1713,1.0654,-1.2238,16.95,0.0322,0.5661,49.99,3.0656,11.7517,-50.2714,37.9769,0.888,0.5486,57.42,0.163,-1.2704
20210412,0.772,0.5125,0.8866,-0.2039,-1.5339,16.69,-0.1807,0.4756,51.81,3.3284,-11.6098,-38.8417,49.5485,0.931,0.4387,53.24,0.167,2.0833
20210413,-0.0196,-0.3611,-0.1633,-1.0988,1.3182,16.91,0.5574,0.4834,51.78,3.6177,-22.2058,-27.9634,49.8309,0.5843,0.3119,51.98,0.167,0.5402
20210414,0.3294,1.0549,-0.2019,-0.1728,-1.5376,16.65,0.213,0.4699,54.23,4.0643,47.118,2.8209,-50.0611,0.7546,0.3235,52.4,0.162,-3.1045
20210415,-0.4088,-0.9878,0.1592,-1.1935,2.042,16.99,-0.3344,0.4743,53.51,3.9582,16.8622,33.0657,-50.0721,-0.2162,-0.3296,37.13,0.164,0.9242
20210416,1.1094,1.3055,0.9045,1.7876,-2.472,16.57,-0.4087,0.4955,50.43,2.9417,19.235,-50.0704,30.6946,0.7633,0.36,53.05,0.153,-6.5934
20210419,0.3609,0.0967,0.4839,-0.5579,-1.9312,16.25,-0.0394,0.499,49.56,2.817,21.3987,-37.3794,41.2219,0.6077,0.2378,49.27,0.157,2.8105
20210420,-0.5307,-0.979,-0.3598,-2.5231,6.4,17.29,-0.0018,0.4948,48.77,2.4938,-40.5827,-13.253,46.1643,0.8553,0.7544,59.92,0.16,1.78
20210421,-0.6802,-0.9235,-0.7522,-1.5632,8.0393,18.68,-0.1058,0.3061,50.35,2.7648,51.9788,-1.7093,-46.3119,-0.4707,-0.493,28.78,0.156,-2.436
20210422,0.9306,1.1892,0.9343,2.7494,-6.3169,17.5,0.1472,0.3825,45.63,1.5395,-25.8075,-23.6323,50.5602,0.6095,0.1327,50.0,0.156,0.128
20210423,-0.9211,-0.9449,-0.9415,-2.3098,6.9143,18.71,-0.0403,0.3782,48.2,2.3652,-19.7639,-31.9091,48.3271,0.1518,0.3144,41.27,0.155,-0.6394
20210426,1.0929,1.4358,0.673,2.0366,-7.3757,17.33,0.2626,0.3876,45.85,1.7537,-9.2849,-40.4334,50.2817,0.7255,0.3223,55.71,0.157,0.8366
20210427,0.1782,0.8702,-0.1819,1.6666,1.7888,17.64,-0.3987,0.3737,47.14,1.8715,51.5292,-5.2743,-43.1965,-0.0092,-0.2689,39.28,0.157,0.1914
20210428,-0.0215,-0.3435,0.0099,-0.7584,-0.4535,17.56,-0.4398,0.3827,43.01,1.007,-29.295,-10.8395,59.8655,-1.4889,-1.5854,19.36,0.162,3.3121
20210429,-0.0846,-0.2781,-0.4842,-1.4608,-1.5945,17.28,0.2632,0.5809,41.13,-0.0112,-24.8729,-23.7557,51.3714,-0.0586,-0.2763,35.51,0.162,-0.1233
20210430,0.6763,0.2243,0.7096,0.7554,1.9097,17.61,-0.3138,0.5875,38.23,-0.6793,-9.415,-38.0782,52.5068,-0.5634,-0.7915,32.66,0.164,1.2346
20210503,-0.7195,-0.8512,-0.5446,-2.9199,5.6786,18.61,-0.1831,0.6194,36.5,-1.3946,-34.87,-14.0153,51.1147,-0.9146,-0.8756,34.35,0.163,-0.5488
20210504,0.2748,-0.4839,0.7037,-1.1454,-1.612,18.31,0.9154,0.6704,32.23,-3.0347,-37.6337,-12.3046,50.0617,0.0348,0.1372,46.43,0.161,-1.4715
20210506,0.0703,-0.3747,0.2851,0.614,-1.694,19.15,0.4025,0.6716,33.66,-2.9908,-12.3139,47.0227,-40.6635,1.1844,1.2316,65.33,0.158,-0.5025
20210507,0.8165,0.3712,0.9296,0.767,-3.9687,18.39,-0.0818,0.69,42.86,-0.3175,-48.2475,22.5525,29.1999,0.9683,0.5397,64.77,0.156,-1.452
20210510,0.7373,0.8758,0.6635,1.494,-9.2441,16.69,-0.4093,0.6975,48.71,0.7094,-42.6104,52.6968,-4.6928,1.3229,0.755,66.92,0.158,1.025
20210511,-1.0436,-2.5478,-0.1005,-4.6568,17.7951,19.66,-0.6629,0.7229,55.56,2.5958,7.7656,42.5614,-49.673,-0.3333,0.1798,37.21,0.16,1.5853
20210512,-0.8674,-0.0928,-1.3633,0.3,11.0885,21.84,0.3211,0.7192,56.13,3.1771,-28.1381,-20.6415,51.2204,-1.1203,-1.1807,21.95,0.162,1.3733
20210513,-2.1449,-2.6719,-1.9887,-4.1956,26.3278,27.59,0.2411,0.7708,51.24,2.022,-44.3017,-5.4187,50.2796,-1.4481,0.3419,20.64,0.17,4.3719
20210514,1.2173,0.716,1.2915,1.5008,-16.1653,23.13,1.1956,0.8302,42.3,-0.6105,-45.7468,-4.1964,50.0568,0.9454,0.1725,60.18,0.167,-1.5929
20210517,1.4918,2.3237,1.0602,3.0229,-18.677,18.81,-0.5214,0.8513,41.38,-0.6334,-48.1486,10.0933,41.7581,-0.5113,-1.1287,33.06,0.163,-1.9784
20210518,-0.253,-0.3792,-0.158,-0.8986,4.8379,19.72,-0.0151,0.846,34.61,-2.4677,-43.8784,-6.9122,49.2094,0.8038,0.8072,62.09,0.164,0.3058
20210520,-0.2943,-0.0293,-0.4833,1.9845,3.9363,22.18,-0.7371,0.8539,39.58,-1.3305,-13.3359,50.0534,-36.6107,0.1765,0.3149,44.63,0.168,2.497
20210521,1.0555,1.7745,0.555,2.6389,-6.8079,20.67,0.2866,0.8338,44.12,-0.0338,-29.1796,-19.4064,51.414,-0.7412,-1.2004,28.39,0.163,-2.9115
20210524,-0.0784,-0.4784,0.3629,-0.4569,-2.5157,20.15,-0.2937,0.8435,45.67,0.6731,-50.4712,23.8917,25.637,-1.5578,-1.4695,22.43,0.163,-0.1224
20210525,0.9911,1.4118,0.5441,2.3223,-8.6849,18.4,-0.0231,0.8942,38.12,-1.8301,-48.6713,-2.8381,48.4906,1.3357,0.983,69.43,0.161,-1.4706
20210526,-0.2125,-0.0293,-0.237,0.3743,2.3913,18.84,-0.4082,0.9479,45.39,0.0169,10.6637,39.0995,-50.2368,0.8733,0.5664,59.83,0.156,-2.7363
20210527,0.1877,0.5919,0.0309,0.2013,-7.8556,17.36,-0.0722,0.9546,44.94,0.0863,-2.742,56.3107,-40.9473,0.8056,0.471,55.62,0.157,0.6394
20210528,0.1165,-0.0125,0.4125,0.5823,-3.5714,16.74,-0.5226,0.9729,47.14,0.7154,-30.3505,50.7074,-18.9421,1.0501,0.6355,63.22,0.161,2.2872
20210531,0.0769,0.0907,0.188,0.8638,0.1195,16.76,0.1596,0.9372,54.11,2.5067,4.9215,44.8637,-50.2148,1.0664,0.6049,56.43,0.158,-1.8012
20210601,,,,,,16.76,-0.3983,0.9587,60.91,5.131,32.534,-49.821,17.6451,0.6865,0.3053,56.34,0.158,
20210602,-0.0492,-0.0892,0.1328,-0.3841,6.8019,17.9,-0.5275,0.9496,58.29,4.4819,-6.6422,50.0363,-43.3215,0.3727,0.0669,48.66,0.162,2.1505
20210603,0.1447,0.1445,0.0725,0.7139,-2.3464,17.48,0.0208,0.9127,56.06,3.9813,-7.8387,-40.359,51.8023,0.6996,0.4215,54.99,0.159,-1.4861
20210604,-0.3629,-1.0309,-0.0675,-1.8076,3.2037,18.04,0.2412,0.9147,55.93,3.8753,23.0362,27.3496,-49.6142,0.167,0.2325,40.85,0.163,2.137
20210607,0.8834,1.4689,0.5187,2.3876,-8.98,16.42,0.5009,0.8938,51.45,2.9923,7.6734,-49.3866,42.9401,0.1678,-0.3697,40.7,0.156,-4.0
20210608,-0.0797,0.4867,-0.363,-0.6994,0.0,16.42,-0.5164,0.8798,48.31,2.0937,-48.4439,23.328,28.2282,-0.3337,-0.4902,35.49,0.157,0.5769
20210609,0.0175,0.3111,-0.0878,-0.6404,3.9586,17.07,-0.0325,0.8512,44.14,1.0734,-35.726,54.4933,-9.7807,-0.1639,-0.4145,32.87,0.153,-2.6131
20210610,-0.1824,-0.0945,-0.4413,-0.4017,4.8037,17.89,0.6824,0.8472,40.98,0.5369,-24.4902,-25.1771,50.3327,0.1386,0.1032,49.17,0.149,-2.5524
20210611,0.4652,0.7805,0.0554,1.1946,-10.0056,16.1,-0.043,0.7946,39.82,-0.0242,48.2884,-49.7819,1.9297,0.5452,0.1072,54.37,0.146,-2.0148
20210614,0.1948,0.3501,0.0388,0.4333,-2.795,15.65,-0.4613,0.6973,42.52,0.354,10.6891,36.8093,-52.5016,0.3334,0.0015,46.35,0.146,0.2056
20210615,0.1815,0.7443,-0.249,1.4106,4.7284,16.39,0.3861,0.6828,43.65,0.5197,-2.2254,-46.8795,50.895,0.2879,0.1183,44.36,0.15,2.6676
20210616,-0.2012,-0.7145,-0.2745,-0.9019,3.8438,17.02,0.069,0.6573,45.43,1.1413,-37.5463,-7.935,54.5187,0.6836,0.59,55.43,0.15,-0.1333
20210617,-0.539,-0.2358,-0.7745,-0.774,6.6392,18.15,-0.026,0.6535,49.94,1.9888,46.2952,2.1429,-51.5619,0.259,0.4037,45.94,0.157,4.6698
20210618,-0.0436,0.8666,-0.6177,0.9591,-2.2039,17.75,1.4265,0.6528,49.29,2.1092,-10.904,-38.3909,50.7051,0.656,0.3729,51.17,0.151,-3.6966
20210621,-1.3124,-0.9248,-1.5769,-2.4414,16.6197,20.7,0.1405,0.6072,48.65,2.2199,-43.2911,-5.9111,50.7979,-0.9151,-0.3683,23.85,0.145,-4.0371
20210622,1.4002,0.7919,1.763,0.6083,-13.5749,17.89,0.0626,0.512,44.15,0.9715,-22.74,-26.987,50.273,0.618,0.0979,54.85,0.148,2.3448
20210623,0.5124,0.7905,0.2025,0.4237,-6.8753,16.66,-0.3447,0.4712,46.25,1.3015,45.3619,-8.5593,-46.0788,-0.3193,-0.6197,33.4,0.147,-0.8086
20210624,-0.1083,0.1295,-0.2102,0.3701,-2.0408,16.32,0.192,0.4829,41.84,0.2985,38.5879,17.0687,-44.3434,-0.0286,-0.2889,40.73,0.149,1.019
20210625,0.5811,0.6865,0.9523,1.7697,-2.1446,15.97,0.0088,0.4769,40.8,0.011,-51.9515,18.0964,29.9521,0.6473,0.2752,55.46,0.149,0.0
20210628,0.3331,-0.0649,0.6931,-0.3786,-2.1916,15.62,-0.1598,0.4526,41.66,0.0023,16.7853,34.6969,-48.5178,0.7801,0.3675,56.94,0.154,3.2952
20210629,0.2315,0.9757,-0.4373,2.5192,0.8963,15.76,-0.4829,0.4315,48.28,1.6975,-5.2339,-43.0064,51.7597,0.0379,-0.2406,40.44,0.148,-3.776
20210630,0.0277,0.1919,0.0263,0.7743,1.6497,16.02,0.3288,0.4228,45.39,1.1175,5.8486,-40.5876,53.5638,0.6845,0.3876,53.03,0.148,0.1353
20210701,0.1328,-0.1678,0.613,-0.1063,-1.186,15.83,0.1302,0.4333,49.32,2.1213,53.1663,0.4782,-46.3555,0.2122,-0.0422,40.81,0.144,-2.5
20210702,0.5222,0.1271,0.3797,-1.5021,-2.211,15.48,-0.0805,0.4207,49.34,2.362,-15.8825,-35.0598,49.0577,0.0847,-0.1587,40.37,0.148,2.5641
20210705,0.75,0.8053,0.4412,0.6303,-2.6486,15.07,0.2488,0.4217,46.32,1.7995,-22.3586,-26.924,50.7174,0.5023,0.1573,50.21,0.143,-3.3108
20210706,,,,,,15.07,-0.2331,0.4259,44.97,1.5216,16.8477,33.7457,-49.4066,0.3494,0.212,49.11,0.143,
20210707,-0.2022,0.1661,-0.6008,-0.2386,9.0909,16.44,-0.0292,0.4058,46.7,1.8331,45.8209,8.2434,-45.9357,-0.1846,-0.1889,31.16,0.137,-4.2628
20210708,0.3359,0.0097,0.302,-1.3963,-1.4599,16.2,0.5348,0.407,42.33,0.964,-7.4366,-42.1029,50.4605,-1.5454,-1.6459,16.02,0.132,-3.5766
20210709,-0.8561,-0.7179,-0.7493,-1.1932,17.2839,19.0,0.4439,0.5676,37.37,-0.7936,-23.3407,-26.9639,49.6954,-0.9268,0.0585,24.48,0.129,-2.4981
20210712,1.1278,0.9762,1.3022,1.7246,-14.8421,16.18,0.505,0.6099,34.2,-1.8051,-36.2687,-14.0594,49.6719,1.2573,0.856,69.67,0.136,5.2795
20210713,0.3451,0.213,0.3614,1.2387,-0.0618,16.17,-0.1719,0.6581,38.09,-1.0501,-21.5271,55.0515,-23.4214,0.8783,0.5317,67.58,0.136,0.5162
20210714,-0.3517,-0.3773,-0.3069,-0.5481,5.8751,17.12,-0.2805,0.6763,41.78,-0.5213,29.3675,21.9642,-48.6684,0.0617,0.0377,37.76,0.141,3.8151
20210715,0.1165,-0.2228,0.1274,-0.3523,-4.6145,16.33,0.666,0.667,43.1,-0.275,-16.5304,-31.7081,51.7615,0.632,0.3111,54.5,0.136,-4.1696
20210716,-0.3262,-0.6953,0.154,-2.172,4.1641,17.01,-0.4605,0.6748,50.8,1.9024,27.7844,21.3561,-50.8595,-0.2295,-0.1165,36.28,0.13,-4.351
20210719,-0.7539,-0.7969,-0.8551,-2.2466,8.4656,18.45,-0.2877,0.6708,53.16,2.5997,-6.4094,-42.2097,51.3808,-0.6879,-0.4439,25.91,0.13,0.2313
20210720,-1.587,-1.0554,-2.0924,0.0655,21.9512,22.5,0.121,0.6547,44.41,0.6545,-22.5323,-26.4509,51.0167,-0.6524,0.6875,25.98,0.118,-9.1538
20210721,1.5163,1.5685,1.6193,1.3801,-12.3111,19.73,0.7508,0.6669,36.09,-0.8761,-46.6278,39.1582,14.214,-0.2763,-0.8911,31.37,0.121,2.3709
20210722,0.8242,0.9178,0.8287,3.0649,-9.2245,17.91,-0.2252,0.6657,34.81,-1.2142,-30.8835,-19.8212,49.2953,0.655,0.2384,56.3,0.128,5.8726
20210723,0.2017,0.3598,0.0729,-0.8918,-1.2284,17.69,0.1054,0.6767,35.17,-1.1911,12.9834,37.4433,-49.5732,0.585,0.2858,51.64,0.126,-1.1719
20210726,1.0145,1.0378,0.684,0.6332,-2.7699,17.2,0.1062,0.6744,38.24,-0.3766,51.6671,2.2898,-46.0431,-0.5949,-1.0494,25.27,0.129,1.6601
20210727,0.2382,0.0251,0.236,-0.0957,2.2093,17.58,0.1052,0.6727,38.11,-0.2836,-28.4229,-20.9664,50.6107,0.3126,0.1619,51.1,0.128,-0.7776
20210728,-0.4712,-1.2138,-0.2441,-1.86,10.1251,19.36,0.0556,0.6753,43.14,0.6814,-6.1326,50.4637,-43.4036,-0.6362,-0.3804,26.15,0.123,-3.2915
20210729,-0.0186,0.6957,-0.3639,1.7562,-5.4236,18.31,0.1563,0.6752,42.09,0.3215,-48.3413,14.1904,37.4683,0.5541,0.2181,55.3,0.126,2.188
20210730,0.4206,0.1062,0.4397,1.8576,-3.3315,17.7,-0.3598,0.6848,41.89,0.2206,-33.5306,57.8833,-8.5861,-0.8608,-1.0444,23.41,0.127,0.6344
20210802,-0.5406,-0.7144,-0.4249,0.6987,3.0508,18.24,-0.6342,0.71,36.25,-1.2252,-27.1213,-23.0961,49.7826,0.0113,-0.0617,40.66,0.124,-2.3641
20210803,-0.1843,0.0572,-0.2785,0.6245,6.6886,19.46,0.7714,0.6992,39.32,-0.619,-3.9473,49.9926,-46.0601,-0.4646,-0.5334,33.74,0.117,-5.2462
20210804,0.8203,0.5464,0.7987,0.5676,-7.297,18.04,-0.119,0.6976,35.85,-1.3962,49.1245,-7.0374,-43.838,1.4183,1.1809,77.0,0.118,0.1704
20210805,-0.4632,0.1303,-0.9219,1.1847,-0.388,17.97,-0.0853,0.772,46.02,0.6582,25.8509,24.4067,-49.7423,1.0183,0.7802,64.54,0.118,0.6803
20210806,0.6005,0.7753,0.7806,-0.362,-3.8397,17.28,-0.3935,0.7201,47.87,1.1224,28.3557,21.594,-50.0503,-0.0273,-0.2761,37.53,0.122,2.7872
20210809,0.1675,-0.3985,0.4114,-0.3624,-6.5394,16.15,-0.0822,0.6815,50.69,1.9559,12.9966,-47.2937,39.7097,-0.5178,-0.5856,29.37,0.129,5.9984
20210810,-0.094,0.1646,-0.3029,-0.3602,3.5294,16.72,0.1575,0.6458,48.44,1.4268,-9.5269,-39.9517,50.5215,-0.8546,-0.9095,24.49,0.132,2.093
20210811,0.0993,-0.4851,0.4639,-1.2027,0.4187,16.79,0.0847,0.6463,46.59,1.0368,-24.3755,-16.0783,59.5462,-0.589,-0.497,30.33,0.134,1.8983
20210812,0.1276,-0.1552,0.6247,-0.2364,-3.6927,16.17,0.5751,0.6573,37.25,-0.9704,-43.8098,-6.314,49.8762,0.1301,0.072,41.1,0.133,-0.9687
20210813,0.4146,0.3462,0.0419,-1.1331,-3.5869,15.59,0.0321,0.6397,32.56,-1.8585,-49.7461,-0.3009,49.953,-1.3833,-1.4906,18.8,0.137,2.8593
20210817,0.2621,-0.1966,0.3098,-0.3718,4.3366,16.12,-0.0585,0.6994,28.82,-3.2145,-43.6588,-4.6552,51.6861,-3.2699,-3.0681,11.38,0.126,-3.084
20210818,-0.7061,-0.93,-0.7919,-1.9809,11.1042,17.91,0.2686,0.9729,25.22,-5.9667,-35.2522,-12.0217,52.7261,0.9828,1.8695,67.21,0.126,0.0796
20210819,-1.0748,-0.8888,-1.0825,-1.4735,20.4355,21.57,1.0262,1.0056,33.77,-4.1293,-19.9617,51.5207,-28.5176,-3.407,-2.6391,9.88,0.127,1.1924
20210820,0.1257,0.1093,-0.1904,0.8427,0.4636,21.67,-0.5755,1.2263,29.67,-6.9473,-21.0268,-22.5982,56.375,-2.84,-3.1795,11.16,0.124,-2.4352
20210823,0.8142,1.1888,0.6476,0.6375,-14.3516,18.56,0.4882,1.3167,23.69,-9.9175,-49.6044,14.7545,35.6411,2.4891,1.8797,84.89,0.126,1.4493
20210824,0.8524,1.5494,0.614,2.6258,-7.597,17.15,-0.0978,1.4549,36.9,-6.045,12.5468,37.1896,-50.2636,2.8378,1.8974,87.88,0.125,-0.3968
20210825,0.1496,0.5163,0.0865,0.1011,0.4082,17.22,-0.5646,1.6182,52.2,0.0627,26.0887,26.9824,-46.9289,0.6708,0.0643,59.16,0.129,2.7888
20210826,0.222,0.1469,0.1109,0.8119,-2.4971,16.79,-0.3546,1.6264,50.59,-0.2493,17.9577,32.2938,49.7485,-0.1566,-0.4721,37.28,0.134,4.031
20210827,-0.5825,-0.6386,-0.5434,-0.0641,12.2096,18.84,-0.012,1.6238,56.07,3.0011,-40.8012,-7.9817,51.2171,0.7317,1.0133,58.91,0.134,0.0
20210830,0.8808,1.229,0.6892,1.96,-13.0043,16.39,0.5734,1.6285,65.62,6.5728,-37.6908,51.4423,-10.8669,0.8994,0.0753,59.32,0.131,-2.2355
20210831,0.4307,0.9015,-0.1578,0.2907,-1.2202,16.19,-0.741,1.6381,60.51,4.9831,-42.8992,47.3044,-9.7964,0.6211,0.3926,53.81,0.128,-2.0579
20210901,-0.1349,-0.0436,-0.1105,-0.8333,1.7912,16.48,0.3599,1.6459,53.7,2.7665,50.192,-6.918,-42.8901,1.0065,0.956,64.85,0.13,1.4786
20210902,0.0312,0.3286,-0.1363,-0.5199,-2.2451,16.11,-0.6092,1.6601,54.83,3.1022,42.3434,-30.7671,-26.8896,0.1888,-0.0345,40.52,0.13,-0.1534
