date,code,inst,corp,indiv,foreign
20240627,000020,-189716850,142425770,185620790,-138329710
20240628,000020,402950,8060,94398630,-94809640
20240701,000020,-103140,-995900,-54005120,55104160
20240702,000020,-47502550,0,206326430,-158823880
20240703,000020,1780560,47878390,482588620,-532247570
20240704,000020,-2055730,11316020,85243690,-94503980
20240705,000020,-60566700,0,71841930,-11275230
20240708,000020,303100,638700,45226940,-46168740
20240709,000020,-691720,225680,11197270,-10731230
20240710,000020,120924450,307960,-140343290,19110880
20240711,000020,143471190,0,59175740,-202646930
20240712,000020,134029200,-41420,35921240,-169909020
20240715,000020,-418230,57772460,19159000,-76513230
20240716,000020,-1175930,-220320,122084620,-120688370
20240717,000020,63210,7004370,-167934470,160866890
20240718,000020,1217850,0,150322450,-151540300
20240719,000020,779550,48622800,132826970,-182229320
20240722,000020,907160,0,243587560,-244494720
20240723,000020,1739870,0,-41436010,39696140
20240724,000020,2856840,256720,-457842850,454729290
20240725,000020,231790,0,61221870,-61453660
20240726,000020,946600,0,-140300390,139353790
20240729,000020,325850,0,44565390,-44891240
20240730,000020,13018940,0,-268730080,255711140
20240731,000020,10870920,0,-73324340,62453420
20240801,000020,-23135080,883670,-209058530,231309940
20240802,000020,2108700,1626000,-59150730,55416030
20240805,000020,26251540,506240,520695780,-547453560
20240806,000020,234420,-7960,-307280040,307053580
20240807,000020,3680590,0,-275725050,272044460
20240808,000020,-686370,-4000,-166684830,167375200
20240809,000020,4855340,-830000,-78990150,74964810
20240812,000020,445760,8380,-285649380,285195240
20240813,000020,3217120,9898530,36447240,-49562890
20240814,000020,247880,0,774570,-1022450
20240816,000020,-523230,0,-311201860,311725090
20240819,000020,-881220,31403190,-181956560,151434590
20240820,000020,-256350,0,127049410,-126793060
20240821,000020,-1567530,-5852000,54409980,-46990450
20240822,000020,1127770,64751660,47110080,-112989510
20240823,000020,18727480,19078920,19296170,-57102570
20240826,000020,60436720,7275000,77708190,-145419910
20240827,000020,59732420,0,33075370,-92807790
20240828,000020,15787300,805000,21338320,-37930620
20240829,000020,33294500,0,86579430,-119873930
20240830,000020,-338320,3618000,-123465730,120186050
20240902,000020,-2000430,7990000,226824740,-232814310
20240903,000020,55263090,0,-13152190,-42110900
20240904,000020,77260860,81582800,238962450,-397806110
20240905,000020,40172630,0,228836810,-269009440
20240906,000020,10942510,0,61998270,-72940780
20240909,000020,8221870,30126950,-182732470,144383650
20240910,000020,5683820,0,-11822840,6139020
20240911,000020,-23320570,16598030,-36072600,42795140
20240912,000020,688070,-248620,-42173710,41734260
20240913,000020,1327000,-62080,-19152650,17887730
20240919,000020,2789290,0,42595550,-45384840
20240920,000020,14458910,-8415750,22655590,-28698750
20240923,000020,10249910,1560180,-30378050,18567960
20240924,000020,-64892290,-741250,81588130,-15954590
20240925,000020,-73205740,-157200,-17677040,91039980
20240926,000020,357630,-163600,-70319830,70125800
20240927,000020,11971690,-31440,10756760,-22697010
20240930,000020,5223800,418120,53906050,-59547970
20241002,000020,8885370,138340,209800070,-218823780
20241004,000020,51140,-61280,27146000,-27135860
20241007,000020,1090860,62430000,-40534810,-22986050
20241008,000020,-34899600,447910,25982560,8469130
20241010,000020,8151930,49341950,-33900030,-23593850
20241011,000020,-3682750,46140,12178680,-8542070
20241014,000020,2099280,1300020,14822770,-18222070
20241015,000020,769780,52931480,-74319470,20618210
20241016,000020,12499450,110320,-113583880,100974110
20241017,000020,5826880,-59024170,27230160,25967130
20241018,000020,10828950,-8682080,57347670,-59494540
20241021,000020,8142310,-112050,1732080,-9762340
20241022,000020,-130518440,28834980,114201650,-12518190
20241023,000020,-192422570,12008410,206864490,-26450330
20241024,000020,7302630,2601970,31784410,-41689010
20241025,000020,-16729140,304000,101526820,-85101680
20241028,000020,-19349170,0,44025130,-24675960
20241029,000020,3969670,0,51443860,-55413530
20241030,000020,3469200,-29273880,51542260,-25737580
20241031,000020,26556670,0,-38579330,12022660
20241101,000020,12083930,2162780,-69669410,55422700
20241104,000020,6458100,9265090,-73337720,57614530
20241105,000020,-3738090,0,-44981200,48719290
20241106,000020,6445650,37503390,-7699120,-36249920
20241107,000020,7490980,14800,7915430,-15421210
20241108,000020,-6231370,0,23988770,-17757400
20241111,000020,1308300,-19053430,35758650,-18013520
20241112,000020,-5338080,-2789220,148533700,-140406400
20241113,000020,2376250,0,86966440,-89342690
20241114,000020,-269376130,635150,155795510,112945470
20241115,000020,-2009790,-63798970,-55288460,121097220
20241118,000020,1048360,81153320,-36830810,-45370870
20241119,000020,-1666940,0,68580930,-66913990
20241120,000020,-473290,2696000,66619820,-68842530
20241121,000020,9057090,-2475990,50440290,-57021390
20241122,000020,23881370,-1333200,23454200,-46002370
20241125,000020,-24081260,-1210630,-51924970,77216860
20241126,000020,-2558830,-667000,2794770,431060
20241127,000020,2366600,0,38538470,-40905070
20241128,000020,-22492160,0,-54521510,77013670
20241129,000020,-10123140,660000,127467660,-118004520
20241202,000020,29630240,129800,22708390,-52468430
20241203,000020,-71384770,0,46053140,25331630
20241204,000020,-3208420,62272390,-24691380,-34372590
20241205,000020,9450660,32608650,32663920,-74723230
20241206,000020,-4635520,12963010,98344220,-106671710
20241209,000020,272230,82837960,-68895700,-14214490
20241210,000020,4108380,24578780,-167852030,139164870
20241211,000020,-1137380,8901970,-77447390,69682800
20241212,000020,55139850,0,-71492460,16352610
20241213,000020,-2011170,-3775140,-55566450,61352760
20241216,000020,-50484040,0,19935250,30548790
20241217,000020,16638690,0,-37121760,20483070
20241218,000020,-8668300,0,25660550,-16992250
20241219,000020,-652700,63700,55033120,-54444120
20241220,000020,-3911710,-380910,129323360,-125030740
20241223,000020,665610,-6260000,-92410270,98004660
20241224,000020,-253230,0,25908470,-25655240
20241226,000020,932390,0,83425190,-84357580
20241227,000020,4211070,0,48371860,-52582930
20241230,000020,-4876080,0,-24727040,29603120
20240102,000040,1110,-2310287,17452525,-15143348
20240103,000040,-29360,-626473,-6723271,7379104
20240104,000040,-30264,-548049,15050152,-14471839
20240105,000040,-63253,42807,4595496,-4575050
20240108,000040,8750,-392492,-28800027,29183769
20240109,000040,-9204,46953,-14521426,14483677
20240110,000040,-5967,-214903,6126546,-5905676
20240111,000040,-8875,36159,-23746930,23719646
20240112,000040,-5696,96857,20683718,-20774879
20240115,000040,-3850,229944,768597,-994691
20240116,000040,-2443,-527537,2614429,-2084449
20240117,000040,-7233,392306,10318005,-10703078
20240118,000040,-14400,536671,-15788272,15266001
20240119,000040,-418954,337583,29130890,-29049519
20240122,000040,-5899,22953,18022279,-18039333
20240123,000040,-3817,108359,5650698,-5755240
20240124,000040,-2736,150627,10753066,-10900957
20240125,000040,-1695,-765970,10626820,-9859155
20240126,000040,21083,56485,-16614619,16537051
20240129,000040,14985,67208,7550644,-7632837
20240130,000040,9930,35738,-1301547,1255879
20240131,000040,6540,-7931510,24621636,-16696666
20240201,000040,4199,797578,-10978325,10176548
20240202,000040,1980,803147,-1973798,1168671
20240205,000040,1340,106193,-9109411,9001878
20240206,000040,1396,-5415418,292182131,-286768109
20240207,000040,0,-1307601,-34379912,35687513
20240208,000040,0,-270859,-19932578,20203437
20240213,000040,-51475,62839,-40443083,40431719
20240214,000040,467543,6329107,-81512621,74715971
20240215,000040,-463107,-6068838,-35628457,42160402
20240216,000040,0,6496,-5487844,5481348
20240219,000040,-810,482387,22373323,-22854900
20240220,000040,-383,-163658,57448025,-57283984
20240221,000040,0,780315565,-1282502531,502186966
20240222,000040,5840,-905153107,1832974700,-927827433
20240318,000040,5060,-2908103,-10681407,13584450
20240319,000040,996,232731,3839603,-4073330
20240320,000040,-59695,-340146,2707753,-2307912
20240321,000040,-2220,357594,-11481488,11126114
20240322,000040,-2180,199018,92785784,-92982622
20240325,000040,-1048,170652,31555660,-31725264
20240326,000040,0,3703674,-9994995,6291321
20240327,000040,0,3523175,-2803236,-719939
20240328,000040,3048,3570859,-23456782,19882875
20240329,000040,0,3362219,13405496,-16767715
20240401,000040,380671,8816085,-56955302,47758546
20240402,000040,-49319,-852990,123128428,-122226119
20240403,000040,-370179,-16540796,-47620345,64531320
20240404,000040,5583,13250809,108992235,-122248627
20240405,000040,45698,-12690,23834402,-23867410
20240408,000040,657206,8568277,-7102372,-2123111
20240409,000040,-693659,-4850898,47528921,-41984364
20240411,000040,-1269,-21548117,20307013,1242373
20240412,000040,-5915,126252,15600615,-15720952
20240415,000040,-3360,600808,-66068133,65470685
20240416,000040,-2138,498112,-38393514,37897540
20240417,000040,-2164,171323,6544587,-6713746
20240418,000040,-1103,511349,-21960815,21450569
20240419,000040,0,1083,20408308,-20409391
20240422,000040,0,0,-60705081,60705081
20240423,000040,0,-1822072,8474995,-6652923
20240424,000040,0,-1062,53268189,-53267127
20240425,000040,0,173178,36450192,-36623370
20240426,000040,0,-1045239,-8982847,10028086
20240429,000040,0,11013,-43853990,43842977
20240430,000040,-21238,24515572,53744231,-78238565
20240502,000040,-34,-23121293,60184474,-37063147
20240503,000040,1053,-260832,-59108285,59368064
20240507,000040,0,2089,68638460,-68640549
20240508,000040,0,880889,2978381,-3859270
20240509,000040,0,1054,-12622414,12621360
20240510,000040,784720,0,2367084,-3151804
20240513,000040,-32395,2088,10422632,-10392325
20240514,000040,-20920,-25033,3537761,-3491808
20240516,000040,-14574,138725,-7548626,7424475
20240517,000040,0,32254,-3761288,3729034
20240520,000040,-9153,4061,41317964,-41312872
20240521,000040,-6000,-2001542,-1977015,3984557
20240522,000040,-799940815,-27858430,778315216,49484029
20240523,000040,-1542795,33028,-137786186,139295953
20240524,000040,-52659151,54430,69058207,-16453486
20240527,000040,-606020,281993,20181874,-19857847
20240528,000040,-764,-235723,75868552,-75632065
20240529,000040,-48105956,1842710,53131408,-6868162
20240530,000040,-49060369,421084,-17245084,65884369
20240531,000040,-3758010,500403,28302184,-25044577
20240603,000040,0,4239,-47459765,47455526
20240604,000040,-691,-224294,45802390,-45577405
20240605,000040,-3269553,-236289,51364131,-47858289
20240607,000040,-34021902,10912,52163226,-18152236
20240610,000040,0,74774,24921764,-24996538
20240611,000040,0,112909,-24542046,24429137
20240612,000040,0,78360,23065659,-23144019
20240613,000040,233947,8926023,70561331,-79721301
20240614,000040,-283220,-3795230,47493659,-43415209
20240617,000040,868671,12141679,-185914415,172904065
20240618,000040,-816554,-10032296,45483015,-34634165
20240619,000040,-37076051,31165413,133411910,-127501272
20240620,000040,-23803689,5712639,71676279,-53585229
20240621,000040,-55950634,5803118,89196822,-39049306
20240624,000040,0,1485727,-16807910,15322183
20240625,000040,1372,5584646,-61027050,55441032
20240626,000040,1089046,4406312,11972883,-17468241
20240627,000040,-528910,-36072023,57392286,-20791353
20240628,000040,-309807,-628162,23563946,-22625977
20240701,000040,-38366,-4016,-1055849,1098231
20240702,000040,-33068,3208243,-627180,-2547995
20240703,000040,-1942,5787734,31273613,-37059405
20240704,000040,242650,2389874,35147263,-37779787
20240705,000040,-54475,-431148,-9704210,10189833
20240708,000040,0,100035,-24083417,23983382
20240709,000040,-61604,-453547,-34055279,34570430
20240710,000040,-87796,-735837,12178877,-11355244
20240711,000040,-128706,1752299,17969219,-19592812
20240712,000040,0,1983873,-5258779,3274906
20240715,000040,0,-121705,-6725745,6847450
20240716,000040,0,-131680,-648065,779745
20240717,000040,0,74170,-106957347,106883177
20240718,000040,0,72227,19156547,-19228774
20240719,000040,0,332025,20493980,-20826005
20240722,000040,0,8832,35649747,-35658579
20240723,000040,0,738395,5796884,-6535279
20240724,000040,0,30001,-2694189,2664188
20240725,000040,-600,9620,14021368,-14030388
20240726,000040,0,932131,-36617502,35685371
20240729,000040,0,332058,-26551536,26219478
20240730,000040,-3017496,282164,5840172,-3104840
20240731,000040,-14750,413707,-6614244,6215287
20240801,000040,718699,7888175,-141518935,132912061
20240802,000040,-60214,-690323,49705122,-48954585
20240805,000040,-195929,-1823084,47858836,-45839823
20240806,000040,-61341,-621611,-28463142,29146094
20240807,000040,-49119,196057,-19776266,19629328
20240808,000040,-4399,209301,4834416,-5039318
20240809,000040,-3402,22768,3543088,-3562454
20240812,000040,-55643,-572608,18449976,-17821725
20240813,000040,-7986,144761,24548830,-24685605
20240814,000040,0,504076,-31383989,30879913
20240816,000040,-30564,267146,-24981394,24744812
20240819,000040,-22095,473195,-11852272,11401172
20240820,000040,-14088,50955,-37510939,37474072
20240821,000040,-135040,228484,12279951,-12373395
20240822,000040,-108395,-4165,8641772,-8529212
20240823,000040,-7455,-90029,2125197,-2027713
20240826,000040,-2473,62074,6202439,-6262040
20240827,000040,0,28698,-5645183,5616485
20240828,000040,-610,117098,21005258,-21121746
20240829,000040,0,81208,2404365,-2485573
20240830,000040,-96291,-753900,3116268,-2266077
20240902,000040,-54694,-502529,-3585191,4142414
20240903,000040,-2950,11621,7382495,-7391166
20240904,000040,-40383,-413792,10443641,-9989466
20240905,000040,-6826,-64012,5682074,-5611236
20240906,000040,-13330,-65740,2937398,-2858328
20240909,000040,-2177,-56331,628787,-570279
20240910,000040,0,94248,5315278,-5409526
20240911,000040,-5483163,-242921,13776442,-8050358
20240912,000040,102212,1031346,-14502010,13368452
20240913,000040,0,-149182,9706702,-9557520
20240919,000040,-4174,-88151,-3123612,3215937
20240920,000040,-9937,-268893,-2412612,2691442
20240923,000040,-43233,-739437,2530767,-1748097
20240924,000040,0,-115096,-5692340,5807436
20240925,000040,-29581,-274055,2496206,-2192570
20240926,000040,-10224,-162062,107351,64935
20240927,000040,-7423,53749,1104962,-1151288
20240930,000040,-15689,10122,6437418,-6431851
20241002,000040,0,0,3274830,-3274830
20241004,000040,-1673,-15608,4623885,-4606604
20241007,000040,0,0,3825264,-3825264
20241008,000040,0,0,1230968,-1230968
20241010,000040,0,538,4285762,-4286300
20241011,000040,0,0,-209962,209962
20241014,000040,0,-3147790,2750168,397622
20241015,000040,0,0,-4264455,4264455
20241016,000040,0,-1515272,-33381,1548653
20241017,000040,0,-1450232,64760,1385472
20241018,000040,0,81750,5459038,-5540788
20241021,000040,2168,-82384,15429365,-15349149
20241022,000040,-17236,-219298,10710374,-10473840
20241023,000040,-72902,-1091,4802242,-4728249
20241024,000040,3114,0,6216446,-6219560
20241025,000040,2044,0,4035930,-4037974
20241028,000040,3072,0,-399311,396239
20241029,000040,0,0,2895074,-2895074
20241030,000040,0,0,1537869,-1537869
20241031,000040,0,0,1135006,-1135006
20241101,000040,0,0,4207706,-4207706
20241104,000040,0,0,-2487482,2487482
20241105,000040,0,0,-6458175,6458175
20241106,000040,0,0,3121630,-3121630
20241107,000040,0,0,17860222,-17860222
20241108,000040,0,0,2252307,-2252307
20241111,000040,0,0,8541592,-8541592
20241112,000040,0,0,4977722,-4977722
20241113,000040,0,0,3826075,-3826075
20241114,000040,0,0,2696915,-2696915
20241115,000040,0,-744117,9438749,-8694632
20241118,000040,0,0,-1704479,1704479
20241119,000040,0,-73154,4063551,-3990397
20241120,000040,0,0,1234220,-1234220
20241121,000040,0,10450,6303701,-6314151
20241122,000040,470,0,-2188281,2187811
20241125,000040,0,0,1064817,-1064817
20241126,000040,0,74504,-1157220,1082716
20241127,000040,0,76219,-5056994,4980775
20241128,000040,0,-72960,1023311,-950351
20241129,000040,0,-75084,5395644,-5320560
20241202,000040,0,0,11963552,-11963552
20241203,000040,0,0,-4598504,4598504
20241204,000040,0,0,3776288,-3776288
20241205,000040,0,0,8445699,-8445699
20241206,000040,0,427,5406188,-5406615
20241209,000040,0,0,7829906,-7829906
20241210,000040,0,0,-13960627,13960627
20241211,000040,592407,19603838,10722714,-30918959
20241212,000040,0,137359,19475442,-19612801
20241213,000040,0,0,1583673,-1583673
20241216,000040,0,4616191,-12233971,7617780
20241217,000040,0,125144,15710770,-15835914
20241218,000040,0,12823872,-17162379,4338507
20241219,000040,0,-86194,-1322977,1409171
20241220,000040,0,336507,-4408566,4072059
20241223,000040,0,133920,-11775987,11642067
20241224,000040,0,-3813702,-1858109,5671811
20241226,000040,0,-1843375,4994118,-3150743
20241227,000040,0,126498,-1400504,1274006
20241230,000040,0,85806,-2774411,2688605
20240102,000080,-1392295800,-37861750,369069700,1061087850
20240103,000080,-822709600,0,-928971200,1751680800
20240104,000080,-709949900,335250,307053950,402560700
20240105,000080,400560700,22500,-848888100,448304900
20240108,000080,19522250,155250,-254049400,234371900
20240109,000080,595920600,133000,-321944650,-274108950
20240110,000080,-31474050,-9945000,-544975250,586394300
20240111,000080,-37933950,41781150,1010445050,-1014292250
20240112,000080,116777600,43578200,-1290490000,1130134200
20240115,000080,621713500,-8456150,-1035677250,422419900
20240116,000080,53965700,4758000,224230950,-282954650
20240117,000080,400385600,14417950,-114474900,-300328650
20240118,000080,80718850,0,43752400,-124471250
20240119,000080,199422100,450450,-75007950,-124864600
20240122,000080,218337400,-6512000,-88697300,-123128100
20240123,000080,60466700,171600,-452567500,391929200
20240124,000080,370881950,-8643200,-361130800,-1107950
20240125,000080,394852800,4350000,512515250,-911718050
20240126,000080,426050600,0,-799761900,373711300
20240129,000080,-342846300,481800,-41960550,384325050
20240130,000080,-525353150,0,962594200,-437241050
20240131,000080,223884450,118005850,1558756650,-1900646950
20240201,000080,755329450,-190233450,-932205050,367109050
20240202,000080,5350889300,-25172350,-6515378050,1189661100
20240205,000080,-239794250,3008250,507041550,-270255550
20240206,000080,-985909550,-999000,1773615700,-786707150
20240207,000080,646544950,150850,-659995750,13299950
20240208,000080,-310320000,-10273800,321842950,-1249150
20240213,000080,-305838900,-15186900,674906300,-353880500
20240214,000080,-1166520750,-6445900,2288939850,-1115973200
20240215,000080,-810950150,1922000,2455213150,-1646185000
20240216,000080,127403500,-8428100,345899300,-464874700
20240219,000080,3933600,-3870800,-107130450,107067650
20240220,000080,-140933050,1639900,1294764150,-1155471000
20240221,000080,-595664000,732500,812450250,-217518750
20240222,000080,-807101250,855300,1128957250,-322711300
20240223,000080,-1014781350,82869300,1552831800,-620919750
20240226,000080,-310226000,2386250,447197550,-139357800
20240227,000080,-41066200,-56245250,7332300,89979150
20240228,000080,-831044000,6749900,828735050,-4440950
20240229,000080,-1422514690,7536340,2096785620,-681807270
20240304,000080,-613944980,780040,1003528460,-390363520
20240305,000080,-262710930,-7887700,123524300,147074330
20240306,000080,-998665410,159420,1339572310,-341066320
20240307,000080,-1549068020,42646040,1765764700,-259342720
20240308,000080,-902125840,991800,32373000,868761040
20240311,000080,-477869660,19622030,-1294942900,1753190530
20240312,000080,-104675850,-2294650,223684050,-116713550
20240313,000080,-580754180,-18373470,756771880,-157644230
20240314,000080,-284667930,19949500,-43039990,307758420
20240315,000080,-537921130,-15975590,223536540,330360180
20240318,000080,-6610550,0,3614900,2995650
20240319,000080,-319137550,12995100,907844700,-601702250
20240320,000080,85783870,9157920,360558900,-455500690
20240321,000080,678841650,0,-646750050,-32091600
20240322,000080,370397000,-134952700,63910300,-299354600
20240325,000080,-72568500,0,264353050,-191784550
20240326,000080,1102862950,-2220250,-1401104550,300461850
20240327,000080,388934400,-1348350,-135678500,-251907550
20240328,000080,137309350,89721300,216361900,-443392550
20240329,000080,-37620650,30709000,88535300,-81623650
20240401,000080,692073600,-65797100,-715349050,89072550
20240402,000080,136919400,-41600,147250100,-284127900
20240403,000080,-204683450,-13091900,-766483750,984259100
20240404,000080,-123120000,0,1549222300,-1426102300
20240405,000080,314926400,-3928800,-271580800,-39416800
20240408,000080,-358409900,-205500,879690900,-521075500
20240409,000080,932748900,5979650,-4839694000,3900965450
20240411,000080,442499050,2806600,-429326800,-15978850
20240412,000080,-245308700,-1842850,1584463900,-1337312350
20240415,000080,567007950,-19250,-1795328850,1228340150
20240416,000080,-180897500,4095750,310242200,-133440450
20240417,000080,92414800,7806250,218048000,-318269050
20240418,000080,62933350,20306300,70196050,-153435700
20240419,000080,-297231900,248050,63653700,233330150
20240422,000080,192683500,-7875750,-616975300,432167550
20240423,000080,146639400,42200,206606050,-353287650
20240424,000080,33762800,0,411668150,-445430950
20240425,000080,-504739700,-2136100,100311950,406563850
20240426,000080,-63078600,0,612851350,-549772750
20240429,000080,159916100,11130000,-32742600,-138303500
20240430,000080,52055750,0,607470900,-659526650
20240502,000080,12680350,0,177377000,-190057350
20240503,000080,161406150,11195800,1040994700,-1213596650
20240507,000080,-1025748200,83435000,8509796750,-7567483550
20240508,000080,-834999950,-32213500,1335657700,-468444250
20240509,000080,23778450,202500,1043357200,-1067338150
20240510,000080,176197750,20146500,-157756400,-38587850
20240513,000080,-146363100,-25959100,225739750,-53417550
20240514,000080,-242788450,-101250,1449277900,-1206388200
20240516,000080,301107800,131636150,2291339750,-2724083700
20240517,000080,-81858650,5414100,577718850,-501274300
20240520,000080,-177689400,11376500,1574362700,-1408049800
20240521,000080,-593218370,64739000,1656174340,-1127694970
20240522,000080,-217330240,36398700,297169800,-116238260
20240523,000080,-539258200,32900800,794993200,-288635800
20240524,000080,-852581630,54139730,1945785850,-1147343950
20240527,000080,-696888410,681310,1155859500,-459652400
20240528,000080,-658355470,-41387090,1762644470,-1062901910
20240529,000080,-561889180,9154300,662906120,-110171240
20240530,000080,-126074330,992500,289743410,-164661580
20240531,000080,241008240,1256850,-53175140,-189089950
20240603,000080,111982950,-47516000,-134233910,69766960
20240604,000080,-113259940,-10600950,-437138650,560999540
20240605,000080,-793744730,11182550,428252550,354309630
20240607,000080,41583490,4015000,-534074890,488476400
20240610,000080,1036211450,-2096900,-3959369000,2925254450
20240611,000080,282745500,-3079550,405762200,-685428150
20240612,000080,24377550,-2029350,-381509750,359161550
20240613,000080,64049550,-4529800,-444793400,385273650
20240614,000080,220276550,272273000,-1973358700,1480809150
20240617,000080,-239929750,-202667400,2730053150,-2287456000
20240618,000080,-1581717900,1544800,1877066050,-296892950
20240619,000080,-585427850,652345700,1440819900,-1507737750
20240620,000080,-2434378250,3210600,2047706500,383461150
20240621,000080,-656376300,10316250,545419500,100640550
20240624,000080,-437700,-562809600,1174513050,-611265750
20240625,000080,-123745450,30725000,743238900,-650218450
20240626,000080,-23318400,345600,681859000,-658886200
