date,code,name,open,high,low,close,volume
20260102,000150,두산,778000.0,780000.0,757000.0,763000.0,119680
20260102,000270,기아,121100.0,122200.0,119500.0,120600.0,645645
20260102,000500,가온전선,46288.0,47511.0,45121.0,46510.0,119382
20260102,000660,SK하이닉스,651000.0,679000.0,647000.0,677000.0,4181895
20260102,000720,현대건설,70100.0,70100.0,68400.0,69000.0,1097563
20260102,000990,DB하이텍,67900.0,73900.0,67100.0,73700.0,669875
20260102,001440,대한전선,23050.0,24050.0,22550.0,23800.0,1890667
20260102,0015N0,아로마티카,9690.0,10250.0,9430.0,9880.0,984123
20260102,001820,삼화콘덴서,29250.0,30200.0,28950.0,30150.0,24213
20260102,003160,디아이,21350.0,24250.0,21200.0,24100.0,947759
20260102,003350,한국화장품제조,10380.0,10540.0,10060.0,10360.0,823139
20260102,003490,대한항공,22600.0,22650.0,22100.0,22200.0,1660008
20260102,004020,현대제철,31150.0,31200.0,30500.0,30600.0,289271
20260102,004310,현대약품,8520.0,9100.0,8520.0,9050.0,2278257
20260102,004710,한솔테크닉스,5550.0,5560.0,5456.0,5541.0,109275
20260102,005380,현대차,299500.0,302000.0,293000.0,298500.0,955205
20260102,005930,삼성전자,120200.0,128500.0,120200.0,128500.0,30463279
20260102,005935,삼성전자우,89200.0,94400.0,89200.0,94400.0,3855395
20260102,006340,대원전선,3745.0,3840.0,3670.0,3835.0,2148913
20260102,006360,GS건설,19700.0,19700.0,18700.0,18820.0,985643
20260102,006400,삼성SDI,268000.0,268000.0,259000.0,262500.0,616243
20260102,006800,미래에셋증권,23199.0,24643.0,22502.0,24543.0,5561196
20260102,007610,선도전기,5000.0,5000.0,5000.0,5000.0,0
20260102,007660,이수페타시스,119400.0,122200.0,117300.0,121500.0,869243
20260102,007810,코리아써키트,48450.0,48750.0,45400.0,47750.0,875506
20260102,009150,삼성전기,256500.0,273000.0,253000.0,270000.0,714957
20260102,009540,HD한국조선해양,407000.0,407000.0,392000.0,393500.0,256720
20260102,009830,한화솔루션,25373.0,25420.0,24995.0,25231.0,643109
20260102,010120,LS ELECTRIC,93100.0,99800.0,90300.0,98500.0,1009974
20260102,010140,삼성중공업,24200.0,24300.0,23700.0,24150.0,3718965
20260102,010170,대한광통신,2199.0,2764.0,2194.0,2683.0,33096158
20260102,010950,S-Oil,83000.0,83000.0,79500.0,80300.0,226535
20260102,011070,LG이노텍,272000.0,272500.0,261000.0,267500.0,139361
20260102,011200,HMM,20600.0,20600.0,20000.0,20200.0,1345331
20260102,012210,삼미금속,10280.0,10290.0,8610.0,8790.0,2896296
20260102,012330,현대모비스,374000.0,385000.0,365000.0,369000.0,230839
