date,code,name,trade_value,rank
20240229,059270,,30263937990,144
20240229,079370,,30013709050,145
20240229,010130,,29738269000,146
20240229,277810,,29661144500,147
20240229,064290,,29436101900,148
20240229,003410,,29404621540,149
20240229,361610,,28910699500,150
20240229,019170,,28699353960,151
20240229,018260,,28625900900,152
20240229,089230,,28290622850,153
20240229,051900,,28266546500,154
20240229,011780,,28041914600,155
20240229,000100,,27773097500,156
20240229,328130,,27411992700,157
20240229,005830,,27058408300,158
20240229,281740,,27022721500,159
20240229,032640,,26778102360,160
20240229,323410,,26372557396,161
20240229,272290,,26088867800,162
20240229,101490,,26008255700,163
20240229,009830,,25481683650,164
20240229,090430,,25407922000,165
20240229,102120,,25368308370,166
20240229,067160,,25035524600,167
20240229,234100,,24939597579,168
20240229,011070,,24901689500,169
20240229,073010,,24656947365,170
20240229,200710,,24651031150,171
20240229,267260,,24650454500,172
20240229,047050,,24551979500,173
20240229,163560,,24401581770,174
20240229,417840,,24388314210,175
20240229,161390,,24075620100,176
20240229,005290,,23358935950,177
20240229,271560,,23305995200,178
20240229,168360,,23170469110,179
20240229,004990,,22545838250,180
20240229,112040,,22458354000,181
20240229,090360,,22307090350,182
20240229,122640,,22258213000,183
20240229,047310,,22007225390,184
20240229,259960,,21993434500,185
20240229,151860,,21948201420,186
20240229,294090,,21824385780,187
20240229,087010,,21383671700,188
20240229,294630,,21313494880,189
20240229,452300,,21248354780,190
20240229,086980,,21029677595,191
20240229,086280,,20277483200,192
20240229,241560,,20155972847,193
20240229,095340,,19399313700,194
20240229,032620,,19250945380,195
20240229,000720,,19091055750,196
20240229,047560,,18954444550,197
20240229,330860,,18745216900,198
20240229,011170,,18365143900,199
20240229,035080,,18319733010,200
20240331,060310,,0,1
20240331,095570,,0,2
20240331,006840,,0,3
20240331,054620,,0,4
20240331,265520,,0,5
20240331,211270,,0,6
20240331,139050,,0,7
20240331,027410,,0,8
20240331,282330,,0,9
20240331,126600,,0,10
20240331,138930,,0,11
