date,ticker,kr_open,kr_mid,kr_close,kr_session_chg,bars
20250211,ES=F,6080.0,6074.25,6076.5,-0.0576,14
20250211,NQ=F,21809.25,21778.25,21789.0,-0.0929,14
20250212,ES=F,6093.25,6088.25,6086.25,-0.1149,14
20250212,NQ=F,21813.5,21789.5,21774.0,-0.1811,14
20250213,ES=F,6084.75,6086.5,6085.25,0.0082,14
20250213,NQ=F,21895.25,21907.0,21899.75,0.0206,14
20250214,ES=F,6135.25,6143.25,6139.5,0.0693,14
20250214,NQ=F,22096.25,22141.25,22120.25,0.1086,14
20250215,ES=F,6140.25,,6134.0,-0.1018,7
20250215,NQ=F,22164.75,,22203.5,0.1748,7
20250217,ES=F,6136.5,6142.0,6144.5,0.1304,6
20250217,NQ=F,22221.25,22263.0,22275.75,0.2453,6
20250218,ES=F,6144.0,,6144.0,0.0,1
20250218,NQ=F,22253.0,,22253.0,0.0,1
20250219,ES=F,6153.75,6156.25,6152.75,-0.0163,14
20250219,NQ=F,22275.5,22286.0,22262.25,-0.0595,14
20250220,ES=F,6157.5,6147.0,6144.25,-0.2152,14
20250220,NQ=F,22227.25,22180.75,22169.0,-0.2621,14
20250221,ES=F,6137.25,6133.25,6130.5,-0.11,14
20250221,NQ=F,22155.75,22138.25,22125.25,-0.1377,14
20250222,ES=F,6098.25,,6029.5,-1.1274,7
20250222,NQ=F,22006.75,,21660.0,-1.5757,7
20250224,ES=F,6051.75,6058.75,6061.5,0.1611,7
20250224,NQ=F,21763.75,21788.0,21793.5,0.1367,7
20250225,ES=F,6009.75,6011.0,6010.5,0.0125,14
20250225,NQ=F,21434.0,21430.25,21437.25,0.0152,14
20250226,ES=F,5988.5,5988.25,5994.25,0.096,14
20250226,NQ=F,21249.5,21238.75,21279.0,0.1388,14
20250227,ES=F,5964.5,5973.0,5990.0,0.4275,14
20250227,NQ=F,21137.25,21161.75,21245.25,0.5109,14
20250228,ES=F,5875.0,5866.5,5880.0,0.0851,14
20250228,NQ=F,20617.25,20561.75,20623.5,0.0303,14
20250301,ES=F,5912.5,,5958.0,0.7696,7
20250301,NQ=F,20759.75,,20909.0,0.7189,7
20250303,ES=F,5955.25,5965.0,5977.25,0.3694,7
20250303,NQ=F,20883.0,20923.5,20987.0,0.498,7
20250304,ES=F,5877.0,5874.0,5877.75,0.0128,14
20250304,NQ=F,20551.0,20540.5,20567.25,0.0791,14
20250305,ES=F,5826.5,5828.75,5827.0,0.0086,14
20250305,NQ=F,20533.75,20549.25,20549.25,0.0755,14
20250306,ES=F,5839.5,5846.5,5843.0,0.0599,14
20250306,NQ=F,20591.0,20623.0,20611.25,0.0983,14
20250307,ES=F,5763.75,5761.25,5757.0,-0.1171,14
20250307,NQ=F,20174.5,20170.75,20153.25,-0.1053,14
20250308,ES=F,5726.0,,5771.75,0.799,7
20250308,NQ=F,20021.0,,20207.25,0.9303,7
20250310,ES=F,5738.5,5750.5,5743.5,0.0871,8
20250310,NQ=F,20066.0,20123.5,20090.75,0.1233,8
20250311,ES=F,5573.5,5624.5,5633.75,1.081,14
20250311,NQ=F,19206.0,19437.25,19477.75,1.4149,14
20250312,ES=F,5592.25,5589.5,5597.25,0.0894,14
20250312,NQ=F,19466.25,19453.75,19480.0,0.0706,14
20250313,ES=F,5611.0,5589.25,5577.5,-0.597,14
20250313,NQ=F,19644.5,19521.25,19464.0,-0.9188,14
20250314,ES=F,5561.75,5569.75,5562.5,0.0135,14
20250314,NQ=F,19400.5,19449.75,19410.25,0.0503,14
20250315,ES=F,5632.25,,5628.75,-0.0621,6
20250315,NQ=F,19680.0,,19665.0,-0.0762,6
20250317,ES=F,5613.75,5609.5,5609.5,-0.0757,8
20250317,NQ=F,19601.75,19586.0,19593.75,-0.0408,8
20250318,ES=F,5675.0,5660.5,5661.75,-0.2335,14
20250318,NQ=F,19794.0,19732.0,19744.25,-0.2513,14
20250319,ES=F,5634.75,5629.25,5624.75,-0.1775,14
20250319,NQ=F,19569.25,19556.25,19532.75,-0.1865,14
20250320,ES=F,5699.25,5704.5,5706.25,0.1228,14
20250320,NQ=F,19839.0,19870.5,19879.5,0.2041,14
20250321,ES=F,5670.0,5665.25,5655.5,-0.2557,14
20250321,NQ=F,19711.0,19678.75,19643.25,-0.3437,14
20250322,ES=F,5720.0,,5720.0,0.0,1
20250322,NQ=F,19970.75,,19970.75,0.0,1
20250324,ES=F,5755.5,5754.25,5755.75,0.0043,8
20250324,NQ=F,20123.0,20105.0,20117.0,-0.0298,8
20250325,ES=F,5814.25,5807.0,5807.0,-0.1247,14
20250325,NQ=F,20368.75,20336.5,20341.25,-0.135,14
20250326,ES=F,5834.25,5825.25,5819.5,-0.2528,14
20250326,NQ=F,20527.0,20478.0,20459.5,-0.3288,14
20250327,ES=F,5750.25,5766.75,5764.25,0.2435,14
20250327,NQ=F,20072.0,20136.25,20114.5,0.2117,14
20250328,ES=F,5741.0,5744.75,5742.5,0.0261,14
20250328,NQ=F,19984.0,19988.25,19976.0,-0.04,14
20250329,ES=F,5646.25,,5602.5,-0.7749,6
20250329,NQ=F,19542.25,,19371.25,-0.875,6
20250331,ES=F,5580.5,5578.25,5585.75,0.0941,8
20250331,NQ=F,19211.75,19194.5,19238.5,0.1392,8
20250401,ES=F,5626.25,5634.75,5633.5,0.1289,14
20250401,NQ=F,19318.5,19365.0,19360.5,0.2174,14
20250402,ES=F,5665.5,5666.0,5663.5,-0.0353,14
20250402,NQ=F,19572.0,19570.0,19557.5,-0.0741,14
20250403,ES=F,5531.75,5553.25,5537.25,0.0994,14
20250403,NQ=F,18995.25,19098.5,19042.5,0.2487,14
20250404,ES=F,5423.5,5401.0,5421.25,-0.0415,14
20250404,NQ=F,18673.75,18559.25,18642.75,-0.166,14
20250405,ES=F,5203.25,,5096.75,-2.0468,6
20250405,NQ=F,17881.0,,17493.0,-2.1699,6
20250407,ES=F,4934.0,4931.0,4927.0,-0.1419,8
20250407,NQ=F,16768.75,16787.5,16761.5,-0.0432,8
20250408,ES=F,5140.5,5169.5,5163.25,0.4426,14
20250408,NQ=F,17713.75,17768.5,17753.75,0.2258,14
20250409,ES=F,4931.75,4923.75,4914.75,-0.3447,15
20250409,NQ=F,16899.0,16919.5,16895.75,-0.0192,14
20250410,ES=F,5496.5,5454.5,5471.25,-0.4594,14
20250410,NQ=F,19228.0,19009.75,19152.0,-0.3953,14
20250411,ES=F,5231.75,5299.75,5357.75,2.4084,14
20250411,NQ=F,18183.0,18475.25,18695.5,2.8186,14
20250412,ES=F,5321.25,,5395.75,1.4,6
20250412,NQ=F,18568.5,,18820.5,1.3571,6
20250414,ES=F,5426.75,5437.0,5447.25,0.3778,8
20250414,NQ=F,19008.25,19052.5,19086.75,0.413,8
20250415,ES=F,5434.25,5437.75,5431.75,-0.046,14
20250415,NQ=F,18913.5,18915.5,18890.5,-0.1216,14
20250416,ES=F,5377.5,5379.75,5346.75,-0.5718,14
20250416,NQ=F,18670.25,18676.0,18524.5,-0.7807,14
20250417,ES=F,5329.0,5344.75,5350.75,0.4081,14
20250417,NQ=F,18487.5,18537.25,18551.25,0.3448,14
20250418,ES=F,5314.5,,5326.5,0.2258,6
20250418,NQ=F,18339.5,,18427.75,0.4812,6
20250421,ES=F,5286.0,5267.25,5274.75,-0.2128,8
20250421,NQ=F,18300.75,18218.5,18246.25,-0.2978,8
20250422,ES=F,5206.0,5203.5,5207.0,0.0192,14
20250422,NQ=F,17996.25,17980.0,17998.25,0.0111,14
20250423,ES=F,5397.25,5395.0,5401.75,0.0834,14
20250423,NQ=F,18701.75,18704.25,18739.0,0.1992,14
20250424,ES=F,5411.5,5393.0,5381.25,-0.559,14
20250424,NQ=F,18841.25,18756.25,18710.5,-0.694,14
20250425,ES=F,5540.5,5541.25,5534.75,-0.1038,14
20250425,NQ=F,19456.5,19450.5,19412.0,-0.2287,14
20250426,ES=F,5514.0,,5552.5,0.6982,6
20250426,NQ=F,19362.75,,19554.75,0.9916,6
20250428,ES=F,5521.5,5518.5,5519.5,-0.0362,8
20250428,NQ=F,19413.5,19403.25,19416.25,0.0142,8
20250429,ES=F,5558.5,5562.25,5553.75,-0.0855,14
20250429,NQ=F,19555.0,19573.5,19532.75,-0.1138,14
20250430,ES=F,5562.5,5557.5,5562.0,-0.009,14
20250430,NQ=F,19531.25,19526.0,19537.5,0.032,14
20250501,ES=F,5640.75,5647.75,5641.25,0.0089,14
20250501,NQ=F,19946.75,19958.5,19921.5,-0.1266,14
20250502,ES=F,5658.5,5667.75,5659.0,0.0088,14
20250502,NQ=F,19943.25,19977.0,19950.5,0.0364,14
20250503,ES=F,5703.0,,5710.5,0.1315,6
20250503,NQ=F,20197.25,,20204.5,0.0359,6
20250505,ES=F,5681.0,5669.5,5670.25,-0.1892,8
20250505,NQ=F,20104.0,20056.5,20062.75,-0.2052,8
20250506,ES=F,5665.25,5662.75,5649.0,-0.2868,14
20250506,NQ=F,19992.75,19987.75,19923.0,-0.3489,14
20250507,ES=F,5675.25,5659.0,5652.5,-0.4009,14
20250507,NQ=F,20082.75,20005.0,19978.5,-0.5191,14
20250508,ES=F,5664.5,5696.75,5691.5,0.4767,14
20250508,NQ=F,20027.75,20166.5,20156.75,0.6441,14
20250509,ES=F,5675.0,5691.0,5692.0,0.2996,14
20250509,NQ=F,20121.75,20187.75,20192.5,0.3516,14
20250510,ES=F,5690.75,,5684.0,-0.1186,6
20250510,NQ=F,20169.75,,20146.5,-0.1153,6
20250512,ES=F,5751.5,5760.25,5763.5,0.2086,8
20250512,NQ=F,20492.75,20526.5,20552.25,0.2903,8
20250513,ES=F,5849.0,5842.75,5845.75,-0.0556,14
20250513,NQ=F,20875.25,20848.0,20861.25,-0.0671,14
20250514,ES=F,5903.75,5905.5,5908.75,0.0847,14
20250514,NQ=F,21267.5,21288.0,21317.0,0.2327,14
20250515,ES=F,5899.5,5898.0,5888.5,-0.1865,14
20250515,NQ=F,21381.75,21380.0,21331.25,-0.2362,14
20250516,ES=F,5925.25,5933.25,5930.5,0.0886,15
20250516,NQ=F,21360.75,21405.75,21387.0,0.1229,15
20250517,ES=F,5942.5,,5948.5,0.101,6
20250517,NQ=F,21412.5,,21400.25,-0.0572,6
20250519,ES=F,5931.75,5911.5,5917.0,-0.2487,8
20250519,NQ=F,21302.75,21212.0,21247.0,-0.2617,8
20250520,ES=F,5982.0,5965.5,5959.75,-0.3719,14
20250520,NQ=F,21514.0,21436.25,21419.0,-0.4416,14
20250521,ES=F,5953.0,5943.0,5932.0,-0.3528,14
20250521,NQ=F,21423.25,21381.5,21331.25,-0.4294,14
20250522,ES=F,5871.5,5865.5,5870.25,-0.0213,14
20250522,NQ=F,21197.25,21169.0,21196.75,-0.0024,14
20250523,ES=F,5865.25,5862.0,5854.75,-0.179,14
20250523,NQ=F,21201.0,21190.25,21153.25,-0.2252,14
20250524,ES=F,5805.25,,5814.75,0.1636,6
20250524,NQ=F,20935.25,,20953.25,0.086,6
20250526,ES=F,5865.5,5875.0,5873.75,0.1407,8
20250526,NQ=F,21186.5,21210.5,21202.25,0.0743,8
20250527,ES=F,5882.25,5864.25,5875.5,-0.1148,10
20250527,NQ=F,21240.5,21150.5,21208.0,-0.153,10
20250528,ES=F,5935.75,5930.0,5930.0,-0.0969,14
20250528,NQ=F,21469.75,21442.75,21452.25,-0.0815,14
20250529,ES=F,6000.25,5994.5,5998.75,-0.025,14
20250529,NQ=F,21820.5,21783.25,21805.25,-0.0699,14
20250530,ES=F,5907.25,5909.25,5917.75,0.1777,14
20250530,NQ=F,21342.25,21344.25,21387.25,0.2108,14
20250531,ES=F,5901.0,,5913.75,0.2161,6
20250531,NQ=F,21323.5,,21369.0,0.2134,6
20250602,ES=F,5899.75,5888.0,5885.0,-0.25,8
20250602,NQ=F,21294.0,21236.25,21230.25,-0.2994,8
20250603,ES=F,5933.5,5925.25,5927.0,-0.1095,14
20250603,NQ=F,21483.5,21460.5,21464.5,-0.0884,14
20250604,ES=F,5982.5,5977.0,5979.5,-0.0501,14
20250604,NQ=F,21698.5,21680.0,21695.0,-0.0161,14
20250605,ES=F,5976.5,5976.5,5975.25,-0.0209,14
20250605,NQ=F,21744.5,21749.75,21734.25,-0.0471,14
20250606,ES=F,5954.0,5960.0,5968.0,0.2351,14
20250606,NQ=F,21571.75,21610.5,21656.75,0.394,14
20250607,ES=F,6003.25,,6011.0,0.1291,6
20250607,NQ=F,21806.0,,21809.5,0.0161,6
20250609,ES=F,5999.5,5996.25,5998.5,-0.0167,8
20250609,NQ=F,21749.0,21744.75,21746.25,-0.0126,8
20250610,ES=F,6019.5,6035.0,6012.75,-0.1121,14
20250610,NQ=F,21864.0,21937.0,21829.0,-0.1601,14
20250611,ES=F,6032.5,6029.0,6025.25,-0.1202,14
20250611,NQ=F,21914.0,21907.5,21881.25,-0.1494,14
20250612,ES=F,6008.75,6009.0,6013.25,0.0749,14
20250612,NQ=F,21801.75,21807.25,21828.5,0.1227,14
20250613,ES=F,5959.5,5961.0,5962.0,0.0419,14
20250613,NQ=F,21566.5,21573.75,21570.25,0.0174,14
20250614,ES=F,6023.75,,5978.25,-0.7553,6
20250614,NQ=F,21833.75,,21652.0,-0.8324,6
20250616,ES=F,5988.5,5987.5,5994.0,0.0918,8
20250616,NQ=F,21694.5,21691.0,21716.75,0.1026,8
20250617,ES=F,6016.75,6015.25,6014.5,-0.0374,14
20250617,NQ=F,21859.5,21852.75,21857.25,-0.0103,14
20250618,ES=F,5989.75,5987.75,5992.5,0.0459,14
20250618,NQ=F,21751.5,21749.0,21764.0,0.0575,14
20250619,ES=F,5970.75,5972.5,5963.5,-0.1214,14
20250619,NQ=F,21666.5,21665.25,21632.25,-0.1581,14
20250620,ES=F,5965.5,5968.5,5973.25,0.1299,10
20250620,NQ=F,21665.75,21680.25,21699.25,0.1546,10
20250621,ES=F,6025.0,,6025.0,0.0,1
20250623,ES=F,5993.5,6001.0,6009.0,0.2586,8
20250623,NQ=F,21730.5,21761.75,21809.75,0.3647,8
20250624,ES=F,6107.0,6112.25,6122.5,0.2538,14
20250624,NQ=F,22226.75,22248.0,22294.5,0.3048,14
20250625,ES=F,6147.75,6143.5,6148.5,0.0122,14
20250625,NQ=F,22424.75,22406.5,22426.5,0.0078,14
20250626,ES=F,6148.75,6152.5,6156.25,0.122,14
20250626,NQ=F,22475.75,22495.0,22510.0,0.1524,14
20250627,ES=F,6195.75,6201.5,6204.25,0.1372,14
20250627,NQ=F,22667.75,22692.0,22708.75,0.1809,14
20250628,ES=F,6234.0,,6220.0,-0.2246,6
20250628,NQ=F,22809.25,,22740.25,-0.3025,6
20250630,ES=F,6240.25,6247.75,6250.75,0.1683,8
20250630,NQ=F,22834.0,22872.5,22875.5,0.1817,8
20250701,ES=F,6255.5,6247.25,6243.5,-0.1918,14
20250701,NQ=F,22900.0,22871.5,22840.75,-0.2587,14
20250702,ES=F,6253.0,6259.0,6264.5,0.1839,14
20250702,NQ=F,22713.0,22739.0,22769.25,0.2477,14
20250703,ES=F,6277.5,6279.25,6279.25,0.0279,12
20250703,NQ=F,22851.0,22862.75,22862.75,0.0514,12
20250704,ES=F,6328.25,,6308.25,-0.316,4
20250704,NQ=F,23081.75,,23005.5,-0.3303,4
20250705,ES=F,6289.5,,6283.5,-0.0954,2
20250705,NQ=F,22934.25,,22906.75,-0.1199,2
20250707,ES=F,6301.5,6301.5,6297.0,-0.0714,8
20250707,NQ=F,22970.25,22972.75,22948.5,-0.0947,8
20250708,ES=F,6273.75,6276.25,6281.5,0.1235,14
20250708,NQ=F,22906.75,22917.5,22933.75,0.1179,14
20250709,ES=F,6265.0,6265.25,6266.0,0.016,14
20250709,NQ=F,22875.5,22874.25,22874.0,-0.0066,14
20250710,ES=F,6296.5,6292.75,6293.25,-0.0516,14
20250710,NQ=F,23006.0,22997.5,22992.5,-0.0587,14
20250711,ES=F,6292.25,6308.75,6302.0,0.155,14
20250711,NQ=F,22882.5,22966.0,22941.0,0.2557,14
20250712,ES=F,6301.25,,6294.0,-0.1151,6
20250712,NQ=F,22976.75,,22959.0,-0.0773,6
20250714,ES=F,6270.75,,6264.75,-0.0957,2
20250714,NQ=F,22862.0,,22831.25,-0.1345,2
20250715,ES=F,6302.75,6317.0,6330.25,0.4363,14
20250715,NQ=F,23005.0,23093.75,23147.0,0.6173,14
20250716,ES=F,6272.5,6273.25,6272.0,-0.008,14
20250716,NQ=F,22999.5,23018.25,23008.0,0.037,14
20250717,ES=F,6296.75,6292.5,6301.0,0.0675,14
20250717,NQ=F,23051.75,23038.5,23087.25,0.154,14
20250718,ES=F,6347.0,6350.0,6355.75,0.1379,14
20250718,NQ=F,23267.75,23276.25,23304.0,0.1558,14
20250719,ES=F,6340.0,,6335.25,-0.0749,6
20250719,NQ=F,23247.5,,23228.5,-0.0817,6
20250721,ES=F,6341.75,6340.5,6341.75,0.0,8
20250721,NQ=F,23252.0,23254.5,23268.5,0.071,8
20250722,ES=F,6347.75,6345.5,6341.5,-0.0985,14
20250722,NQ=F,23340.5,23329.25,23314.5,-0.1114,14
20250723,ES=F,6351.0,6359.0,6362.75,0.185,14
20250723,NQ=F,23204.5,23240.0,23250.5,0.1982,14
20250724,ES=F,6402.0,6400.75,6399.0,-0.0469,14
20250724,NQ=F,23394.5,23379.5,23373.75,-0.0887,14
20250725,ES=F,6414.0,6419.25,6412.75,-0.0195,14
20250725,NQ=F,23414.25,23429.25,23407.75,-0.0278,14
20250726,ES=F,6413.75,,6428.25,0.2261,6
20250726,NQ=F,23421.0,,23421.25,0.0011,6
20250728,ES=F,6451.0,6451.25,6455.25,0.0659,6
20250728,NQ=F,23543.75,23549.75,23573.75,0.1274,6
20250729,ES=F,6427.25,6431.25,6432.75,0.0856,14
20250729,NQ=F,23533.5,23543.75,23547.25,0.0584,14
20250730,ES=F,6412.0,6413.75,6415.0,0.0468,14
20250730,NQ=F,23486.25,23498.0,23503.5,0.0734,14
20250731,ES=F,6447.5,6455.5,6457.25,0.1512,14
20250731,NQ=F,23753.75,23798.0,23800.25,0.1958,14
20250801,ES=F,6356.75,6362.5,6357.5,0.0118,14
20250801,NQ=F,23279.5,23305.0,23292.75,0.0569,14
20250802,ES=F,6287.25,,6264.5,-0.3618,6
20250802,NQ=F,23006.5,,22883.75,-0.5335,6
20250804,ES=F,6280.0,6289.75,6289.25,0.1473,8
20250804,NQ=F,22956.25,22986.75,22983.0,0.1165,8
20250805,ES=F,6368.5,6365.75,6370.0,0.0236,14
20250805,NQ=F,23347.25,23344.0,23363.0,0.0675,14
20250806,ES=F,6320.75,6340.25,6347.25,0.4193,14
20250806,NQ=F,23072.5,23166.25,23184.5,0.4854,14
20250807,ES=F,6385.75,6387.75,6385.25,-0.0078,14
20250807,NQ=F,23488.75,23490.25,23483.0,-0.0245,14
20250808,ES=F,6384.75,6382.0,6370.5,-0.2232,14
20250808,NQ=F,23572.0,23554.0,23509.0,-0.2673,14
20250809,ES=F,6405.75,,6413.5,0.121,6
20250809,NQ=F,23680.5,,23713.75,0.1404,6
20250811,ES=F,6421.75,6425.0,6422.25,0.0078,8
20250811,NQ=F,23732.0,23756.0,23738.75,0.0284,8
20250812,ES=F,6401.25,6404.75,6400.75,-0.0078,14
20250812,NQ=F,23638.75,23656.5,23629.25,-0.0402,14
20250813,ES=F,6466.0,6466.5,6466.25,0.0039,14
20250813,NQ=F,23941.75,23942.75,23945.0,0.0136,14
20250814,ES=F,6484.75,6483.0,6480.0,-0.0732,14
20250814,NQ=F,23932.5,23927.75,23909.75,-0.0951,14
20250815,ES=F,6492.75,6501.25,6505.75,0.2002,14
20250815,NQ=F,23892.0,23927.75,23941.25,0.2061,14
20250816,ES=F,6470.75,,6471.5,0.0116,6
20250816,NQ=F,23787.75,,23804.0,0.0683,6
20250818,ES=F,6480.25,6481.5,6478.5,-0.027,8
20250818,NQ=F,23857.0,23862.0,23852.0,-0.021,8
20250819,ES=F,6465.75,6460.25,6455.25,-0.1624,14
20250819,NQ=F,23780.75,23755.5,23736.0,-0.1882,14
20250820,ES=F,6425.0,6410.75,6415.5,-0.1479,14
20250820,NQ=F,23415.25,23345.75,23365.5,-0.2125,14
20250821,ES=F,6405.5,6414.5,6413.25,0.121,14
20250821,NQ=F,23292.25,23344.5,23340.75,0.2082,14
20250822,ES=F,6391.5,6386.25,6385.25,-0.0978,14
20250822,NQ=F,23212.5,23194.25,23191.25,-0.0915,14
20250823,ES=F,6485.0,,6483.25,-0.027,6
20250823,NQ=F,23569.0,,23569.75,0.0032,6
20250825,ES=F,6479.5,6477.5,6481.75,0.0347,8
20250825,NQ=F,23556.25,23548.75,23565.5,0.0393,8
20250826,ES=F,6441.25,6447.0,6453.25,0.1863,14
20250826,NQ=F,23417.0,23451.75,23476.75,0.2552,14
20250827,ES=F,6484.0,6487.5,6484.0,0.0,14
20250827,NQ=F,23598.25,23613.25,23600.25,0.0085,14
20250828,ES=F,6479.0,6493.0,6485.5,0.1003,14
20250828,NQ=F,23520.5,23577.25,23542.5,0.0935,14
20250829,ES=F,6514.25,6511.75,6511.25,-0.0461,14
20250829,NQ=F,23746.5,23727.75,23723.75,-0.0958,14
20250830,ES=F,6462.25,,6474.0,0.1818,6
20250830,NQ=F,23431.75,,23461.75,0.128,6
20250902,ES=F,6469.5,,6464.0,-0.085,2
20250902,NQ=F,23437.5,,23412.75,-0.1056,2
20250903,ES=F,6434.5,6430.0,6426.75,-0.1204,14
20250903,NQ=F,23331.5,23325.0,23317.0,-0.0621,14
20250904,ES=F,6467.25,6460.25,6462.25,-0.0773,14
20250904,NQ=F,23502.5,23467.75,23469.0,-0.1425,14
20250905,ES=F,6519.5,6520.0,6525.25,0.0882,14
20250905,NQ=F,23729.25,23742.5,23761.5,0.1359,14
20250906,ES=F,6475.75,,6488.75,0.2007,6
20250906,NQ=F,23619.0,,23673.25,0.2297,6
20250908,ES=F,6500.25,6499.75,6494.0,-0.0962,8
20250908,NQ=F,23764.25,23756.75,23731.5,-0.1378,8
20250909,ES=F,6508.0,6514.75,6512.25,0.0653,14
20250909,NQ=F,23807.75,23837.75,23834.5,0.1124,14
20250910,ES=F,6531.25,6537.25,6538.0,0.1033,14
20250910,NQ=F,23886.0,23917.25,23918.5,0.1361,14
20250911,ES=F,6545.75,6545.75,6540.5,-0.0802,14
20250911,NQ=F,23904.5,23913.0,23885.75,-0.0784,14
20250912,ES=F,6591.0,6590.5,6593.25,0.0341,14
20250912,NQ=F,24009.5,24007.75,24034.0,0.102,14
20250913,ES=F,6589.75,,6588.5,-0.019,6
20250913,NQ=F,24090.75,,24115.25,0.1017,6
20250915,ES=F,6588.5,6592.25,6595.75,0.11,8
20250915,NQ=F,24109.0,24121.5,24139.5,0.1265,8
20250916,ES=F,6618.75,6627.25,6629.25,0.1586,13
20250916,NQ=F,24302.75,24344.5,24353.0,0.2068,14
20250917,ES=F,6672.0,6665.0,6665.25,-0.1012,14
20250917,NQ=F,24540.25,24518.0,24518.5,-0.0886,14
20250918,ES=F,6678.0,6690.75,6686.75,0.131,14
20250918,NQ=F,24564.5,24638.25,24615.0,0.2056,14
20250919,ES=F,6696.5,6697.25,6692.75,-0.056,14
20250919,NQ=F,24710.25,24710.25,24706.25,-0.0162,14
20250920,ES=F,6700.0,,6722.5,0.3358,6
20250920,NQ=F,24771.25,,24866.25,0.3835,6
20250922,ES=F,6711.5,6717.75,6714.75,0.0484,8
