timestamp,mode,code,name,side,qty,price,note,realized_pnl
2026-08-13T15:15:15,real,304100,솔트룩스,sell,11,17010.0,일일 정리,-3080
2026-08-13T15:15:19,real,328130,루닛,sell,19,10540.0,일일 정리,-2850
2026-08-14T09:05:23,real,328130,루닛,buy,18,10650.0,체결확인,
2026-08-14T09:15:45,real,108860,셀바스AI,buy,20,10220.0,체결확인,
2026-08-14T12:15:51,real,304100,솔트룩스,buy,12,17150.0,체결확인,
2026-08-14T15:10:47,real,108860,셀바스AI,sell,20,9920.0,일일 정리,-6200
2026-08-14T15:10:53,real,304100,솔트룩스,sell,12,17160.0,일일 정리,120
2026-08-14T15:11:00,real,328130,루닛,sell,18,10560.0,일일 정리,-2160
2026-08-18T09:35:09,real,108860,셀바스AI,buy,20,9820.0,체결확인,
2026-08-18T15:15:19,real,108860,셀바스AI,sell,20,9390.0,일일 정리,-8200
2026-08-19T10:07:23,real,304100,솔트룩스,buy,12,15540.0,체결확인,
2026-08-19T10:17:09,real,328130,루닛,buy,22,9360.0,체결확인,
2026-08-20T10:05:29,real,064550,바이오니아,buy,69,9540.0,체결확인,
2026-08-20T11:05:24,real,138610,나이벡,buy,37,17850.0,체결확인,
2026-08-20T11:45:08,real,138610,나이벡,sell,37,18410.0,익절,19240
2026-08-20T11:55:25,real,064550,바이오니아,sell,69,8920.0,손절,-42780
2026-08-20T12:05:25,real,064550,바이오니아,buy,73,8910.0,체결확인,
2026-08-20T13:25:09,real,328130,루닛,buy,68,9600.0,체결확인,
2026-08-20T14:15:12,real,064550,바이오니아,sell,73,9200.0,익절,20440
2026-08-20T15:15:44,real,328130,루닛,sell,68,9720.0,일일 정리,7480
2026-08-21T09:35:18,real,108860,셀바스AI,buy,66,9880.0,체결확인,
2026-08-21T09:55:20,real,108860,셀바스AI,sell,66,9550.0,손절,-21780
2026-08-21T10:55:17,real,108860,셀바스AI,buy,68,9440.0,체결확인,
2026-08-21T15:15:26,real,108860,셀바스AI,sell,68,9380.0,일일 정리,-4780
2026-08-24T09:05:23,real,328130,루닛,buy,42,9270.0,체결확인,
2026-08-24T09:25:16,real,328130,루닛,sell,42,9390.0,익절,5040
2026-08-25T10:06:53,real,039020,이건홀딩스,buy,133,2950.0,체결확인,
2026-08-25T10:17:01,real,388050,지투파워,buy,41,9370.0,체결확인,
2026-08-25T10:36:58,real,388050,지투파워,sell,41,9580.0,익절,6150
2026-08-25T10:47:07,real,108230,톱텍,buy,120,3275.0,체결확인,
2026-08-25T10:56:42,real,108230,톱텍,sell,120,3230.0,손절,-6000
2026-08-25T11:56:37,real,302430,이노메트리,buy,55,7100.0,체결확인,
2026-08-25T12:06:36,real,302430,이노메트리,sell,55,7010.0,손절,-6250
2026-08-25T12:16:38,real,039020,이건홀딩스,sell,133,2900.0,손절,-4655
2026-08-25T12:26:41,real,417010,나노팀,buy,67,5770.0,체결확인,
2026-08-25T12:36:40,real,417010,나노팀,sell,67,5620.0,손절,-11390
2026-08-25T13:56:38,real,078590,휴림에이텍,buy,106,3600.0,체결확인,
2026-08-25T13:56:46,real,003350,한국화장품제조,buy,27,13950.0,체결확인,
2026-08-25T14:06:45,real,078590,휴림에이텍,sell,106,3665.0,익절,5710
2026-08-25T14:07:00,real,003350,한국화장품제조,sell,27,14220.0,익절,6690
2026-08-25T14:07:16,real,008290,원풍물산,buy,545,704.0,체결확인,
2026-08-25T14:16:40,real,008290,원풍물산,sell,545,704.0,손절,-4360
2026-08-26T09:05:15,real,302430,이노메트리,buy,50,7590.0,체결확인,
2026-08-26T09:05:26,real,039020,이건홀딩스,buy,129,2965.0,체결확인,
2026-08-26T09:15:13,real,039020,이건홀딩스,sell,129,2895.0,손절,-11560
2026-08-26T09:25:14,real,008250,이건산업,buy,107,3520.0,체결확인,
2026-08-26T09:35:13,real,008250,이건산업,sell,107,3375.0,손절,-15315
2026-08-26T09:45:34,real,302430,이노메트리,sell,50,7480.0,손절,-6000
2026-08-26T09:45:50,real,007460,에이프로젠,buy,120,3095.0,체결확인,
2026-08-26T09:55:16,real,214330,금호에이치티,buy,49,7580.0,체결확인,
2026-08-26T09:55:25,real,130660,한전산업,buy,26,14300.0,체결확인,
2026-08-26T09:55:32,real,052690,한전기술,buy,2,127900.0,체결확인,
2026-08-26T09:55:53,real,007460,에이프로젠,sell,120,3020.0,손절,-9000
2026-08-26T10:05:09,real,214330,금호에이치티,sell,49,7370.0,손절,-11210
2026-08-26T10:15:17,real,189860,서전기전,buy,83,4840.0,체결확인,
2026-08-27T09:05:34,real,010640,진양폴리,buy,206,1741.0,체결확인,
2026-08-27T09:46:07,real,310200,애니플러스,buy,173,2065.0,체결확인,
2026-08-27T09:55:55,real,368600,아이씨에이치,buy,345,1039.0,체결확인,
2026-08-27T10:05:31,real,049080,기가레인,buy,40,8880.0,체결확인,
2026-08-27T10:25:24,real,368600,아이씨에이치,buy,368,963.0,체결확인,
2026-08-27T11:35:25,real,368600,아이씨에이치,buy,345,1043.0,체결확인,
2026-08-27T12:15:24,real,368600,아이씨에이치,sell,345,1155.0,익절,35484
2026-08-27T14:25:25,real,010640,진양폴리,sell,206,1838.0,익절,15893
2026-08-27T14:56:05,real,115180,큐리언트,buy,17,21550.0,체결확인,
2026-08-27T15:05:22,real,195500,마니커에프앤지,buy,199,1849.0,체결확인,
2026-08-27T15:15:41,real,049080,기가레인,sell,40,8800.0,일일 정리,-3580
2026-08-27T15:15:48,real,115180,큐리언트,sell,17,22350.0,일일 정리,11954
2026-08-27T15:15:58,real,195500,마니커에프앤지,sell,199,1842.0,일일 정리,-2262
2026-08-27T15:16:09,real,310200,애니플러스,sell,173,2055.0,일일 정리,-2922
2026-08-28T09:05:31,real,368600,아이씨에이치,buy,349,1066.0,체결확인,
2026-08-28T09:05:48,real,900270,헝셩그룹,buy,98,3775.0,체결확인,
2026-08-28T09:15:29,real,900270,헝셩그룹,sell,98,4035.0,익절,23673
2026-08-28T09:25:28,real,411080,샌즈랩,buy,82,4570.0,체결확인,
2026-08-28T09:45:23,real,368600,아이씨에이치,sell,349,1110.0,익절,15654
2026-08-28T10:05:30,real,032820,우리기술,buy,30,12350.0,체결확인,
2026-08-28T11:15:26,real,085620,미래에셋생명,buy,15,23850.0,체결확인,
2026-08-28T12:56:07,real,351320,넥사다이내믹스,buy,152,2480.0,체결확인,
2026-08-28T13:15:34,real,411080,샌즈랩,sell,82,4345.0,손절,-20431
2026-08-28T15:16:24,real,032820,우리기술,sell,30,12500.0,일일 정리,3713
2026-08-28T15:16:35,real,085620,미래에셋생명,sell,15,23250.0,일일 정리,-9734
2026-08-28T15:16:46,real,351320,넥사다이내믹스,sell,152,2600.0,일일 정리,12487
2026-08-31T09:15:33,real,030530,원익홀딩스,buy,20,18080.0,체결확인,
2026-08-31T09:15:58,real,900270,헝셩그룹,buy,103,3650.0,체결확인,
2026-08-31T09:45:35,real,900270,헝셩그룹,sell,103,3490.0,손절,-20328
2026-08-31T09:56:58,real,043260,성호전자,buy,23,16200.0,체결확인,
2026-08-31T11:15:15,real,030530,원익홀딩스,sell,20,18920.0,익절,16008
2026-08-31T11:25:12,real,253840,수젠텍,buy,86,4355.0,체결확인,
2026-08-31T15:15:18,real,043260,성호전자,sell,23,16980.0,익절,17143
2026-08-31T15:15:46,real,253840,수젠텍,sell,86,4455.0,일일 정리,7797
2026-09-01T09:05:36,real,223310,사토시홀딩스,buy,107,3575.0,체결확인,
2026-09-01T09:05:53,real,328130,루닛,buy,42,9110.0,체결확인,
2026-09-01T09:15:27,real,223310,사토시홀딩스,sell,107,3420.0,손절,-18636
2026-09-01T09:16:13,real,043260,성호전자,buy,23,16270.0,체결확인,
2026-09-01T15:15:24,real,043260,성호전자,sell,23,16620.0,일일 정리,7478
2026-09-01T15:15:32,real,328130,루닛,sell,42,9130.0,일일 정리,455
2026-09-02T09:05:17,real,142760,모아라이프플러스,buy,412,924.0,체결확인,
2026-09-02T09:05:55,real,210120,캔버스엔,buy,216,1764.0,체결확인,
2026-09-02T09:15:15,real,142760,모아라이프플러스,sell,412,882.0,손절,-18482
2026-09-02T09:15:40,real,261520,이지스,buy,84,4450.0,체결확인,
2026-09-02T14:32:47,real,210120,캔버스엔,sell,216,1662.0,손절,-28602
2026-09-02T14:33:24,real,054940,엑사이엔씨,buy,92,4010.0,체결확인,
2026-09-02T15:13:16,real,054940,엑사이엔씨,sell,92,3990.0,일일 정리,-3056
2026-09-02T15:13:22,real,261520,이지스,sell,84,4425.0,일일 정리,-2951
2026-09-03T10:33:06,real,004770,써니전자,buy,184,1990.0,체결확인,
2026-09-03T10:33:06,real,004770,써니전자,buy,184,1990.0,체결확인,
2026-09-03T10:33:22,real,950200,소마젠,buy,82,3560.0,체결확인,
2026-09-03T10:33:28,real,950200,소마젠,buy,82,3560.0,체결확인,
2026-09-03T10:37:30,real,004770,써니전자,sell,368,1935.0,손절,-19162
2026-09-03T10:42:58,real,175250,아이큐어,buy,139,2600.0,체결확인,
2026-09-03T14:51:15,real,175250,아이큐어,sell,139,2360.0,손절,-34749
2026-09-03T15:00:17,real,950200,소마젠,sell,164,3425.0,손절,-24923
2026-09-03T15:01:18,real,376900,로킷헬스케어,buy,13,25450.0,체결확인,
2026-09-03T15:11:18,real,376900,로킷헬스케어,sell,13,25350.0,일일 정리,-1342
2026-09-04T10:50:34,real,373170,엠아이큐브솔루션,buy,165,2120.0,체결확인,
2026-09-04T11:50:31,real,373170,엠아이큐브솔루션,sell,165,2045.0,손절,-13085
